strategy,events_raw,events_kept,events_purged,family,symbol,source_file,horizon_ms,meta_symbol,meta_direction,meta_ret_threshold,meta_oi_threshold,meta_entry_delay_min,meta_exit_hold_h,meta_n_events,meta_mean_net_bp,meta_median_net_bp,meta_win_rate,meta_std_bp,meta_t_stat,meta_null_percentile,meta_edge_vs_null_bp,meta_exploratory_uncorrected_flag,meta_inference_scope,meta_year_breakdown
btc_short_ret2_oi-1_entry30_exit4h,145,145,0,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-1_entry30_exit4h.csv,14400000,BTCUSDT,short,0.02,-0.01,30.0,4.0,145.0,-35.527940746847904,-29.585918928415765,0.4068965517241379,161.62486419020507,-2.6469507698359718,0.5,-19.046265042576938,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 53, ""mean_bp"": -31.100115145833826}, ""2024"": {""n"": 49, ""mean_bp"": -31.608693194348096}, ""2025"": {""n"": 26, ""mean_bp"": -68.46816920898738}, ""2026"": {""n"": 17, ""mean_bp"": -10.249819976883837}}"
btc_short_ret2_oi-1_entry30_exit24h,145,125,20,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-1_entry30_exit24h.csv,86400000,BTCUSDT,short,0.02,-0.01,30.0,24.0,145.0,-98.95572450566488,-61.47979445864692,0.4,307.12860419874403,-3.87975818421914,0.0,-74.04856982236228,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 53, ""mean_bp"": -66.97234476295768}, ""2024"": {""n"": 49, ""mean_bp"": -135.0146999502876}, ""2025"": {""n"": 26, ""mean_bp"": -105.0771909554542}, ""2026"": {""n"": 17, ""mean_bp"": -85.37167755757346}}"
btc_short_ret2_oi-1_entry30_exit72h,145,101,44,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-1_entry30_exit72h.csv,259200000,BTCUSDT,short,0.02,-0.01,30.0,72.0,145.0,-189.7302386566656,-135.32732308694827,0.3655172413793103,494.2477860963048,-4.622488309529636,0.0,-134.68026208666836,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 53, ""mean_bp"": -267.2342396822183}, ""2024"": {""n"": 49, ""mean_bp"": -169.44620728556794}, ""2025"": {""n"": 26, ""mean_bp"": -170.18002856396575}, ""2026"": {""n"": 17, ""mean_bp"": -36.466176611941286}}"
btc_short_ret2_oi-1_entry60_exit4h,145,145,0,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-1_entry60_exit4h.csv,14400000,BTCUSDT,short,0.02,-0.01,60.0,4.0,145.0,-42.106621023553984,-32.622707526796404,0.3586206896551724,148.59953382739363,-3.4120622480379588,0.0,-25.99389923743305,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 53, ""mean_bp"": -45.592014420249335}, ""2024"": {""n"": 49, ""mean_bp"": -33.331394933324596}, ""2025"": {""n"": 26, ""mean_bp"": -59.70389928509299}, ""2026"": {""n"": 17, ""mean_bp"": -29.620208882164157}}"
btc_short_ret2_oi-1_entry60_exit24h,145,125,20,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-1_entry60_exit24h.csv,86400000,BTCUSDT,short,0.02,-0.01,60.0,24.0,145.0,-96.76973239235532,-50.45044128023356,0.3862068965517241,299.6500588936174,-3.888742385933124,0.0,-69.16601536805467,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 53, ""mean_bp"": -65.18891849045993}, ""2024"": {""n"": 49, ""mean_bp"": -135.55755795194412}, ""2025"": {""n"": 26, ""mean_bp"": -102.67243343848956}, ""2026"": {""n"": 17, ""mean_bp"": -74.3997004618324}}"
btc_short_ret2_oi-1_entry60_exit72h,145,101,44,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-1_entry60_exit72h.csv,259200000,BTCUSDT,short,0.02,-0.01,60.0,72.0,145.0,-184.00175040712836,-142.66070624801606,0.3379310344827586,480.5323037013263,-4.610875196369559,0.0,-129.19079715455086,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 53, ""mean_bp"": -259.67430165610267}, ""2024"": {""n"": 49, ""mean_bp"": -157.77799335590186}, ""2025"": {""n"": 26, ""mean_bp"": -166.6869472166771}, ""2026"": {""n"": 17, ""mean_bp"": -50.149030540433934}}"
btc_short_ret2_oi-2_entry0_exit4h,81,81,0,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-2_entry0_exit4h.csv,14400000,BTCUSDT,short,0.02,-0.02,0.0,4.0,81.0,-31.79283007870911,-8.773630202469228,0.4814814814814814,160.7941525430829,-1.7795141563479142,9.0,-15.005540212138673,False,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -37.329423794537526}, ""2024"": {""n"": 24, ""mean_bp"": -35.00746947461845}, ""2025"": {""n"": 11, ""mean_bp"": -19.34959154884198}, ""2026"": {""n"": 8, ""mean_bp"": -12.959544719363404}}"
btc_short_ret2_oi-2_entry0_exit24h,81,75,6,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-2_entry0_exit24h.csv,86400000,BTCUSDT,short,0.02,-0.02,0.0,24.0,81.0,-86.95687698106491,-26.502610590248157,0.4814814814814814,328.33660901170526,-2.3835657412228555,1.5,-58.315210068720845,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -71.18631455485203}, ""2024"": {""n"": 24, ""mean_bp"": -110.20698456218786}, ""2025"": {""n"": 11, ""mean_bp"": -48.78901880609246}, ""2026"": {""n"": 8, ""mean_bp"": -144.59753075279443}}"
btc_short_ret2_oi-2_entry0_exit72h,81,62,19,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-2_entry0_exit72h.csv,259200000,BTCUSDT,short,0.02,-0.02,0.0,72.0,81.0,-217.2562681020873,-138.86483592955454,0.4074074074074074,523.9691497265601,-3.731720491443413,0.0,-164.22695956015727,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -311.11828806293835}, ""2024"": {""n"": 24, ""mean_bp"": -176.9093361869192}, ""2025"": {""n"": 11, ""mean_bp"": -165.24733165366632}, ""2026"": {""n"": 8, ""mean_bp"": 36.03524334987159}}"
btc_short_ret2_oi-2_entry30_exit4h,81,81,0,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-2_entry30_exit4h.csv,14400000,BTCUSDT,short,0.02,-0.02,30.0,4.0,81.0,-36.25819623899168,-24.490379975724995,0.4074074074074074,182.16780371830492,-1.7913361169767168,3.5000000000000004,-20.89224178262046,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -42.313832032143964}, ""2024"": {""n"": 24, ""mean_bp"": -16.08779583661403}, ""2025"": {""n"": 11, ""mean_bp"": -53.36769705149345}, ""2026"": {""n"": 8, ""mean_bp"": -44.47956381146133}}"
btc_short_ret2_oi-2_entry30_exit24h,81,75,6,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-2_entry30_exit24h.csv,86400000,BTCUSDT,short,0.02,-0.02,30.0,24.0,81.0,-94.02388717492606,-35.84270151152967,0.4444444444444444,321.7809313210745,-2.629785988561197,0.5,-69.23672595530664,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -69.85267249477003}, ""2024"": {""n"": 24, ""mean_bp"": -124.34902841753551}, ""2025"": {""n"": 11, ""mean_bp"": -76.07954720556454}, ""2026"": {""n"": 8, ""mean_bp"": -142.53520063571102}}"
btc_short_ret2_oi-2_entry30_exit72h,81,62,19,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-2_entry30_exit72h.csv,259200000,BTCUSDT,short,0.02,-0.02,30.0,72.0,81.0,-227.15693867184444,-135.32732308694827,0.3703703703703703,530.7752248652557,-3.851748070128181,0.0,-166.503193402616,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -319.1479347520734}, ""2024"": {""n"": 24, ""mean_bp"": -179.0663992200468}, ""2025"": {""n"": 11, ""mean_bp"": -197.45103829683833}, ""2026"": {""n"": 8, ""mean_bp"": 24.68306133821693}}"
btc_short_ret2_oi-2_entry60_exit4h,81,81,0,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-2_entry60_exit4h.csv,14400000,BTCUSDT,short,0.02,-0.02,60.0,4.0,81.0,-49.2671921036384,-36.4913827394535,0.3703703703703703,161.2576251682512,-2.7496667427051023,0.0,-33.493149594155035,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -57.187531115538064}, ""2024"": {""n"": 24, ""mean_bp"": -55.52271642599385}, ""2025"": {""n"": 11, ""mean_bp"": -27.31059936921074}, ""2026"": {""n"": 8, ""mean_bp"": -23.06932383988673}}"
btc_short_ret2_oi-2_entry60_exit24h,81,75,6,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-2_entry60_exit24h.csv,86400000,BTCUSDT,short,0.02,-0.02,60.0,24.0,81.0,-94.49657525307656,-46.59071894153198,0.382716049382716,294.7835191948577,-2.88506351915662,1.0,-65.55293693506152,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -73.46318391439881}, ""2024"": {""n"": 24, ""mean_bp"": -138.93407318171853}, ""2025"": {""n"": 11, ""mean_bp"": -59.91250340716633}, ""2026"": {""n"": 8, ""mean_bp"": -108.64578911399651}}"
btc_short_ret2_oi-2_entry60_exit72h,81,62,19,liq_reversion,BTCUSDT,events_btc_short_ret2_oi-2_entry60_exit72h.csv,259200000,BTCUSDT,short,0.02,-0.02,60.0,72.0,81.0,-222.6014141964976,-160.46232809601534,0.3333333333333333,514.3016190620045,-3.895404279345552,0.0,-167.95932573376524,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -318.5815569904189}, ""2024"": {""n"": 24, ""mean_bp"": -186.57154352856415}, ""2025"": {""n"": 11, ""mean_bp"": -159.96712361182037}, ""2026"": {""n"": 8, ""mean_bp"": 39.092502516897284}}"
btc_short_ret2_oinone_entry0_exit4h,692,692,0,liq_reversion,BTCUSDT,events_btc_short_ret2_oinone_entry0_exit4h.csv,14400000,BTCUSDT,short,0.02,,0.0,4.0,692.0,-22.43188713749679,-14.274758691105603,0.4667630057803468,216.0944965302612,-2.730707304067546,8.0,-7.029022006198931,False,exploratory_uncorrected,"{""2021"": {""n"": 266, ""mean_bp"": -18.695713132054607}, ""2022"": {""n"": 143, ""mean_bp"": 1.440461651389801}, ""2023"": {""n"": 69, ""mean_bp"": -44.37070851511862}, ""2024"": {""n"": 109, ""mean_bp"": -51.09342345485018}, ""2025"": {""n"": 63, ""mean_bp"": -24.46938291984187}, ""2026"": {""n"": 42, ""mean_bp"": -13.891882240431068}}"
btc_short_ret2_oinone_entry0_exit24h,692,507,185,liq_reversion,BTCUSDT,events_btc_short_ret2_oinone_entry0_exit24h.csv,86400000,BTCUSDT,short,0.02,,0.0,24.0,692.0,-43.42576109122943,-26.81565248885897,0.4552023121387283,417.7689572535693,-2.734414320373559,4.0,-20.35478854395481,True,exploratory_uncorrected,"{""2021"": {""n"": 266, ""mean_bp"": -33.673328042278165}, ""2022"": {""n"": 143, ""mean_bp"": -4.517584501324757}, ""2023"": {""n"": 69, ""mean_bp"": -91.55185060840162}, ""2024"": {""n"": 109, ""mean_bp"": -101.4831020150932}, ""2025"": {""n"": 63, ""mean_bp"": -29.47105981308292}, ""2026"": {""n"": 42, ""mean_bp"": -28.859386960624686}}"
btc_short_ret2_oinone_entry0_exit72h,692,308,384,liq_reversion,BTCUSDT,events_btc_short_ret2_oinone_entry0_exit72h.csv,259200000,BTCUSDT,short,0.02,,0.0,72.0,692.0,-70.82471506306601,-46.944473793903306,0.4638728323699422,650.8053731683367,-2.862771950310095,1.0,-33.647122753769175,True,exploratory_uncorrected,"{""2021"": {""n"": 266, ""mean_bp"": -66.27424381169476}, ""2022"": {""n"": 143, ""mean_bp"": 62.45255256533269}, ""2023"": {""n"": 69, ""mean_bp"": -283.1029961337426}, ""2024"": {""n"": 109, ""mean_bp"": -145.0142248219976}, ""2025"": {""n"": 63, ""mean_bp"": -84.188559335527}, ""2026"": {""n"": 42, ""mean_bp"": 7.906368818826591}}"
btc_short_ret2_oinone_entry30_exit4h,692,692,0,liq_reversion,BTCUSDT,events_btc_short_ret2_oinone_entry30_exit4h.csv,14400000,BTCUSDT,short,0.02,,30.0,4.0,692.0,-17.442465141726334,-14.831896464204007,0.4508670520231214,197.2716372005869,-2.325927974348776,29.5,-2.0192080207131955,False,exploratory_uncorrected,"{""2021"": {""n"": 266, ""mean_bp"": -16.12306483135364}, ""2022"": {""n"": 143, ""mean_bp"": 10.583690053498024}, ""2023"": {""n"": 69, ""mean_bp"": -53.25441890757753}, ""2024"": {""n"": 109, ""mean_bp"": -38.06478529474447}, ""2025"": {""n"": 63, ""mean_bp"": -15.509532227178044}, ""2026"": {""n"": 42, ""mean_bp"": -11.766697107680015}}"
btc_short_ret2_oinone_entry30_exit24h,692,507,185,liq_reversion,BTCUSDT,events_btc_short_ret2_oinone_entry30_exit24h.csv,86400000,BTCUSDT,short,0.02,,30.0,24.0,692.0,-34.83943593998911,-32.14207548084923,0.4566473988439306,408.2836648717128,-2.2447199056646343,16.5,-11.7436247983204,False,exploratory_uncorrected,"{""2021"": {""n"": 266, ""mean_bp"": -19.86121933434971}, ""2022"": {""n"": 143, ""mean_bp"": 4.031579336181903}, ""2023"": {""n"": 69, ""mean_bp"": -101.13163217261}, ""2024"": {""n"": 109, ""mean_bp"": -84.82111246866965}, ""2025"": {""n"": 63, ""mean_bp"": -28.275004243000062}, ""2026"": {""n"": 42, ""mean_bp"": -33.27171491203249}}"
btc_short_ret2_oinone_entry30_exit72h,692,308,384,liq_reversion,BTCUSDT,events_btc_short_ret2_oinone_entry30_exit72h.csv,259200000,BTCUSDT,short,0.02,,30.0,72.0,692.0,-67.54106517693182,-59.284215831996605,0.4508670520231214,637.791985739544,-2.7857484336535108,7.000000000000001,-28.67306703490224,False,exploratory_uncorrected,"{""2021"": {""n"": 266, ""mean_bp"": -64.60132070883746}, ""2022"": {""n"": 143, ""mean_bp"": 64.90130834511591}, ""2023"": {""n"": 69, ""mean_bp"": -291.4516466478692}, ""2024"": {""n"": 109, ""mean_bp"": -134.16255110479895}, ""2025"": {""n"": 63, ""mean_bp"": -78.66980343048016}, ""2026"": {""n"": 42, ""mean_bp"": 20.350629000206688}}"
btc_short_ret2_oinone_entry60_exit4h,692,692,0,liq_reversion,BTCUSDT,events_btc_short_ret2_oinone_entry60_exit4h.csv,14400000,BTCUSDT,short,0.02,,60.0,4.0,692.0,-16.88605165968276,-23.16398335366164,0.4263005780346821,188.00624454647823,-2.362701659876255,38.5,-1.7808286852189426,False,exploratory_uncorrected,"{""2021"": {""n"": 266, ""mean_bp"": -17.938906315000768}, ""2022"": {""n"": 143, ""mean_bp"": 26.002697864275692}, ""2023"": {""n"": 69, ""mean_bp"": -52.01574050570885}, ""2024"": {""n"": 109, ""mean_bp"": -47.29868048505001}, ""2025"": {""n"": 63, ""mean_bp"": -22.581634711125545}, ""2026"": {""n"": 42, ""mean_bp"": -11.059504969914764}}"
btc_short_ret2_oinone_entry60_exit24h,692,507,185,liq_reversion,BTCUSDT,events_btc_short_ret2_oinone_entry60_exit24h.csv,86400000,BTCUSDT,short,0.02,,60.0,24.0,692.0,-29.97453133858115,-33.01647770616188,0.4595375722543353,407.1428084160127,-1.9366836257446352,21.5,-8.015943086019977,False,exploratory_uncorrected,"{""2021"": {""n"": 266, ""mean_bp"": -12.714054507726804}, ""2022"": {""n"": 143, ""mean_bp"": 9.391475966235976}, ""2023"": {""n"": 69, ""mean_bp"": -95.22669829895813}, ""2024"": {""n"": 109, ""mean_bp"": -80.20817734287633}, ""2025"": {""n"": 63, ""mean_bp"": -37.12041591999711}, ""2026"": {""n"": 42, ""mean_bp"": -25.03567939174102}}"
btc_short_ret2_oinone_entry60_exit72h,692,308,384,liq_reversion,BTCUSDT,events_btc_short_ret2_oinone_entry60_exit72h.csv,259200000,BTCUSDT,short,0.02,,60.0,72.0,692.0,-63.47098595478034,-64.98608568251728,0.4450867052023121,626.773381242097,-2.663898958100938,11.5,-24.72261641667065,False,exploratory_uncorrected,"{""2021"": {""n"": 266, ""mean_bp"": -56.71761760823834}, ""2022"": {""n"": 143, ""mean_bp"": 69.59429360032028}, ""2023"": {""n"": 69, ""mean_bp"": -281.9020457164505}, ""2024"": {""n"": 109, ""mean_bp"": -132.03725614685365}, ""2025"": {""n"": 63, ""mean_bp"": -87.47925224258253}, ""2026"": {""n"": 42, ""mean_bp"": 13.51130914196283}}"
btc_short_ret3_oi-1_entry0_exit4h,50,50,0,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-1_entry0_exit4h.csv,14400000,BTCUSDT,short,0.03,-0.01,0.0,4.0,50.0,-26.0406611141136,-14.436819692657965,0.46,195.82438654223608,-0.9403082213358074,29.5,-8.178196651005347,False,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -36.987099579542594}, ""2024"": {""n"": 15, ""mean_bp"": 56.36602752711378}, ""2025"": {""n"": 10, ""mean_bp"": -134.8276170041699}, ""2026"": {""n"": 5, ""mean_bp"": -11.901061395967128}}"
btc_short_ret3_oi-1_entry0_exit24h,50,47,3,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-1_entry0_exit24h.csv,86400000,BTCUSDT,short,0.03,-0.01,0.0,24.0,50.0,-119.47115441044912,-64.59698369304422,0.42,350.22027934360807,-2.412163670194832,0.0,-91.19279113510837,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -82.82774070364357}, ""2024"": {""n"": 15, ""mean_bp"": -122.2796147597834}, ""2025"": {""n"": 10, ""mean_bp"": -139.11741441921964}, ""2026"": {""n"": 5, ""mean_bp"": -218.3269081721275}}"
btc_short_ret3_oi-1_entry0_exit72h,50,39,11,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-1_entry0_exit72h.csv,259200000,BTCUSDT,short,0.03,-0.01,0.0,72.0,50.0,-209.25603145068268,-198.77365955973823,0.4,437.18310762676856,-3.384539710287362,0.0,-154.92111302991017,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -196.0784125995091}, ""2024"": {""n"": 15, ""mean_bp"": -300.6773852091855}, ""2025"": {""n"": 10, ""mean_bp"": -133.2024326842652}, ""2026"": {""n"": 5, ""mean_bp"": -139.80964311270358}}"
btc_short_ret3_oi-1_entry30_exit4h,50,50,0,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-1_entry30_exit4h.csv,14400000,BTCUSDT,short,0.03,-0.01,30.0,4.0,50.0,-37.56042865616912,-18.602118285875758,0.42,182.46829558240327,-1.4555533454334524,6.5,-20.28595628145169,False,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -48.22343655641081}, ""2024"": {""n"": 15, ""mean_bp"": 18.659843945769044}, ""2025"": {""n"": 10, ""mean_bp"": -124.37728728876728}, ""2026"": {""n"": 5, ""mean_bp"": 10.064502404179454}}"
btc_short_ret3_oi-1_entry30_exit24h,50,47,3,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-1_entry30_exit24h.csv,86400000,BTCUSDT,short,0.03,-0.01,30.0,24.0,50.0,-118.6300998348125,-100.20412787774036,0.42,345.4246678747098,-2.428435368039753,0.0,-91.2815225886411,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -87.39236293069844}, ""2024"": {""n"": 15, ""mean_bp"": -134.20213618362305}, ""2025"": {""n"": 10, ""mean_bp"": -111.63026636960171}, ""2026"": {""n"": 5, ""mean_bp"": -210.86460533525874}}"
btc_short_ret3_oi-1_entry30_exit72h,50,39,11,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-1_entry30_exit72h.csv,259200000,BTCUSDT,short,0.03,-0.01,30.0,72.0,50.0,-222.4462923638283,-192.7413247797676,0.34,435.1941918136562,-3.6143240130286247,1.0,-168.00940890725576,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -201.8431627537667}, ""2024"": {""n"": 15, ""mean_bp"": -327.3308963420873}, ""2025"": {""n"": 10, ""mean_bp"": -143.38657051054548}, ""2026"": {""n"": 5, ""mean_bp"": -148.3244425758634}}"
btc_short_ret3_oi-1_entry60_exit4h,50,50,0,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-1_entry60_exit4h.csv,14400000,BTCUSDT,short,0.03,-0.01,60.0,4.0,50.0,-48.55308569826132,-30.05300036140345,0.34,166.83650131778398,-2.057836017513783,1.5,-31.28732119832767,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -81.79221799743361}, ""2024"": {""n"": 15, ""mean_bp"": -3.9951340290643933}, ""2025"": {""n"": 10, ""mean_bp"": -88.93072968676795}, ""2026"": {""n"": 5, ""mean_bp"": 31.484876467850377}}"
btc_short_ret3_oi-1_entry60_exit24h,50,47,3,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-1_entry60_exit24h.csv,86400000,BTCUSDT,short,0.03,-0.01,60.0,24.0,50.0,-125.21404317033443,-92.7793218496835,0.34,328.6561710144603,-2.6939916798833816,0.0,-97.04935444825546,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -93.58130328381692}, ""2024"": {""n"": 15, ""mean_bp"": -177.93429034281323}, ""2025"": {""n"": 10, ""mean_bp"": -98.57281933407911}, ""2026"": {""n"": 5, ""mean_bp"": -146.8667088714788}}"
btc_short_ret3_oi-1_entry60_exit72h,50,39,11,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-1_entry60_exit72h.csv,259200000,BTCUSDT,short,0.03,-0.01,60.0,72.0,50.0,-222.25232271131077,-186.69697884212843,0.34,439.6039642437128,-3.574947846387088,0.0,-166.48278626777588,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -208.69830369009424}, ""2024"": {""n"": 15, ""mean_bp"": -350.0608095837548}, ""2025"": {""n"": 10, ""mean_bp"": -122.73488457198178}, ""2026"": {""n"": 5, ""mean_bp"": -92.07781445750273}}"
btc_short_ret3_oi-2_entry0_exit4h,29,29,0,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-2_entry0_exit4h.csv,14400000,BTCUSDT,short,0.03,-0.02,0.0,4.0,29.0,-20.371466985067386,-26.1970825938833,0.4482758620689655,207.00885305360688,-0.5299469344399416,35.0,-5.804255877889604,False,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": -26.82405210073771}, ""2024"": {""n"": 7, ""mean_bp"": 55.02852319406429}, ""2025"": {""n"": 4, ""mean_bp"": -127.50164566356845}, ""2026"": {""n"": 2, ""mean_bp"": -18.390394329663593}}"
btc_short_ret3_oi-2_entry0_exit24h,29,29,0,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-2_entry0_exit24h.csv,86400000,BTCUSDT,short,0.03,-0.02,0.0,24.0,29.0,-61.06763500550992,-5.389739805013326,0.4827586206896552,318.4957909400881,-1.0325388537033082,20.5,-33.357666881284985,False,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": 39.42228463875525}, ""2024"": {""n"": 7, ""mean_bp"": -175.08416681168532}, ""2025"": {""n"": 4, ""mean_bp"": 22.113689825449658}, ""2026"": {""n"": 2, ""mean_bp"": -632.2917804999366}}"
btc_short_ret3_oi-2_entry0_exit72h,29,26,3,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-2_entry0_exit72h.csv,259200000,BTCUSDT,short,0.03,-0.02,0.0,72.0,29.0,-186.2280287046472,-195.41136074885543,0.4137931034482758,429.5127336623225,-2.3348984737452345,3.0,-143.0028502219293,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": -79.28410609346787}, ""2024"": {""n"": 7, ""mean_bp"": -480.60665393402917}, ""2025"": {""n"": 4, ""mean_bp"": 45.06597515609208}, ""2026"": {""n"": 2, ""mean_bp"": -474.04222901272317}}"
btc_short_ret3_oi-2_entry30_exit4h,29,29,0,liq_reversion,BTCUSDT,events_btc_short_ret3_oi-2_entry30_exit4h.csv,14400000,BTCUSDT,short,0.03,-0.02,30.0,4.0,29.0,-52.046962352208745,-19.387910149814434,0.4482758620689655,185.8684164572403,-1.5079564098069818,2.5,-36.474211207857856,True,exploratory_uncorrected,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": -36.17271059630315}, ""2024"": {""n"": 7, ""mean_bp"": -25.540301876008204}, ""2025"": {""n"": 4, ""mean_bp"": -168.26703341946012}, ""2026"": {""n"": 2, ""mean_bp"": -39.37414593165255}}"
