strategy,family,symbol,fold_year,fold_type,horizon_ms,train_events,train_months,test_events,test_months,train_eligible,test_eligible,train_mean_bp,train_ci_low_bp,train_ci_high_bp,train_p_positive,train_p_two_sided,test_mean_bp,test_ci_low_bp,test_ci_high_bp,test_p_positive,test_p_two_sided,train_bh_q,train_by_q,train_family_bh_q,train_family_by_q,test_bh_q,test_by_q,test_family_bh_q,test_family_by_q,primary_selection,oos_positive,oos_survives_selection,oos_fdr_significant,selected_oos_fdr_significant,monitoring_only
btc_short_ret5_oinone_entry0_exit4h,liq_reversion,BTCUSDT,2025,formal_oos,14400000,13,10,4,3,False,False,68.6356480588843,-41.8852219092269,216.64048391155362,0.16691654172913542,0.3053473263368316,19.362246849625585,-72.69505109605599,98.22849049589813,0.38830584707646176,0.6511744127936032,,,,,,,,,False,False,False,False,False,False
btc_short_ret5_oinone_entry0_exit24h,liq_reversion,BTCUSDT,2025,formal_oos,86400000,12,10,4,3,False,False,-25.938303414678597,-281.078612288141,170.39177530455166,0.6226886556721639,0.7966016991504248,283.9096101201109,199.7141628884526,531.6338712939812,0.0004997501249375312,0.0004997501249375312,,,,,,,,,False,False,False,False,False,False
btc_short_ret5_oinone_entry0_exit72h,liq_reversion,BTCUSDT,2025,formal_oos,259200000,12,10,3,3,False,False,-23.049098159978143,-287.34510497064673,175.11234706984052,0.5847076461769115,0.855072463768116,82.03415989921982,-230.89855551071835,482.25431676770796,0.2658670664667666,0.5707146426786607,,,,,,,,,False,False,False,False,False,False
btc_short_ret5_oinone_entry30_exit4h,liq_reversion,BTCUSDT,2025,formal_oos,14400000,13,10,4,3,False,False,-10.653159845359655,-123.05309627892737,87.9172562868976,0.6271864067966016,0.8305847076461769,-54.429228763284314,-118.35396598319046,52.51042664777341,0.9615192403798101,0.17341329335332334,,,,,,,,,False,False,False,False,False,False
btc_short_ret5_oinone_entry30_exit24h,liq_reversion,BTCUSDT,2025,formal_oos,86400000,12,10,4,3,False,False,-107.43762002847791,-303.43394402540196,86.51894253352317,0.8500749625187406,0.30334832583708143,231.52045273531218,96.89381007878096,513.7274649849195,0.03698150924537731,0.03698150924537731,,,,,,,,,False,False,False,False,False,False
btc_short_ret5_oinone_entry30_exit72h,liq_reversion,BTCUSDT,2025,formal_oos,259200000,12,10,3,3,False,False,-101.91269625375843,-328.7144034376757,125.43755393991279,0.7796101949025487,0.42978510744627685,-9.868931250746888,-379.4422478573194,509.4885414863821,0.5847076461769115,0.7941029485257372,,,,,,,,,False,False,False,False,False,False
btc_short_ret5_oinone_entry60_exit4h,liq_reversion,BTCUSDT,2025,formal_oos,14400000,13,10,4,3,False,False,-26.702999155640804,-140.49209753994265,112.74329412042685,0.7011494252873564,0.6486756621689156,-41.805251938277095,-82.44157766252357,35.41520467836247,1.0,0.16541729135432284,,,,,,,,,False,False,False,False,False,False
btc_short_ret5_oinone_entry60_exit24h,liq_reversion,BTCUSDT,2025,formal_oos,86400000,12,10,4,3,False,False,-124.2024841053507,-318.4912138623243,58.03558731981832,0.8980509745127436,0.1934032983508246,249.30331623081184,141.70032849866968,547.1462956806479,0.031984007996002,0.031984007996002,,,,,,,,,False,False,False,False,False,False
btc_short_ret5_oinone_entry60_exit72h,liq_reversion,BTCUSDT,2025,formal_oos,259200000,12,10,3,3,False,False,-136.8487502506991,-356.43018003054567,74.11410444133234,0.8845577211394303,0.22338830584707647,-24.640994706301303,-327.1383112916519,485.5920771284457,0.6026986506746627,0.7871064467766117,,,,,,,,,False,False,False,False,False,False
eth_long_ret-2_oi-1_entry0_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,144,23,105,12,True,True,-2.2355849968660815,-25.127125339802976,19.957565676598925,0.5802098950524738,0.8425787106446777,-63.637727291740426,-114.64983679210832,-25.95393669811721,0.9880059970014993,0.01249375312343828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-1_entry0_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,119,23,88,12,True,True,5.520164323506527,-43.069972638052995,54.12111566815388,0.40929535232383807,0.8150924537731135,-6.559100598554463,-67.2717524532669,56.2000358185747,0.5892053973013494,0.8340829585207397,0.7882725304014658,1.0,0.8185907046476761,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-1_entry0_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,81,23,58,12,True,True,39.00685929646499,-76.6387119599607,150.28797498779255,0.2413793103448276,0.48575712143928035,4.37580953642734,-143.3844612946313,181.52064743940412,0.47426286856571714,0.9610194902548725,0.5705329153605017,1.0,0.5793103448275863,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-2_oi-1_entry30_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,144,23,105,12,True,True,-3.566836668795242,-22.456765884564778,15.609903993895102,0.6451774112943528,0.7066466766616691,-44.20828539504857,-86.87384277798311,-7.378105283951265,0.9800099950024987,0.025987006496751622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-1_entry30_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,119,23,88,12,True,True,8.072665318412117,-40.66982121886833,60.51712050156197,0.37881059470264866,0.744127936031984,13.941567862785131,-51.786444291537684,86.9614045620633,0.3493253373313343,0.6826586706646677,0.7363794738144946,1.0,0.7655961492937742,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-2_oi-1_entry30_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,81,23,58,12,True,True,35.6988682513066,-78.13919463948085,140.10941644267132,0.25087456271864067,0.5207396301849075,38.68597842599947,-136.5025045235794,223.25332639169508,0.3308345827086457,0.6626686656671664,0.5863135847806434,1.0,0.5946656301478891,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-2_oi-1_entry60_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,144,23,105,12,True,True,-9.291809194496146,-31.940263167525572,13.231740000487045,0.8015992003998001,0.3983008495752124,-63.412868166733894,-108.52321390724526,-20.454134994319222,0.9980009995002499,0.0024987506246876563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-1_entry60_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,119,23,88,12,True,True,-5.139057036902311,-54.97769587831384,44.36564167560472,0.5727136431784108,0.8345827086456772,-0.3453644604679043,-77.4712675430144,76.39100882184081,0.5282358820589705,0.991504247876062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-1_entry60_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,81,23,58,12,True,True,32.29137398764081,-76.82847376452479,135.98571584833311,0.27386306846576713,0.543728135932034,14.230443597124026,-156.72024505137247,214.05672618260073,0.42828585707146427,0.8785607196401799,0.6225823258583474,1.0,0.6355410530029102,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-2_oi-2_entry0_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,93,22,52,12,True,True,17.599360757185824,-20.86559906017272,56.43974898377152,0.17891054472763618,0.3698150924537731,-65.1626241782843,-122.48510582138174,-19.87934897188818,0.9820089955022488,0.019490254872563718,0.45942460868331264,1.0,0.4461146050351447,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-2_entry0_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,85,22,51,12,True,True,46.948758051785255,-20.0675483988472,116.87158558314113,0.095952023988006,0.18940529735132433,-12.04103289946563,-68.40670220719824,56.04221878099282,0.6446776611694153,0.7001499250374813,0.30704647676161917,1.0,0.29242521596344684,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-2_entry0_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,65,22,39,12,True,True,97.68394520589156,-21.449659408406546,205.52042329937325,0.04097951024487756,0.10794602698650675,-53.884621130520685,-241.42255021130487,122.09754254586937,0.7206396801599201,0.5477261369315343,0.21855738797268032,1.0,0.20705436755306555,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-2_entry30_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,93,22,52,12,True,True,1.2229686979617433,-24.764781188044648,28.435747741645155,0.47976011994003,0.9380309845077461,-54.860240227198766,-110.15219434114992,-10.846897491563102,0.9780109945027486,0.030484757621189407,0.8830982738719135,1.0,0.9120192379057995,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-2_entry30_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,85,22,51,12,True,True,31.485238405254464,-33.387193164094356,96.94998451285598,0.17491254372813594,0.3333333333333333,-7.924360537430946,-66.3984505804138,52.72460968320744,0.6151924037981009,0.7886056971514243,0.45477261369315347,1.0,0.4418843209973961,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-2_entry30_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,65,22,39,12,True,True,84.10336089572162,-36.1488049561788,180.78041543630025,0.04997501249375312,0.12043978010994502,-44.11006869604915,-238.6133352790282,134.2948744505694,0.6761619190404797,0.6341829085457271,0.23275318862307978,1.0,0.21962352157254708,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-2_entry60_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,93,22,52,12,True,True,4.73425823366677,-21.40249897575148,33.521763951375426,0.3523238380809595,0.750624687656172,-90.80547150779977,-138.04350604698055,-52.6420578050923,1.0,0.0004997501249375312,0.7184642972631332,1.0,0.743364581445541,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-2_entry60_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,85,22,51,12,True,True,18.12786575793845,-48.31750433305987,84.4711149163585,0.2798600699650175,0.5907046476761619,-16.98660188293482,-76.78674658313466,36.24996352490171,0.7186406796601699,0.5222388805597201,0.6225823258583474,1.0,0.6355410530029102,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oi-2_entry60_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,65,22,39,12,True,True,81.4166034974501,-36.534641630277775,179.65586068201833,0.06196901549225387,0.14292853573213393,-43.80205802111266,-235.12903718502776,128.1702435790831,0.663168415792104,0.6511744127936032,0.24319915513941143,1.0,0.22880867258678353,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oinone_entry0_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,235,24,181,12,True,True,3.395630916364192,-19.89933365403093,27.523124324712533,0.3598200899550225,0.7796101949025487,-32.4908199583819,-57.20709389905614,-3.973038808378148,0.9955022488755623,0.014992503748125937,0.7266269777732494,1.0,0.7509288833843948,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oinone_entry0_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,182,24,132,12,True,True,49.043161203472835,6.819464545158205,85.72089045179588,0.005997001499250375,0.014992503748125937,-15.8819714938956,-67.45020646929531,34.956706092564914,0.7176411794102948,0.544727636181909,0.1199400299850075,0.7097038278383655,0.1107138738323146,0.6462715286955529,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oinone_entry0_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,115,24,70,12,True,True,56.80178678207341,-32.059768157327014,145.8101181014991,0.11044477761119441,0.21339330334832585,-97.449603669814,-215.88340391300488,24.63198209205275,0.9435282358820589,0.11044477761119441,0.31906269087678385,1.0,0.3118440779610195,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oinone_entry30_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,235,24,181,12,True,True,-8.169467909154129,-23.940217070989693,8.51687916236644,0.8150924537731135,0.36531734132933535,-29.29334114511346,-55.03668586260697,-4.502773341653828,0.9850074962518741,0.02948525737131434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oinone_entry30_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,182,24,132,12,True,True,38.126343932866995,-4.5049422879444325,78.20417124669952,0.026986506746626688,0.05997001499250375,-9.757399653414984,-60.88357105739829,47.826557948974035,0.6291854072963519,0.7286356821589205,0.18343769291824674,1.0,0.1693271011553047,0.9884152791814339,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oinone_entry30_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,115,24,70,12,True,True,49.11725747300454,-35.471763550384786,139.91569070695346,0.14642678660669664,0.26636681659170414,-99.44962073135771,-228.0793807124067,25.148933748274356,0.9220389805097451,0.12893553223388307,0.40074699492359084,1.0,0.3904714309511911,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oinone_entry60_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,235,24,181,12,True,True,-8.442070202361041,-28.330086637805557,11.136231275710154,0.8010994502748626,0.39730134932533734,-30.087438281328165,-59.09892830219018,-4.73243064793987,0.9810094952523738,0.02798600699650175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oinone_entry60_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,182,24,132,12,True,True,38.77677153210225,0.6091326611759461,74.63691747395087,0.017991004497751123,0.04897551224387806,-29.534615206399565,-85.35415147083891,30.521364589202474,0.8535732133933034,0.3103448275862069,0.15592203898050974,0.9226149761898751,0.14392803598200898,0.8401529873042188,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-2_oinone_entry60_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,115,24,70,12,True,True,44.538637290112156,-40.71605401601203,134.87565470536484,0.16591704147926037,0.3258370814592704,-82.99037370461828,-211.61170901978923,35.281347320179314,0.9020489755122438,0.18690654672663667,0.4424454439446943,1.0,0.4304874589732161,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oi-1_entry0_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,65,23,49,11,True,True,28.83658013133744,-10.48786621595787,70.38901136051156,0.08845577211394302,0.16841579210394803,-80.3304570506674,-163.66164313327982,-10.685375944826013,0.9620189905047476,0.044977511244377814,0.30029429729579654,1.0,0.2830584707646177,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oi-1_entry0_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,58,23,44,11,True,True,88.87992988151913,25.74354393530843,153.82481449783106,0.0034982508745627187,0.009495252373813094,22.89698757114472,-97.0133153678755,112.58144143938726,0.3468265867066467,0.665167416291854,0.1039480259870065,0.6150766507932501,0.095952023988006,0.5601019915361459,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-3_oi-1_entry0_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,49,23,33,11,True,True,90.64077279823182,-30.031773340051963,196.5216803726579,0.05747126436781609,0.12593703148425786,-2.0534862147614956,-176.48373646226634,179.83662299544127,0.5177411294352824,0.9830084957521239,0.24115942028985507,1.0,0.2271517302573203,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oi-1_entry30_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,65,23,49,11,True,True,3.7454926028537434,-27.082201101438777,39.19565507887881,0.4237881059470265,0.8250874562718641,-31.631734170796946,-111.94795262390728,37.739426879631964,0.7941029485257372,0.4257871064467766,0.8086965691466192,1.0,0.8388383128023617,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oi-1_entry30_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,58,23,44,11,True,True,63.51753519992806,-1.2269422305022182,121.2107217746846,0.015492253873063468,0.03798100949525238,41.150270168948474,-95.8745590207497,133.34590662672423,0.25537231384307846,0.47876061969015493,0.15592203898050974,0.9226149761898751,0.14392803598200898,0.8401529873042188,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-3_oi-1_entry30_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,49,23,33,11,True,True,78.77760376368013,-30.07552395293893,172.85148375594494,0.046476761619190406,0.11494252873563218,57.56806702478543,-138.06041128815275,262.1765243406592,0.29185407296351823,0.5797101449275363,0.22965261555268876,1.0,0.21703433997287072,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-3_oi-1_entry60_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,65,23,49,11,True,True,2.8146934576241533,-35.829650016600844,40.55260095478253,0.4587706146926537,0.8845577211394303,-82.44923010872414,-166.72613292383744,-10.2790343515652,0.9715142428785607,0.04047976011994003,0.8520025701434998,1.0,0.8808395802098952,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oi-1_entry60_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,58,23,44,11,True,True,47.64722325930983,-27.534007320180173,115.71477201651943,0.09045477261369315,0.19090454772613694,-3.418554354501795,-143.9317485282543,100.80558674528481,0.5372313843078461,0.9590204897551224,0.30029429729579654,1.0,0.2847101039644112,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oi-1_entry60_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,49,23,33,11,True,True,62.58515641869803,-52.51695258105396,162.1271981740171,0.12993503248375812,0.2733633183408296,9.740104272813419,-190.14804166104085,206.41653384770993,0.42128935532233885,0.9220389805097451,0.36522279400840124,1.0,0.3563932319554508,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-3_oi-2_entry0_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,47,21,30,10,True,True,37.191815613489666,-15.585032932396329,94.01344216027726,0.1054472763618191,0.18790604697651175,-58.917770480174674,-169.4428002906107,31.827855384624222,0.8495752123938031,0.2813593203398301,0.31332904976083387,1.0,0.3067557130525646,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oi-2_entry0_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,45,21,29,10,True,True,93.26965011760886,-0.7236900585381393,194.58574006627018,0.03698150924537731,0.062468765617191405,4.0468523277023865,-149.71428031075394,131.13102004186703,0.49075462268865566,0.9485257371314343,0.20789605197401298,1.0,0.191904047976012,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-3_oi-2_entry0_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,38,21,25,10,True,True,105.01052153616043,-46.356341964517455,250.62704794518615,0.08595702148925537,0.16091954022988506,26.59317718238357,-198.96656013044017,244.44586136829523,0.4292853573213393,0.8195902048975512,0.2979843411627519,1.0,0.2797245445074073,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-3_oi-2_entry30_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,47,21,30,10,True,True,14.745984026057016,-26.69647539238561,65.35451836021264,0.280359820089955,0.5172413793103449,-37.027530665422134,-118.09100129503992,31.30243735804388,0.8210894552723638,0.3488255872063968,0.6225823258583474,1.0,0.6355410530029102,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oi-2_entry30_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,45,21,29,10,True,True,69.33216457938423,-7.106959757808494,147.72581983670707,0.0544727636181909,0.10694652673663169,14.301639457719155,-124.87202566339309,118.96858148494289,0.4032983508245877,0.809095452273863,0.23604864234549391,1.0,0.22252703435516283,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-3_oi-2_entry30_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,38,21,25,10,True,True,94.88230590387009,-52.42192543722727,225.25299076691593,0.07596201899050475,0.1664167916041979,60.402814253090106,-175.31591150750083,321.8030558251249,0.3213393303348326,0.6186906546726637,0.26779830423771167,1.0,0.25146047665822263,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-3_oi-2_entry60_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,47,21,30,10,True,True,14.744854993169078,-35.477209753794455,68.07552048535936,0.30834582708645675,0.5907046476761619,-102.9482355149029,-195.35445793200836,-27.63049168840709,0.9815092453773113,0.019490254872563718,0.6611951756080723,1.0,0.6804873425356287,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oi-2_entry60_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,45,21,29,10,True,True,57.37391273465065,-31.210134687690584,158.47565400537334,0.12343828085957022,0.23888055972013994,-42.86474670907784,-202.85493250719182,70.47575236738261,0.7136431784107946,0.5317341329335332,0.3517145536820631,1.0,0.3434804336961954,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oi-2_entry60_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,38,21,25,10,True,True,89.86714542173128,-56.085130019557916,221.74099016924146,0.1024487756121939,0.22338830584707647,18.46591105881494,-193.10702277801005,221.1833265194046,0.44627686156921537,0.8615692153923038,0.3118440779610195,1.0,0.3026179218083266,1.0,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-3_oinone_entry0_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,89,23,74,12,True,True,35.31920025882105,0.0024173355852458167,78.43614276153461,0.05147426286856572,0.08945527236381809,-72.21056635833116,-118.2114474898381,-27.79035414015584,0.9995002498750625,0.001999000499750125,0.23275318862307978,1.0,0.21962352157254708,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oinone_entry0_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,77,23,62,12,True,True,86.50249251218307,15.646915639644867,162.21094839904907,0.010494752623688156,0.015992003998001,8.590723317287777,-92.87121856339184,97.7900418383825,0.42528735632183906,0.8420789605197402,0.13643178410794604,0.8072881041661408,0.1259370314842579,0.7351338638911916,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-3_oinone_entry0_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,62,23,43,12,True,True,93.69229499421351,-4.057268214930884,185.35753429171265,0.030984507746126936,0.06296851574212893,-103.51038704185906,-272.93154751953773,52.19870186848795,0.889055472263868,0.2063968015992004,0.18413650317698294,1.0,0.1699721567787535,0.9921806707211728,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oinone_entry30_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,89,23,74,12,True,True,22.940199390539835,-10.043084990828902,52.73944667766752,0.06596701649175413,0.14392803598200898,-31.292124100052575,-69.46629277284877,6.152793281033932,0.9500249875062469,0.11394302848575712,0.2540951746349048,1.0,0.23897485219654324,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oinone_entry30_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,77,23,62,12,True,True,73.77721370896404,14.121732891885491,134.04255470512007,0.009495252373813094,0.018490754622688656,12.477634888522967,-100.48823326564563,107.66622367302018,0.4077961019490255,0.815592203898051,0.13166749958354157,0.7790970910047835,0.1215392303848076,0.7094625226124515,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-3_oinone_entry30_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,62,23,43,12,True,True,70.54383956440296,-17.17271841023236,147.29185516755962,0.04447776111944028,0.10344827586206896,-60.1719799907164,-239.42753056066138,98.77333566092088,0.7411294352823589,0.5137431284357821,0.2256432759230141,1.0,0.21349325337331332,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oinone_entry60_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,89,23,74,12,True,True,6.954334505584076,-28.256795075692345,39.04664230459916,0.36881559220389803,0.6951524237881059,-44.7163897771822,-89.19371509388998,0.30988350682444515,0.9685157421289355,0.04897551224387806,0.7306061255086742,1.0,0.7533254649271108,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oinone_entry60_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,77,23,62,12,True,True,46.23229649719144,-22.714698478253087,108.53993874404695,0.07546226886556721,0.16141929035482258,-11.684075709703686,-127.40708812618226,82.67337026149471,0.5817091454272864,0.8380809595202399,0.26779830423771167,1.0,0.25146047665822263,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-3_oinone_entry60_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,62,23,43,12,True,True,61.65785972259957,-32.590746795884726,149.54324528264368,0.09345327336331834,0.19590204897551225,-61.974770755010795,-260.68198603554356,118.94691550885456,0.7461269365317341,0.5107446276861569,0.3037231384307846,1.0,0.2894036852541471,1.0,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-5_oi-1_entry0_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,17,13,18,8,False,True,144.66376796161836,58.197778886577666,239.3301136620649,0.004997501249375313,0.004997501249375313,10.380399897091934,-49.511355113859516,61.43615069185522,0.35782108945527236,0.7126436781609196,,,,,1.0,1.0,1.0,1.0,False,True,False,False,False,False
eth_long_ret-5_oi-1_entry0_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,17,13,17,8,False,True,203.69439041259997,66.38245305217677,355.7258666013361,0.005997001499250375,0.005997001499250375,190.0956454894772,51.71865104833419,307.0876731302665,0.0004997501249375312,0.0069965017491254375,,,,,0.021405963684824253,0.13118079755489265,0.023688155922038982,0.14325137575351077,False,True,False,False,False,False
eth_long_ret-5_oi-1_entry0_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,16,13,15,8,False,True,290.13231815813253,55.711274584223865,504.6195710805649,0.0024987506246876563,0.009495252373813094,420.17724063887937,101.66765001577926,680.677097394096,0.001999000499750125,0.011494252873563218,,,,,0.07339187549082601,0.4497627344739176,0.07896051974012994,0.4775045858450359,False,True,False,False,False,False
eth_long_ret-5_oi-1_entry30_exit4h,liq_reversion,ETHUSDT,2025,formal_oos,14400000,17,13,18,8,False,True,81.96010866360514,1.8140922074407635,162.90120813045047,0.04097951024487756,0.063968015992004,-22.82409423966742,-90.58819609853356,39.615194107747385,0.7376311844077961,0.5292353823088456,,,,,1.0,1.0,1.0,1.0,False,False,False,False,False,False
eth_long_ret-5_oi-1_entry30_exit24h,liq_reversion,ETHUSDT,2025,formal_oos,86400000,17,13,17,8,False,True,146.7048857657981,-19.365862944420027,328.70854626540887,0.07146426786606697,0.11294352823588207,132.82863702832515,19.91914018777709,265.59432349458393,0.022988505747126436,0.02448775612193903,,,,,0.49233716475095785,1.0,0.48955522238880556,1.0,False,True,False,False,False,False
eth_long_ret-5_oi-1_entry30_exit72h,liq_reversion,ETHUSDT,2025,formal_oos,259200000,16,13,15,8,False,True,215.29935766510164,-35.545013196962465,445.2421554812874,0.03698150924537731,0.0879560219890055,330.8068917278613,-11.066754131218733,686.0892631018654,0.025987006496751622,0.04897551224387806,,,,,0.4976886556721639,1.0,0.48955522238880556,1.0,False,True,False,False,False,False
