date,nav,ret,basis_pnl,funding_pnl,cost,q,F_entry,margin,rebalanced,N_target,N_actual
2021-01-01,998725.0,0.0,0.0,0.0,1275.0,25.87532242948523,28948.19,374521.875,True,750000.0,0.0
2021-01-02,1000324.905977075,0.0015999059770749882,494.4774116273837,1105.4285654475138,0.0,25.87532242948523,28948.19,374521.875,False,750243.6794828062,759108.2154121726
2021-01-03,1003041.4006991377,0.002716494722062722,-427.2015733107597,3280.9886704973446,137.2923751238112,23.363919228444924,32198.41,376140.52526217664,True,752384.0198056961,833144.2404667615
2021-01-04,1005822.9260432328,0.0027815253440950766,-745.7763017719212,3527.301645866922,0.0,23.363919228444924,32198.41,376140.52526217664,False,754367.1945324246,772269.3507026725
2021-01-05,1007636.6481579756,0.00181372211474285,328.9639827364603,1484.758132006431,0.0,23.363919228444924,32198.41,376140.52526217664,False,755727.4861184817,748335.8191234381
2021-01-06,1011263.0082372978,0.003626360079322127,-237.84469774566114,3864.2047770677163,0.0,23.363919228444924,32198.41,376140.52526217664,False,758447.2561779734,794361.8054467055
2021-01-07,1013893.3390382901,0.0026303308009923204,-150.23000063873766,2950.300712839498,169.73991120838264,20.64912707266454,36825.77,380210.0021393588,True,760547.3092121239,860394.3158052901
2021-01-08,1017266.5099364162,0.003373170898126089,-194.72126829523262,3567.8921664213035,0.0,20.64912707266454,36825.77,380210.0021393588,False,762949.8824523122,815605.8288367672
2021-01-09,1019876.2331837605,0.002609723247344373,286.8163750391482,2322.9068723052474,0.0,20.64912707266454,36825.77,380210.0021393588,False,764907.1748878204,839158.0166845778
2021-01-10,1022606.9543672454,0.002730721183484886,85.074403539432,2645.646779945453,0.0,20.64912707266454,36825.77,380210.0021393588,False,766955.215775434,828774.3966448177
2021-01-11,1024309.4032036796,0.0017024488364341668,-44.60211447702753,1747.050950911216,0.0,20.64912707266454,36825.77,380210.0021393588,False,768232.0524027597,788796.8606670563
2021-01-12,1026431.5355786924,0.0021221323750128503,1103.4893507633915,1018.6430242494991,0.0,20.64912707266454,36825.77,380210.0021393588,False,769823.6516840194,731121.9903316676
2021-01-13,1026780.9728889578,0.00034943731026537716,-409.4721898509739,758.9095001163795,0.0,20.64912707266454,36825.77,380210.0021393588,False,770085.7296667184,703423.4577676661
2021-01-14,1027886.4089140275,0.0011054360250696772,-590.1520517367886,1695.5880768064671,0.0,20.64912707266454,36825.77,380210.0021393588,False,770914.8066855206,772614.7592540211
2021-01-15,1030368.1160163343,0.002481707102306769,554.6355531717816,1927.0715491349836,0.0,20.64912707266454,36825.77,380210.0021393588,False,772776.0870122507,808688.1647761539
2021-01-16,1031216.8713058555,0.0008487552895211848,5.781755580322033,842.9735339408921,0.0,20.64912707266454,36825.77,380210.0021393588,False,773412.6534793916,758963.8278375533
2021-01-17,1031497.4397351865,0.0002805684293310624,-265.3412828837093,545.9097122146887,0.0,20.64912707266454,36825.77,380210.0021393588,False,773623.07980139,743898.2247253373
2021-01-18,1032625.9094060644,0.0011284696708779083,-414.22148907775284,1542.6911599556465,0.0,20.64912707266454,36825.77,380210.0021393588,False,774469.4320545483,740802.3011033328
2021-01-19,1035007.9366696309,0.0023820272635665025,-347.1118260914429,2729.1390896579355,0.0,20.64912707266454,36825.77,380210.0021393588,False,776255.9525022232,757616.472296062
2021-01-20,1037522.029094943,0.002514092425312032,1605.2631386290495,908.8292866829713,0.0,20.64912707266454,36825.77,380210.0021393588,False,778141.5218212073,741133.1001190367
2021-01-21,1037529.1038764603,7.07478151738178e-06,-850.7440353938692,857.8188169112424,0.0,20.64912707266454,36825.77,380210.0021393588,False,778146.8279073453,733028.1112517454
