date,nav,basis_pnl,funding_pnl,switch_cost,venue,ret
2023-05-12,998564.2865740099,0.0,-1435.7134259901263,0.0,hyperliquid,0.0
2023-05-13,998049.0296708044,-68.7084326208664,-446.5484705846997,0.0,hyperliquid,-0.0005152569032055326
2023-05-14,997701.1757661839,65.0407226945407,-412.8946273150585,0.0,hyperliquid,-0.00034785390462051144
2023-05-15,997560.2724657328,79.22253440973786,-220.12583486080487,0.0,hyperliquid,-0.00014090330045111478
2023-05-16,997278.5409271123,-148.17548102565706,-133.55605759471584,0.0,hyperliquid,-0.00028173153862042817
2023-05-17,997381.1951262205,-12.225699754685817,114.87989886285436,0.0,hyperliquid,0.00010265419910813216
2023-05-18,997458.1904092678,18.827577622089844,58.16770542518762,0.0,hyperliquid,7.699528304731939e-05
2023-05-19,997690.2251872199,47.924743037998354,184.11003491406444,0.0,hyperliquid,0.0002320347779521253
2023-05-20,997716.5778081625,-42.05640715575272,68.40902809832575,0.0,hyperliquid,2.635262094263453e-05
2023-05-21,997480.9292999943,65.04072269445176,-300.68923086282325,0.0,hyperliquid,-0.0002356485081682913
2023-05-22,997069.5432379491,52.81502293985489,-464.2010849848846,0.0,hyperliquid,-0.000411386062045116
2023-05-23,996583.6224114269,-144.26325710427858,-341.6575694179234,0.0,hyperliquid,-0.0004859208265222842
2023-05-24,996272.1448311459,15.404381690816955,-326.8819619717831,0.0,hyperliquid,-0.00031147758028097453
2023-05-25,996178.5676198413,131.79304335453995,-225.37025465914746,0.0,hyperliquid,-9.357721130456776e-05
2023-05-26,995891.6045196655,-73.35419852758119,-213.6089016481577,0.0,hyperliquid,-0.0002869631001758389
2023-05-27,995809.7681164371,98.53914002211121,-180.3755432505246,0.0,hyperliquid,-8.183640322834253e-05
2023-05-28,995273.6672901924,-84.35732830673615,-451.7434979379024,0.0,hyperliquid,-0.0005361008262446848
2023-05-29,995160.6436114805,-84.8463562969307,-28.177322414998045,0.0,hyperliquid,-0.00011302367871196475
2023-05-30,995410.1734957233,124.21310950674683,125.31677473603602,0.0,hyperliquid,0.00024952988424280193
2023-05-31,995615.6630571985,2.4451399508837914,203.04442152434473,0.0,hyperliquid,0.00020548956147523132
2023-06-01,995643.6046393682,-125.43567948209977,153.37726165178094,0.0,hyperliquid,2.794158216973301e-05
2023-06-02,995697.7678278257,82.40121634595795,-28.2380278884216,0.0,hyperliquid,5.416318845748901e-05
2023-06-03,995659.3986630735,52.81502293985489,-91.18418769205462,0.0,hyperliquid,-3.836916475219186e-05
2023-06-04,995580.9830042587,-11.492157769349516,-66.92350104547518,0.0,hyperliquid,-7.841565881483256e-05
2023-06-05,995525.0047851934,-37.16612725398514,-18.812091811359682,0.0,hyperliquid,-5.597821906534955e-05
2023-06-06,995565.1502456997,19.561119607426146,20.58434089887791,0.0,hyperliquid,4.014546050631907e-05
2023-06-07,995641.8408376902,-122.99053953130493,199.68113152185512,0.0,hyperliquid,7.669059199048207e-05
2023-06-08,996010.3548789063,119.07831560974854,249.43572560639473,0.0,hyperliquid,0.0003685140412161127
