ann_return,ann_vol,sharpe,max_dd,n_days,pair,k,n_rebalances,total_cost_bp_of_C0,n_within_10pct_liq,n_within_20pct_liq
0.08564132935954123,0.008425425696648472,10.164629354408557,-0.005514184367284179,2037,A_BTC,0.66,172,234.95086009107092,1,793
0.1000520770523535,0.009736314956545799,10.276175072283147,-0.006603227783428505,2037,A_BTC,0.75,171,276.5125326321845,1,793
0.09029938706414276,0.011244966228255234,8.030205269736376,-0.01581816878683865,2037,B_ETH,0.66,235,386.6459379251271,77,2178
0.10561841316584633,0.01302048292317317,8.111712429488483,-0.01859208957139193,2037,B_ETH,0.75,235,455.99294638691515,77,2178
0.07175130170682108,0.007094699628332839,10.113367086082217,-0.001435240046877414,392,C_HYPE,0.66,61,94.48056589439356,0,1161
0.08202645588284664,0.00809912651618701,10.127815106839929,-0.0016443790005464106,392,C_HYPE,0.75,61,106.87221608967285,0,1161
