t_stat,p_value,n_top,n_bottom,horizon,inference_scope
0.056914630303836033,0.9546585775566919,134,138,24h,exploratory_uncorrected
0.3182377461003052,0.7505529391116371,134,138,72h,exploratory_uncorrected
-0.6230425931389989,0.5337827881218268,134,138,168h,exploratory_uncorrected
