ts,rate,interval_hours,pctile,decile,fwd_ret_8h,fwd_ret_24h,fwd_ret_72h
1701043200000,0.0001,8.0,61.85185185185185,6,-0.0045582234944778754,-0.005642370383029727,0.010443592318044814
1701072000001,0.0001,8.0,61.48148148148148,6,-0.01321955786373219,-0.005196080272331427,0.01373728811285968
1701100800000,0.0001,8.0,61.111111111111114,6,0.01229295397889918,0.02016566400165276,0.021560242814385067
1701129600000,0.0001,8.0,60.74074074074074,6,-0.004111446794226259,0.015465592480698342,0.013199060087277559
1701158400000,0.0001,8.0,60.370370370370374,6,0.01193763415344451,0.027502130275803394,0.03165212326476885
1701187200000,0.0001,8.0,60.0,5,0.007629153331858873,0.006861707939062711,0.02330315958334106
1701216000001,0.0001,8.0,59.62962962962963,5,0.007693040033427412,0.0007008097658502965,0.022693013587775646
1701244800000,0.0001,8.0,59.25925925925925,5,-0.008390129198017182,-0.008243164157326177,0.015502187417168134
1701273600000,0.0001,8.0,58.88888888888889,5,0.0014635592278335885,-0.005457249779010409,0.02636788532894352
1701302400000,0.0001,8.0,58.51851851851851,5,-0.0013134284181512967,-0.002930768844526588,0.042021781241493805
1701331200000,0.0001,8.0,58.14814814814815,5,-0.005604627654788641,0.012384163089901534,0.04461738757667355
1701360000000,0.0001,8.0,57.77777777777777,5,0.004007621399527261,0.021906201434866768,0.05823025993655917
1701388800000,0.0001,8.0,57.407407407407405,5,0.01402634578175932,0.024980784012298196,0.06064565718677928
1701417600000,0.0001,8.0,57.03703703703704,5,0.003748216068712118,0.011417160242771507,0.0846798856192923
1701446400000,0.0001,8.0,56.666666666666664,5,0.007028352985292363,0.009877192616974284,0.07544998125078117
1701475200000,9.95e-05,8.0,56.2962962962963,5,0.0006076826603571561,0.019613927569398726,0.0834050916049287
1701504000000,6.973e-05,8.0,52.22222222222223,5,0.0022199250549166383,0.020191239178188436,0.07336865228065648
1701532800000,8.541e-05,8.0,54.44444444444444,5,0.016737620839124334,0.025417151226505785,0.0899927541650658
1701561600000,0.0001,8.0,56.2962962962963,5,0.0011742328176516104,0.014889677910220556,0.11725843266548308
1701590400000,0.0001,8.0,55.925925925925924,5,0.007353779356221279,0.05121047311931459,0.10704903955031231
1701619200000,0.0001,8.0,55.55555555555556,5,0.006299256159691735,0.0385348508547374,0.10189958407306654
1701648000000,0.0001,8.0,55.18518518518518,5,0.03700418071274547,0.046974918222459916,0.09422721786436306
1701676800000,0.0001,8.0,54.81481481481482,5,-0.004793013622376052,0.0008699235382993997,0.05805835957964134
1701705600000,0.0001,8.0,54.44444444444444,5,0.014477348119809275,0.023533257463861146,0.0568972614349017
1701734400000,0.0001,8.0,54.074074074074076,5,-0.008661738696657761,0.05147397540152121,0.03391659048760176
1701763200000,0.0001,8.0,53.70370370370371,5,0.017742090817161937,0.052203014397842695,0.040513795926228946
1701792000000,0.0001,8.0,53.333333333333336,5,0.04217085512728613,0.036618572114622605,0.038257997818830436
1701820800000,0.0001,8.0,52.96296296296297,5,-0.007974394769995619,-0.006031302847673836,0.004308397743652659
1701849600000,0.0001,8.0,52.59259259259259,5,0.0026680579009754624,0.004690839362778032,0.011912443767133185
1701878400000,0.0001,8.0,52.22222222222223,5,-0.0007074588989200992,-0.0038796133166586477,0.0067413986690643135
1701907200000,0.0001,8.0,51.85185185185185,5,0.002726786913249679,-0.010731299585729381,-0.0009203476767501995
1701936000000,0.0001,8.0,51.48148148148148,5,-0.005885139567086806,-0.015726350120253585,0.0022319801763719394
1701964800000,0.0001,8.0,51.11111111111111,5,-0.007580964425138892,0.005482395850515909,0.007083814446216197
1701993600000,0.0001,8.0,50.74074074074074,5,-0.002336216667936486,0.0213629931275523,0.010965443846539191
1702022400000,0.00023288,8.0,98.88888888888889,9,0.015535660982907151,0.0232803522712286,-0.025298090784349414
1702051200000,0.00020242,8.0,98.14814814814815,9,0.008093310031648704,0.005151738170483533,-0.04681223384015254
1702080000000,0.00011504,8.0,94.07407407407408,9,-0.00046334699265204726,-0.01120621653448095,-0.06765544161488868
1702108800000,0.00030159,8.0,99.62962962962963,9,-0.002455746809338355,-0.004920538726629786,-0.05111390504445679
1702137600000,0.00017192,8.0,96.66666666666667,9,-0.00831251615126194,-0.003540809988620386,-0.06199137692625045
1702166400000,0.00020724,8.0,98.14814814814815,9,0.005890622321275352,0.0010377735870621407,-0.05150922909880573
1702195200000,0.00020383,8.0,97.4074074074074,9,-0.0010726005108486758,-0.0427631279939642,-0.06475598338378186
1702224000000,0.00023923,8.0,98.88888888888889,9,-0.003755857864324974,-0.0483279494062514,-0.044542517857955266
1702252800000,0.0001473,8.0,93.7037037037037,9,-0.03812261804995787,-0.058066490230151535,-0.0199324548043176
1702281600000,0.0001,8.0,47.03703703703704,4,-0.006879786531951426,-0.003822103628861817,0.019150875760266306
1702310400000,0.0001,8.0,46.666666666666664,4,-0.013950508682016305,-0.010854910885030211,0.01527480302914408
1702339200000,0.0001,8.0,46.2962962962963,4,0.01727030303030297,0.005917575757575788,0.04332363636363623
1702368000000,0.0001,8.0,45.925925925925924,4,-0.013891007187386784,-0.019226736316321325,0.01819486016052463
1702396800000,0.0001,8.0,45.55555555555556,4,0.0027694873065164938,0.014995347937988512,0.012252443842965643
1702425600000,0.00011909,8.0,92.22222222222223,9,-0.00815778628768904,0.03436392161777224,0.011493200238106072
1702454400000,0.00010162,8.0,90.74074074074075,9,0.020517256460846234,0.043116854085470724,0.026669517635510065
1702483200001,0.00012601,8.0,92.5925925925926,9,0.02190476190476187,0.011252380952381014,0.015173809523809645
1702512000000,0.0001,8.0,44.074074074074076,4,0.000235321528424981,0.002728331780055937,-0.014829916123019538
1702540800000,0.0001,8.0,43.7037037037037,4,-0.01065685847459008,-0.004756569400024668,-0.024122934724121303
1702569600000,0.0001,8.0,43.333333333333336,4,0.013290921676563316,-0.013799484844346677,-0.01585963656569178
1702598400000,0.0001,8.0,42.96296296296296,4,-0.007230970488253052,-0.024771650506191123,-0.03709822455509315
1702627200000,0.0001,8.0,42.592592592592595,4,-0.019646163100133673,-0.011063546935231372,-0.036324571278779416
1702656000000,0.0001,8.0,42.22222222222222,4,0.0020173564274885702,0.017924629653945923,-0.013285903572750168
1702684800000,0.0001,8.0,41.85185185185185,4,0.006723690167020013,0.007445617211884414,0.01630887994091168
1702713600000,0.0001,8.0,41.48148148148148,4,0.009090435753978499,-0.008489297851996924,0.019262446394592736
1702742400001,0.0001,8.0,41.11111111111111,4,-0.008297898788150349,-0.019661188677519537,-0.002751112289005264
1702771200000,0.0001,8.0,40.74074074074074,4,-0.009199806070925964,-0.0199368548015183,0.00011115446923737338
1702800000000,0.0001,8.0,40.370370370370374,4,-0.0022795354998865758,-0.017200348494432416,0.02592703099452187
1702828800000,0.0001,8.0,40.0,3,-0.00857676020957443,-0.011220364123543658,0.05472379722002918
1702857600000,0.00013355,8.0,92.5925925925926,9,-0.006433320061292713,0.02931914431534377,0.053783134855998505
1702886400001,0.0001,8.0,39.25925925925926,3,0.00379123668148984,0.045980584787935985,0.06401385343627863
1702915200000,0.00015611,8.0,94.44444444444444,9,0.032071134768933085,0.02879264456811037,0.061396080329058744
1702944000000,0.0001,8.0,38.51851851851852,3,0.009649400429018407,-0.008610847370210228,0.029173260189190087
1702972800000,0.0001,8.0,38.148148148148145,3,-0.012703432550601246,-0.002006171764525666,0.014370598438250948
1703001600000,0.0001,8.0,37.77777777777778,3,-0.005451552210724464,0.036839134524929484,0.02774929444967067
1703030400000,0.00010506,8.0,89.62962962962962,8,0.016375726562019688,0.03265922881560357,0.040547954275660825
1703059200000,0.0001,8.0,37.03703703703704,3,0.0257255000500225,0.01928540019124858,0.014211029601658431
1703088000000,0.00023637,8.0,98.51851851851852,9,-0.009460967554620003,-0.004965250054438597,-0.00670274733251075
1703116800000,0.00027143,8.0,98.88888888888889,9,0.003212783351232984,0.005280597582283164,0.001140389243702078
1703145600000,0.00029216,8.0,99.25925925925925,9,0.0013216281362988802,-0.002821299441218339,-0.0031796683831852857
1703174400000,0.00028948,8.0,98.88888888888889,9,0.0007385877927850171,-0.00382059611329566,-0.004287912463668997
1703203200000,0.00030806,8.0,99.62962962962963,9,-0.004872448456602396,0.0023462468023844885,-0.020672028865669434
1703232000000,0.0002961,8.0,98.88888888888889,9,0.0003181797372155959,-0.002163164400494466,-0.010209220345190673
1703260800000,0.00018011,8.0,93.7037037037037,9,0.0069336543104217,0.00208238462788235,-0.0008695672072476235
1703289600000,0.00016285,8.0,91.85185185185185,9,-0.009349383790613786,-0.006449574914380696,-0.008499439809648957
1703318400001,0.0001,8.0,33.7037037037037,3,0.004574286271406214,0.0018076918665337338,-0.018609132514366244
1703347200000,0.00015066,8.0,90.37037037037037,9,-0.001639610055970575,-0.002546191103631079,-0.03037389046582739
1703376000000,0.0001,8.0,32.96296296296296,3,-0.00111621693950692,-0.016622025613518998,-0.026860113771783878
1703404800000,0.0002079,8.0,95.55555555555556,9,0.00020837960810893286,-0.009853378612008634,-0.026961115449172568
1703433600000,0.00019729,8.0,93.33333333333333,9,-0.015728238025247587,-0.00040064652902738196,-0.015503875968992387
1703462400000,0.0001,8.0,31.851851851851855,3,0.005759157432476458,0.014804942268866084,0.009948269926777664
1703491200000,0.0001,8.0,31.48148148148148,3,0.009757169287696543,-0.01063135985198882,-0.0034713228492136983
1703520000000,0.00037908,8.0,100.0,9,-0.0007558076950384685,-0.027509109773051543,-0.02810001397099071
1703548800000,0.00043391,8.0,100.0,9,-0.01945041016390503,-0.024848208412313832,-0.02274639058055561
1703577600000,0.00023757,8.0,95.92592592592592,9,-0.007468390824748816,-0.006718045455501698,-0.010172906688359018
1703606400000,0.00029559,8.0,97.77777777777777,9,0.0019782952747005034,0.012750584068128568,-0.0027696133845807047
1703635200000,0.00027621,8.0,96.66666666666667,9,-0.0012198905624188905,0.020573607115323078,-0.010746319174141261
1703664000000,0.00037942,8.0,99.62962962962963,9,0.011985531700589913,0.014049405900750545,-0.011844331641286066
1703692800000,0.00032304,8.0,98.51851851851852,9,0.009718107445665591,-0.013190022836040871,-0.012429596625288974
1703721600000,0.00013021,8.0,85.18518518518519,8,-0.007604772904714618,-0.018046941393502047,-0.028037706039368948
