ts,entry_ts,exit_ts,leg,net_bp,year
1618012800011,1618012860000,1618272060000,bottom,358.5122333326891,2021
1618041600005,1618041660000,1618300860000,top,1.77236295747797,2021
1618214400001,1618214460000,1618473660000,top,-1354.7936195802783,2021
1618329600008,1618329660000,1618588860000,top,-644.3399183216585,2021
1618387200000,1618387260000,1618646460000,top,-388.2436974789931,2021
1618790400000,1618790460000,1619049660000,bottom,538.4044609400414,2021
1618819200000,1618819260000,1619078460000,bottom,898.1834501782433,2021
1618876800004,1618876860000,1619136060000,bottom,1036.508117458171,2021
1618934400001,1618934460000,1619193660000,bottom,609.3712984054662,2021
1618963200013,1618963260000,1619222460000,bottom,113.54381912900791,2021
1618992000001,1618992060000,1619251260000,bottom,-141.21573196871395,2021
1619020800002,1619020860000,1619280060000,bottom,-845.4219011288693,2021
1619107200001,1619107260000,1619366460000,bottom,-1023.0999154652658,2021
1619193600001,1619193660000,1619452860000,bottom,768.9472989025787,2021
1619280000011,1619280060000,1619539260000,bottom,1903.7153661603775,2021
1619308800000,1619308860000,1619568060000,bottom,2016.9418534494393,2021
1619337600010,1619337660000,1619596860000,bottom,1878.3016682450623,2021
1619366400000,1619366460000,1619625660000,bottom,1449.5184003403533,2021
1619395200003,1619395260000,1619654460000,bottom,1809.132177728075,2021
1619424000002,1619424060000,1619683260000,bottom,1108.5802773773742,2021
1619452800004,1619452860000,1619712060000,bottom,1049.3153038498256,2021
1619481600000,1619481660000,1619740860000,bottom,872.9472604630979,2021
1619510400000,1619510460000,1619769660000,bottom,889.3369433849737,2021
1619625600001,1619625660000,1619884860000,bottom,649.7966227500458,2021
1619654400004,1619654460000,1619913660000,bottom,704.6876991807201,2021
1619683200013,1619683260000,1619942460000,bottom,602.6828357525933,2021
1619712000003,1619712060000,1619971260000,bottom,547.4431151501198,2021
1619827200002,1619827260000,1620086460000,bottom,2410.3124483230495,2021
1619971200007,1619971260000,1620230460000,bottom,1299.1650067734536,2021
1620000000003,1620000060000,1620259260000,bottom,1940.303287711132,2021
1620028800000,1620028860000,1620288060000,bottom,930.1571773170909,2021
1620777600004,1620777660000,1621036860000,bottom,-235.7280005374067,2021
1620921600008,1620921660000,1621180860000,bottom,-422.2432822653925,2021
1620950400007,1620950460000,1621209660000,bottom,-357.79356745489196,2021
1620979200001,1620979260000,1621238460000,bottom,-923.5587289334873,2021
1621008000004,1621008060000,1621267260000,bottom,-2115.345369158518,2021
1621324800001,1621324860000,1621584060000,bottom,-2354.5835030665767,2021
1621382400000,1621382460000,1621641660000,bottom,-2806.394376189857,2021
1621440000018,1621440060000,1621699260000,bottom,-1317.903475556405,2021
1621497600000,1621497660000,1621756860000,bottom,-2056.1065099270086,2021
1621526400005,1621526460000,1621785660000,bottom,-3389.529914589216,2021
1621555200000,1621555260000,1621814460000,bottom,-2409.1254314973226,2021
1621584000000,1621584060000,1621843260000,bottom,-1526.2208480499755,2021
1621612800001,1621612860000,1621872060000,bottom,542.5179641093488,2021
1621641600001,1621641660000,1621900860000,bottom,783.5686583325125,2021
1621670400002,1621670460000,1621929660000,bottom,1810.8408633579284,2021
1621699200005,1621699260000,1621958460000,bottom,903.4536876548323,2021
1621728000006,1621728060000,1621987260000,bottom,1875.6846007887148,2021
1621756800004,1621756860000,1622016060000,bottom,3454.9302325581407,2021
1621785600002,1621785660000,1622044860000,bottom,4389.020638586459,2021
1621814400007,1621814460000,1622073660000,bottom,3627.7565339347634,2021
1621843200005,1621843260000,1622102460000,bottom,1946.0413064024935,2021
