ts,oi_signal_ts,funding_pctile,oi_chg_7d_pctile,entry_ts,exit_ts,net_bp,year
1685001600025,1684972500000,75.92592592592592,81.11111111111111,1685001660000,1685088060000,-150.8783473603674,2023
1685030400016,1684972500000,75.55555555555556,81.11111111111111,1685030460000,1685116860000,-219.14973945906735,2023
1685059200000,1685058900000,75.18518518518519,81.11111111111111,1685059260000,1685145660000,-101.636790831378,2023
1687334400000,1687305300000,80.0,97.77777777777777,1687334460000,1687420860000,-439.2607224375415,2023
1687392000000,1687391700000,80.0,94.44444444444444,1687392060000,1687478460000,23.147077752102135,2023
1687420800001,1687391700000,80.0,94.44444444444444,1687420860000,1687507260000,38.72512832439125,2023
1687449600000,1687391700000,75.92592592592592,94.44444444444444,1687449660000,1687536060000,-472.94845547482356,2023
1687478400000,1687478100000,80.37037037037037,94.44444444444444,1687478460000,1687564860000,-274.4970295372766,2023
1687507200000,1687478100000,80.0,94.44444444444444,1687507260000,1687593660000,-221.74328007267638,2023
1687536000000,1687478100000,79.62962962962963,94.44444444444444,1687536060000,1687622460000,249.6446695625694,2023
1687564800000,1687564500000,79.25925925925927,92.22222222222223,1687564860000,1687651260000,25.666229555255228,2023
1687593600000,1687564500000,78.88888888888889,92.22222222222223,1687593660000,1687680060000,-62.32672399125659,2023
1687622400000,1687564500000,78.51851851851852,92.22222222222223,1687622460000,1687708860000,-83.86905314591895,2023
1687651200000,1687650900000,78.14814814814814,91.11111111111111,1687651260000,1687737660000,8.46661120972604,2023
1687680000000,1687650900000,77.77777777777779,91.11111111111111,1687680060000,1687766460000,83.97951840575747,2023
1687708800000,1687650900000,77.4074074074074,91.11111111111111,1687708860000,1687795260000,43.90742006258287,2023
1687737600000,1687737300000,77.03703703703704,88.88888888888889,1687737660000,1687824060000,50.76156714458226,2023
1687766400000,1687737300000,76.66666666666667,88.88888888888889,1687766460000,1687852860000,-11.204830053667557,2023
1687795200000,1687737300000,76.29629629629629,88.88888888888889,1687795260000,1687881660000,-35.7060994139362,2023
1696867200000,1696809300000,76.29629629629629,80.0,1696867260000,1696953660000,0.7653404595848858,2023
1697011200000,1696982100000,78.51851851851852,85.55555555555556,1697011260000,1697097660000,58.64702506359467,2023
1697068800000,1697068500000,82.22222222222221,96.66666666666667,1697068860000,1697155260000,27.635787411692384,2023
1697472000000,1697414100000,82.5925925925926,78.88888888888889,1697472060000,1697558460000,-144.65888697721516,2023
1698796800000,1698796500000,78.14814814814814,76.66666666666667,1698796860000,1698883260000,-243.8824051987469,2023
1698825600000,1698796500000,78.14814814814814,76.66666666666667,1698825660000,1698912060000,-242.41130279146915,2023
1698854400000,1698796500000,78.14814814814814,76.66666666666667,1698854460000,1698940860000,-122.22157434402291,2023
1702252800000,1702252500000,93.7037037037037,80.0,1702252860000,1702339260000,566.6649023015153,2023
1703203200000,1703202900000,99.62962962962963,90.0,1703203260000,1703289660000,-37.462468023844885,2023
1703232000000,1703202900000,98.88888888888889,90.0,1703232060000,1703318460000,7.631644004944661,2023
1703260800000,1703202900000,93.7037037037037,90.0,1703260860000,1703347260000,-34.823846278823495,2023
1703404800000,1703375700000,95.55555555555556,87.77777777777777,1703404860000,1703491260000,84.53378612008635,2023
1703433600000,1703375700000,93.33333333333333,87.77777777777777,1703433660000,1703520060000,-9.99353470972618,2023
1703548800000,1703548500000,100.0,76.66666666666667,1703548860000,1703635260000,234.48208412313832,2023
1703577600000,1703548500000,95.92592592592592,76.66666666666667,1703577660000,1703664060000,53.18045455501698,2023
1703606400000,1703548500000,97.77777777777777,76.66666666666667,1703606460000,1703692860000,-141.5058406812857,2023
1703635200000,1703634900000,96.66666666666667,85.55555555555556,1703635260000,1703721660000,-219.7360711532308,2023
1703664000000,1703634900000,99.62962962962963,85.55555555555556,1703664060000,1703750460000,-154.49405900750546,2023
1703692800000,1703634900000,98.51851851851852,85.55555555555556,1703692860000,1703779260000,117.9002283604087,2023
1707926400000,1707868500000,81.85185185185185,88.88888888888889,1707926460000,1708012860000,-72.08284060303981,2024
1708185600000,1708090200000,84.07407407407408,83.33333333333334,1708185660000,1708272060000,-177.82118607480623,2024
1710288000000,1710287700000,80.37037037037037,86.66666666666667,1710288060000,1710374460000,-236.00530575199994,2024
1710316800001,1710287700000,96.66666666666667,86.66666666666667,1710316860000,1710403260000,-54.823425333256225,2024
1710345600000,1710287700000,88.14814814814815,86.66666666666667,1710345660000,1710432060000,198.2916259305052,2024
1710403200000,1710374100000,84.81481481481481,90.0,1710403260000,1710489660000,642.4111516791471,2024
1710432000000,1710374100000,84.44444444444444,90.0,1710432060000,1710518460000,387.2093398855665,2024
1710460800000,1710460500000,84.44444444444444,94.44444444444444,1710460860000,1710547260000,264.2849138738475,2024
1711612800000,1711583700000,77.77777777777779,81.11111111111111,1711612860000,1711699260000,51.47924905393687,2024
1711641600000,1711583700000,77.4074074074074,81.11111111111111,1711641660000,1711728060000,263.4638130309537,2024
1711728000000,1711670100000,79.25925925925927,90.0,1711728060000,1711814460000,-111.21396881075873,2024
1711785600000,1711756500000,81.48148148148148,91.11111111111111,1711785660000,1711872060000,-75.10952244781087,2024
1711814400000,1711756500000,83.7037037037037,91.11111111111111,1711814460000,1711900860000,-79.19478441724624,2024
1711843200000,1711842900000,81.85185185185185,78.88888888888889,1711843260000,1711929660000,-246.2056740336964,2024
1711872000000,1711842900000,86.66666666666667,78.88888888888889,1711872060000,1711958460000,91.5034007224931,2024
1711900800001,1711842900000,86.66666666666667,78.88888888888889,1711900860000,1711987260000,280.3430501546929,2024
1711929600000,1711929300000,98.14814814814815,75.55555555555556,1711929660000,1712016060000,206.8064724265424,2024
1711958400000,1711929300000,82.5925925925926,75.55555555555556,1711958460000,1712044860000,427.6947935368043,2024
1711987200000,1711929300000,76.66666666666667,75.55555555555556,1711987260000,1712073660000,472.5034801427148,2024
1728576000000,1728518100000,90.0,75.55555555555556,1728576060000,1728662460000,-264.11101791089004,2024
1729641600000,1729641300000,82.22222222222221,76.66666666666667,1729641660000,1729728060000,93.19934478573445,2024
1729670400000,1729641300000,82.22222222222221,76.66666666666667,1729670460000,1729756860000,-44.230867495759654,2024
1729699200000,1729641300000,82.22222222222221,76.66666666666667,1729699260000,1729785660000,-233.7420799594374,2024
1730332800000,1730332500000,78.14814814814814,86.66666666666667,1730332860000,1730419260000,268.1555668530773,2024
1730361600000,1730332500000,78.14814814814814,86.66666666666667,1730361660000,1730448060000,423.7829303301317,2024
1730390400000,1730332500000,78.14814814814814,86.66666666666667,1730390460000,1730476860000,147.30197992440753,2024
1730419200000,1730418900000,78.14814814814814,75.55555555555556,1730419260000,1730505660000,101.93160390769852,2024
1730448000000,1730418900000,78.14814814814814,75.55555555555556,1730448060000,1730534460000,-91.13180532301855,2024
1730476800000,1730418900000,77.77777777777779,75.55555555555556,1730476860000,1730563260000,-7.7630626387286,2024
1730505600000,1730505300000,77.4074074074074,76.66666666666667,1730505660000,1730592060000,9.774696991271107,2024
1730534400000,1730505300000,77.4074074074074,76.66666666666667,1730534460000,1730620860000,191.7767006978095,2024
1730563200000,1730505300000,77.03703703703704,76.66666666666667,1730563260000,1730649660000,170.76026854304828,2024
1730592000000,1730591700000,77.03703703703704,87.77777777777777,1730592060000,1730678460000,80.14322457123703,2024
1730620800000,1730591700000,77.03703703703704,87.77777777777777,1730620860000,1730707260000,-55.107489284415436,2024
1730649600000,1730591700000,76.66666666666667,87.77777777777777,1730649660000,1730736060000,-86.43769814639921,2024
1732435200000,1732406100000,95.92592592592592,94.44444444444444,1732435260000,1732521660000,37.175534825455,2024
