symbol,threshold,horizon,n_events,mean_gross_bp,mean_net_bp,t_stat,null_mean_bp,null_percentile,inference_scope
BTCUSDT,neg3pct,24h,167,30.796688103266728,16.796688103266735,0.8550195359371738,1.0590184874101525,80.0,exploratory_uncorrected
BTCUSDT,neg3pct,72h,167,62.1070874201303,48.107087420130306,1.4699673120880266,24.207073467060425,79.5,exploratory_uncorrected
BTCUSDT,neg5pct,24h,64,-10.761711700858594,-24.76171170085859,-0.8983977547499519,-1.556577726322584,20.5,exploratory_uncorrected
BTCUSDT,neg5pct,72h,64,47.91128505452024,33.91128505452024,0.5791990814303248,25.37266110542955,57.99999999999999,exploratory_uncorrected
