symbol,threshold,horizon,n_events,mean_gross_bp,mean_net_bp,t_stat,null_mean_bp,null_percentile,inference_scope
ETHUSDT,neg3pct,24h,179,10.297307357382767,-3.702692642617231,-0.14904297174174672,-4.814434112902443,50.5,exploratory_uncorrected
ETHUSDT,neg3pct,72h,179,34.70694617578298,20.706946175782978,0.4951407129583281,12.722980913659846,56.49999999999999,exploratory_uncorrected
ETHUSDT,neg5pct,24h,81,-30.32680800906488,-44.32680800906488,-1.2666974246468332,-5.964181005343732,17.5,exploratory_uncorrected
ETHUSDT,neg5pct,72h,81,41.82637935116994,27.826379351169926,0.5281387347861289,13.798396782722502,56.00000000000001,exploratory_uncorrected
