ts,oi_signal_ts,funding_pctile,oi_chg_7d_pctile,entry_ts,exit_ts,net_bp,year
1685001600025,1684972500000,75.92592592592592,81.11111111111111,1685001660000,1685606460000,-263.96174445294673,2023
1685030400016,1684972500000,75.55555555555556,81.11111111111111,1685030460000,1685635260000,-276.1442614189462,2023
1685059200000,1685058900000,75.18518518518519,81.11111111111111,1685059260000,1685664060000,-142.73542377298986,2023
1687334400000,1687305300000,80.0,97.77777777777777,1687334460000,1687939260000,-458.48369856987966,2023
1687392000000,1687391700000,80.0,94.44444444444444,1687392060000,1687996860000,-49.87994224529601,2023
1687420800001,1687391700000,80.0,94.44444444444444,1687420860000,1688025660000,-93.80199006627942,2023
1687449600000,1687391700000,75.92592592592592,94.44444444444444,1687449660000,1688054460000,-236.39955473148055,2023
1687478400000,1687478100000,80.37037037037037,94.44444444444444,1687478460000,1688083260000,-200.22709396703297,2023
1687507200000,1687478100000,80.0,94.44444444444444,1687507260000,1688112060000,-288.9091540640203,2023
1687536000000,1687478100000,79.62962962962963,94.44444444444444,1687536060000,1688140860000,364.0274736723999,2023
1687564800000,1687564500000,79.25925925925927,92.22222222222223,1687564860000,1688169660000,46.41271146079996,2023
1687593600000,1687564500000,78.88888888888889,92.22222222222223,1687593660000,1688198460000,22.744015600664866,2023
1687622400000,1687564500000,78.51851851851852,92.22222222222223,1687622460000,1688227260000,-78.00821833914438,2023
1687651200000,1687650900000,78.14814814814814,91.11111111111111,1687651260000,1688256060000,-27.427566466452934,2023
1687680000000,1687650900000,77.77777777777779,91.11111111111111,1687680060000,1688284860000,53.56646749483065,2023
1687708800000,1687650900000,77.4074074074074,91.11111111111111,1687708860000,1688313660000,15.820195989315181,2023
1687737600000,1687737300000,77.03703703703704,88.88888888888889,1687737660000,1688342460000,-62.677853053937795,2023
1687766400000,1687737300000,76.66666666666667,88.88888888888889,1687766460000,1688371260000,-98.31547932231886,2023
1687795200000,1687737300000,76.29629629629629,88.88888888888889,1687795260000,1688400060000,-230.765001874617,2023
1696867200000,1696809300000,76.29629629629629,80.0,1696867260000,1697472060000,-248.78714212278095,2023
1697011200000,1696982100000,78.51851851851852,85.55555555555556,1697011260000,1697616060000,-556.0016069729284,2023
1697068800000,1697068500000,82.22222222222221,96.66666666666667,1697068860000,1697673660000,-548.7852479712789,2023
1697472000000,1697414100000,82.5925925925926,78.88888888888889,1697472060000,1698076860000,-1010.1137174020696,2023
1698796800000,1698796500000,78.14814814814814,76.66666666666667,1698796860000,1699401660000,-228.79727371581657,2023
1698825600000,1698796500000,78.14814814814814,76.66666666666667,1698825660000,1699430460000,-233.18666546765664,2023
1698854400000,1698796500000,78.14814814814814,76.66666666666667,1698854460000,1699459260000,-281.6093294460635,2023
1702252800000,1702252500000,93.7037037037037,80.0,1702252860000,1702857660000,523.1647002139623,2023
1703203200000,1703202900000,99.62962962962963,90.0,1703203260000,1703808060000,273.791088362388,2023
1703232000000,1703202900000,98.88888888888889,90.0,1703232060000,1703836860000,292.94043858444434,2023
1703260800000,1703202900000,93.7037037037037,90.0,1703260860000,1703865660000,296.4583763349578,2023
1703404800000,1703375700000,95.55555555555556,87.77777777777777,1703404860000,1704009660000,234.54420510049158,2023
1703433600000,1703375700000,93.33333333333333,87.77777777777777,1703433660000,1704038460000,252.09797753632256,2023
1703548800000,1703548500000,100.0,76.66666666666667,1703548860000,1704153660000,-152.5778692563866,2023
1703577600000,1703548500000,95.92592592592592,76.66666666666667,1703577660000,1704182460000,-656.9594930376825,2023
1703606400000,1703548500000,97.77777777777777,76.66666666666667,1703606460000,1704211260000,-682.3811892380742,2023
1703635200000,1703634900000,96.66666666666667,85.55555555555556,1703635260000,1704240060000,-599.4064421503913,2023
1703664000000,1703634900000,99.62962962962963,85.55555555555556,1703664060000,1704268860000,-618.2185871051408,2023
1703692800000,1703634900000,98.51851851851852,85.55555555555556,1703692860000,1704297660000,-10.232750882513285,2023
1707926400000,1707868500000,81.85185185185185,88.88888888888889,1707926460000,1708531260000,90.6148964492466,2024
1708185600000,1708090200000,84.07407407407408,83.33333333333334,1708185660000,1708790460000,-45.24141449821316,2024
1710288000000,1710287700000,80.37037037037037,86.66666666666667,1710288060000,1710892860000,1306.956042250232,2024
1710316800001,1710287700000,96.66666666666667,86.66666666666667,1710316860000,1710921660000,1365.4647625777511,2024
1710345600000,1710287700000,88.14814814814815,86.66666666666667,1710345660000,1710950460000,1238.7780914270925,2024
1710403200000,1710374100000,84.81481481481481,90.0,1710403260000,1711008060000,840.788399875066,2024
1710432000000,1710374100000,84.44444444444444,90.0,1710432060000,1711036860000,634.0013393340755,2024
1710460800000,1710460500000,84.44444444444444,94.44444444444444,1710460860000,1711065660000,820.7988246247285,2024
1711612800000,1711583700000,77.77777777777779,81.11111111111111,1711612860000,1712217660000,609.4794137101895,2024
1711641600000,1711583700000,77.4074074074074,81.11111111111111,1711641660000,1712246460000,502.41981091063997,2024
1711728000000,1711670100000,79.25925925925927,90.0,1711728060000,1712332860000,149.3310063520832,2024
1711785600000,1711756500000,81.48148148148148,91.11111111111111,1711785660000,1712390460000,265.72547898198366,2024
1711814400000,1711756500000,83.7037037037037,91.11111111111111,1711814460000,1712419260000,251.4359079845059,2024
1711843200000,1711842900000,81.85185185185185,78.88888888888889,1711843260000,1712448060000,93.77133360028724,2024
1711872000000,1711842900000,86.66666666666667,78.88888888888889,1711872060000,1712476860000,127.74177246849996,2024
1711900800001,1711842900000,86.66666666666667,78.88888888888889,1711900860000,1712505660000,102.20447900996366,2024
1711929600000,1711929300000,98.14814814814815,75.55555555555556,1711929660000,1712534460000,257.83518203699686,2024
1711958400000,1711929300000,82.5925925925926,75.55555555555556,1711958460000,1712563260000,-185.04488330341061,2024
1711987200000,1711929300000,76.66666666666667,75.55555555555556,1711987260000,1712592060000,-521.998479265368,2024
1728576000000,1728518100000,90.0,75.55555555555556,1728576060000,1729180860000,-1117.7647407115014,2024
1729641600000,1729641300000,82.22222222222221,76.66666666666667,1729641660000,1730246460000,-806.6371483935668,2024
1729670400000,1729641300000,82.22222222222221,76.66666666666667,1729670460000,1730275260000,-825.7459111293268,2024
1729699200000,1729641300000,82.22222222222221,76.66666666666667,1729699260000,1730304060000,-874.1056910814453,2024
1730332800000,1730332500000,78.14814814814814,86.66666666666667,1730332860000,1730937660000,-459.3233792356492,2024
1730361600000,1730332500000,78.14814814814814,86.66666666666667,1730361660000,1730966460000,-337.63089323175444,2024
1730390400000,1730332500000,78.14814814814814,86.66666666666667,1730390460000,1730995260000,-793.5270345916339,2024
1730419200000,1730418900000,78.14814814814814,75.55555555555556,1730419260000,1731024060000,-807.1541357231398,2024
1730448000000,1730418900000,78.14814814814814,75.55555555555556,1730448060000,1731052860000,-1004.8203914323655,2024
1730476800000,1730418900000,77.77777777777779,75.55555555555556,1730476860000,1731081660000,-1012.7454105215531,2024
1730505600000,1730505300000,77.4074074074074,76.66666666666667,1730505660000,1731110460000,-1011.9188150909634,2024
1730534400000,1730505300000,77.4074074074074,76.66666666666667,1730534460000,1731139260000,-975.1363193656697,2024
1730563200000,1730505300000,77.03703703703704,76.66666666666667,1730563260000,1731168060000,-1011.2788252827125,2024
1730592000000,1730591700000,77.03703703703704,87.77777777777777,1730592060000,1731196860000,-1068.505034427875,2024
1730620800000,1730591700000,77.03703703703704,87.77777777777777,1730620860000,1731225660000,-1564.5902895072809,2024
1730649600000,1730591700000,76.66666666666667,87.77777777777777,1730649660000,1731254460000,-1730.1405523356143,2024
1732435200000,1732406100000,95.92592592592592,94.44444444444444,1732435260000,1733040060000,187.7987068558569,2024
1732464000000,1732406100000,97.4074074074074,94.44444444444444,1732464060000,1733068860000,-138.6299526902539,2024
1732492800000,1732492500000,95.92592592592592,76.66666666666667,1732492860000,1733097660000,58.38723805033986,2024
