ts,entry_ts,exit_ts,oi_chg_24h,horizon,gross_ret,net_bp,year
1680479700000,1680479760000,1680566160000,neg3pct,24h,0.008134973700632875,67.34973700632875,2023
1680566100000,1680566160000,1680652560000,neg3pct,24h,0.033880131762209054,324.80131762209055,2023
1680825300000,1680825360000,1680911760000,neg3pct,24h,-0.0037106544974309097,-51.106544974309095,2023
1681084500000,1681084560000,1681170960000,neg3pct,24h,0.027104559227982827,257.04559227982827,2023
1681257300000,1681257360000,1681343760000,neg3pct,24h,0.014334033802488877,129.34033802488878,2023
1681516500000,1681516560000,1681602960000,neg3pct,24h,-0.004213142147131643,-56.13142147131643,2023
1681689300000,1681689360000,1681775760000,neg3pct,24h,-0.020782297994458743,-221.82297994458742,2023
1681862100000,1681862160000,1681948560000,neg3pct,24h,-0.0809561147147575,-823.561147147575,2023
1681948500000,1681948560000,1682034960000,neg3pct,24h,0.004586373249086062,31.86373249086062,2023
1682121300000,1682121360000,1682207760000,neg3pct,24h,0.013687138743965432,122.87138743965431,2023
1682553300000,1682553360000,1682639760000,neg3pct,24h,0.023370049013824667,219.70049013824666,2023
1683417300000,1683417360000,1683503760000,neg3pct,24h,-0.013832418379239209,-152.3241837923921,2023
1683503700000,1683503760000,1683590160000,neg3pct,24h,-0.012395456781673198,-137.95456781673198,2023
1683935700000,1683935760000,1684022160000,neg3pct,24h,-0.006116123318757882,-75.16123318757883,2023
1684194900000,1684194960000,1684281360000,neg3pct,24h,0.0038774847021112446,24.77484702111245,2023
1685663700000,1685663760000,1685750160000,neg3pct,24h,0.024643229698775082,232.43229698775082,2023
1686095700000,1686095760000,1686182160000,neg3pct,24h,-0.027039805355900226,-284.3980535590023,2023
1686182100000,1686182160000,1686268560000,neg3pct,24h,0.007343667247244001,59.43667247244001,2023
1686959700000,1686959760000,1687046160000,neg3pct,24h,0.005379630761706888,39.796307617068884,2023
1688082900000,1688082960000,1688169360000,neg3pct,24h,0.044230104553702576,428.30104553702574,2023
1688342100000,1688342160000,1688428560000,neg3pct,24h,0.008692285854388748,72.92285854388749,2023
1688514900000,1688514960000,1688601360000,neg3pct,24h,-0.012981375447009835,-143.81375447009836,2023
1688687700000,1688687760000,1688774160000,neg3pct,24h,0.009999135677088988,85.99135677088988,2023
1689378900000,1689378960000,1689465360000,neg3pct,24h,-0.0031708488475978847,-45.70848847597885,2023
1690156500000,1690156560000,1690242960000,neg3pct,24h,-0.020798475060891608,-221.98475060891607,2023
1690329300000,1690329360000,1690415760000,neg3pct,24h,0.007084829528019032,56.848295280190314,2023
1690761300000,1690761360000,1690847760000,neg3pct,24h,-0.0030628858833201544,-44.62885883320155,2023
1691538900000,1691538960000,1691625360000,neg3pct,24h,-0.0005765365777435916,-19.765365777435917,2023
1692316500000,1692316560000,1692402960000,neg3pct,24h,-0.013771519855574232,-151.71519855574232,2023
1692402900000,1692402960000,1692489360000,neg3pct,24h,0.0042331037140517225,28.331037140517225,2023
1692489300000,1692489360000,1692575760000,neg3pct,24h,0.00949782641283159,80.97826412831589,2023
1692748500000,1692748560000,1692834960000,neg3pct,24h,0.027461593568415044,260.61593568415043,2023
1693526100000,1693526160000,1693612560000,neg3pct,24h,-0.010272057572147553,-116.72057572147553,2023
1694562900000,1694562960000,1694649360000,neg3pct,24h,0.008650725392829628,72.50725392829628,2023
1695858900000,1695858960000,1695945360000,neg3pct,24h,0.03374331048727819,323.4331048727819,2023
1696204500000,1696204560000,1696290960000,neg3pct,24h,-0.04024405026465716,-416.4405026465716,2023
1696290900000,1696290960000,1696377360000,neg3pct,24h,-0.004252094472277146,-56.52094472277146,2023
1697500500000,1697500560000,1697586960000,neg3pct,24h,-0.021926835520598376,-233.26835520598377,2023
1698105300000,1698105360000,1698191760000,neg3pct,24h,0.009483398387708952,80.83398387708952,2023
1698191700000,1698191760000,1698278160000,neg3pct,24h,0.0021830262692696945,7.8302626926969445,2023
1698969300000,1698969360000,1699055760000,neg3pct,24h,0.01814029980109577,167.40299801095773,2023
1699401300000,1699401360000,1699487760000,neg3pct,24h,0.000905576444421019,-4.94423555578981,2023
1700006100000,1700006160000,1700092560000,neg3pct,24h,0.04140915333656481,400.0915333656481,2023
1700610900000,1700610960000,1700697360000,neg3pct,24h,0.06235654957337955,609.5654957337955,2023
1701042900000,1701042960000,1701129360000,neg3pct,24h,-0.017652674067577312,-190.5267406757731,2023
1701734100000,1701734160000,1701820560000,neg3pct,24h,0.024466263577505698,230.66263577505697,2023
1701820500000,1701820560000,1701906960000,neg3pct,24h,-0.02950969511000856,-309.0969511000856,2023
1701906900000,1701906960000,1701993360000,neg3pct,24h,0.057876443547483,564.7644354748301,2023
1702338900000,1702338960000,1702425360000,neg3pct,24h,-0.008774374511161254,-101.74374511161254,2023
1703807700000,1703807760000,1703894160000,neg3pct,24h,-0.01825093110465481,-196.5093110465481,2023
1703894100000,1703894160000,1703980560000,neg3pct,24h,-0.002763763411422704,-41.63763411422704,2023
1704326100000,1704326160000,1704412560000,neg3pct,24h,0.02673390470590875,253.33904705908753,2024
1706054100000,1706054160000,1706140560000,neg3pct,24h,-0.0032201953525711202,-46.201953525711204,2024
1706486100000,1706486160000,1706572560000,neg3pct,24h,0.025518503907340673,241.18503907340673,2024
1707522900000,1707522960000,1707609360000,neg3pct,24h,0.00604899565744077,46.4899565744077,2024
1708991700000,1708991760000,1709078160000,neg3pct,24h,0.020469464076216415,190.69464076216414,2024
