strategy,symbol,hold,n_events,mean_net_bp,std_net_bp,t_stat,null_mean_bp,null_percentile,edge_vs_null_bp,inference_scope
A2_contrarian,ETHUSDT,24h,1448,1.809407440039907,455.1279570839821,0.15128195875782605,-8.156020498728939,84.0,9.965427938768846,exploratory_uncorrected
A2_contrarian,ETHUSDT,72h,1448,22.69639516491734,743.9276998777432,1.1609417654670406,3.4897182761873977,85.0,19.206676888729945,exploratory_uncorrected
A3_momentum,ETHUSDT,24h,1448,-29.809407440039912,455.1279570839821,-2.4923217663125614,-20.3677158538883,18.0,-9.441691586151613,exploratory_uncorrected
A3_momentum,ETHUSDT,72h,1448,-50.69639516491734,743.9276998777432,-2.593167861147796,-32.70463111602349,15.0,-17.99176404889385,exploratory_uncorrected
