day,ts,open_interest,oi_chg_7d,oi_chg_7d_pctile,decile,fwd_ret_24h,fwd_ret_72h,fwd_ret_168h
19448,1680393300000,892551.592,0.18533135338706597,97.59036144578313,9,-0.013857599701089018,0.027847071881490493,0.015209292614042136
19449,1680479700000,850026.398,0.15704590618244163,95.23809523809523,9,0.008134973700632875,0.06307947757867516,0.03525341000267446
19450,1680566100000,800708.266,0.06100330635667617,78.82352941176471,7,0.033880131762209054,0.03369774279839932,0.05473326995777428
19451,1680652500000,1005621.037,0.27678485306752787,100.0,9,0.019945258791203013,-0.003886411991745997,0.00993788155798625
19452,1680738900000,994743.17,0.22670913170890583,97.70114942528735,9,-0.019728187092817873,-0.031610174377466715,0.004381712117320857
19453,1680825300000,867074.541,0.1304214694280421,89.77272727272727,8,-0.0037106544974309097,-0.006576520218789628,0.07449112169770467
19454,1680911700000,867658.186,-0.05149045022068577,35.95505617977528,3,-0.008441784957200715,0.02415005232511347,0.127308342501409
19455,1680998100000,877909.066,-0.01640524327248072,56.666666666666664,5,0.005612625972873264,0.022510039943278493,0.13211591128045796
19456,1681084500000,823646.481,-0.031034232656854566,45.55555555555556,4,0.027104559227982827,0.03137799449943213,0.14028062583759882
19457,1681170900000,845670.566,0.05615316078178223,76.66666666666667,7,-0.010029606728325424,0.053061545314014635,0.08711714308171992
19458,1681257300000,818419.636,-0.18615501676303925,3.3333333333333335,0,0.014334033802488877,0.11187745142149375,0.11387828774990605
19459,1681343700000,978270.896,-0.016559323548811178,58.88888888888889,5,0.04869826592008519,0.09154668656622955,0.009236597800959201
19460,1681430100000,1196292.122,0.3796877493604094,100.0,9,0.04526251362204614,0.054249331959932645,-0.03321540000298562
19461,1681516500000,1048658.898,0.20860831479552266,96.66666666666667,9,-0.004213142147131643,-0.01236331091084808,-0.1203720894804744
19462,1681602900000,1072101.601,0.22119891742865327,96.66666666666667,9,0.012865010613275274,0.006038093052607385,-0.10455988373204816
19463,1681689300000,1025256.583,0.24477747025061336,97.77777777777777,9,-0.020782297994458743,-0.08715065868037364,-0.12136144584000041
19464,1681775700000,1010040.706,0.19436663236071539,93.33333333333333,9,0.014340113756868833,-0.06350139785982845,-0.11247951412320445
19465,1681862100000,968275.729,0.1831042247867083,91.11111111111111,9,-0.0809561147147575,-0.12195214674364996,-0.11323686649084042
19466,1681948500000,896895.026,-0.08318337009997279,26.666666666666668,2,0.004586373249086062,-0.031530669755272744,-0.03578612092099753
19467,1682034900000,880088.198,-0.26431999190244604,0.0,0,-0.04896904563375637,-0.04187126195402646,-0.017757326827460562
19468,1682121300000,845432.599,-0.1937963806797356,2.2222222222222223,0,0.013687138743965432,-0.0035016127984759393,0.023639945446279675
19469,1682207700000,841442.687,-0.21514650643638022,2.2222222222222223,0,-0.0061398497605458235,-0.0037106048552864035,0.017928361300793894
19470,1682294100000,859173.023,-0.16199219078801075,7.777777777777778,0,-0.01088363747710197,0.0017566384279428249,0.009288158537961166
19471,1682380500000,862299.592,-0.14627243547944702,11.11111111111111,1,0.013474541751527402,0.03644806517311605,-0.006272912423625265
19472,1682466900000,867533.747,-0.10404265952637559,24.444444444444443,2,-0.0006859372153092957,0.01357941330932566,0.001725560807262383
19473,1682553300000,745761.102,-0.1685079297117208,7.777777777777778,0,0.023370049013824667,0.022420875384763894,0.020613691695535064
19474,1682639700000,745077.989,-0.15340531699755855,11.11111111111111,1,-0.008887212056425287,-0.01548973988136404,-0.01707749062021835
19475,1682726100000,774877.223,-0.0834547616018767,28.888888888888886,2,0.008031088082901539,-0.03262133869091677,0.05303478904515169
19476,1682812500000,780065.189,-0.072943171232291,30.0,2,-0.014575760913463243,-0.019568968682307175,-0.005412805060343251
19477,1682898900000,774185.09,-0.09891829785721762,23.333333333333332,2,-0.026133702363210554,0.012997658079625385,-0.004662550564189849
19478,1682985300000,820349.094,-0.0486495626220822,36.666666666666664,3,0.021631961523747023,0.025178991091435732,0.009378586653549625
19479,1683071700000,821266.457,-0.053331977182439094,35.55555555555556,3,0.018156723444320733,0.06549580587177961,-0.012084866900624824
19480,1683158100000,805062.343,0.07951774481260099,80.0,7,-0.014422925358077432,-0.0036517060560523618,-0.03286535450447137
19481,1683244500000,820026.844,0.10059195964249601,83.33333333333334,8,0.06180928365417948,-0.0030547455178406846,-0.04289971585002428
19482,1683330900000,951199.566,0.2275487493584516,96.66666666666667,9,-0.0479186226910544,-0.07272645113997522,-0.09289002917091338
19483,1683417300000,843817.315,0.08172666451341914,78.88888888888889,7,-0.013832418379239209,-0.026146065697395415,-0.053062063946589855
19484,1683503700000,792677.284,0.023886011547961994,67.77777777777779,6,-0.012395456781673198,-0.01570554640542443,-0.038041967016748224
19485,1683590100000,824852.96,0.005490182207722238,61.111111111111114,6,-9.20481249254701e-05,-0.027917654830360683,-0.016920611199549462
19486,1683676500000,833952.422,0.015446832013985334,66.66666666666666,6,-0.003259886607930973,-0.02165496103839848,-0.013017886055591288
19487,1683762900000,824708.684,0.024403502624144036,71.11111111111111,7,-0.024648633378063445,-0.024458485225488547,-0.010968832001390871
19488,1683849300000,872525.256,0.06402035785062665,77.77777777777779,7,0.006349913663454609,0.00200523589372259,0.0030802651367458633
19489,1683935700000,830482.683,-0.12691015357338797,15.555555555555555,1,-0.006116123318757882,0.004931643327613866,0.0020368627885094526
19490,1684022100000,834245.472,-0.011343501525564181,57.77777777777777,5,0.0018099295519728997,0.015036337816389578,0.01299807869016778
19491,1684108500000,835029.248,0.0534290118499221,71.11111111111111,7,0.009289009950525173,0.011996219912168593,0.002062371449218947
19492,1684194900000,800351.178,-0.029704423925447254,45.55555555555556,4,0.0038774847021112446,-0.008140514758125383,0.0006994894277956298
19493,1684281300000,803638.973,-0.03634913479512625,41.11111111111111,4,-0.001190574163992042,-0.0067319562175952585,0.016744849532274397
19494,1684367700000,813874.429,-0.01313706913749435,56.666666666666664,5,-0.010793856565301518,-0.0008184654596590235,-0.01133217612937254
19495,1684454100000,816755.618,-0.06391750567275278,28.888888888888886,2,0.005303110232504071,0.0009884331113985123,0.002360022878339363
19496,1684540500000,796359.028,-0.04108894224829962,35.55555555555556,3,0.00475590759950939,0.0035904064340084307,0.009500767794606624
19497,1684626900000,793106.557,-0.049312721951459304,33.33333333333333,3,-0.009004997278709626,0.018790647557160867,0.005684473251639677
19498,1684713300000,816821.687,-0.021804698510392795,52.22222222222223,5,0.007916299144019145,-0.0015311132191655474,0.0608950355318123
19499,1684799700000,843035.222,0.053331643874959145,70.0,6,0.019973801241689015,-0.006494650169521443,0.04154924926247183
19500,1684886100000,870489.39,0.08318463793567177,81.11111111111111,8,-0.028772319862721774,-0.013808770916861501,0.024806142987421564
19501,1684972500000,857774.899,0.053940102349621766,70.0,6,0.0029057977053643658,0.01637914270633667,0.04142011834319548
19502,1685058900000,835065.86,0.02241826269262348,64.44444444444444,6,0.012464821503756163,0.059443348771245796,0.030281206373124814
19503,1685145300000,848212.964,0.06511376675194791,76.66666666666667,7,0.000957550421869291,0.03545125247595182,0.042673918515194975
19504,1685231700000,826748.928,0.04241847542813848,66.66666666666666,6,0.04539913520250605,0.03816151268497214,0.03370632963981346
19505,1685318100000,832436.11,0.019116073004070477,61.111111111111114,6,-0.010463401625200097,-0.01986006965142917,-0.01288969765423198
19506,1685404500000,832014.749,-0.0130723755216956,55.55555555555556,5,0.003577524479885019,-0.017242928180007056,-0.043485153537627386
19507,1685490900000,853857.34,-0.019106551086165546,50.0,4,-0.013026949040091829,0.0033857430205250783,-0.00880925050285919
19508,1685577300000,850596.787,-0.008368293369703683,57.77777777777777,5,-0.007821169440887843,0.008850832266325215,-0.02288198890311577
19509,1685663700000,820036.302,-0.0179980510758756,52.22222222222223,5,0.024643229698775082,0.015050490928839588,-0.007947347478679756
19510,1685750100000,871535.439,0.027496013371472117,67.77777777777779,6,-0.007651253955509363,-0.05011099041231759,-0.034456881667952244
19511,1685836500000,852512.606,0.03116263853202117,67.77777777777779,6,-0.0017239646957414312,-0.004537305855662921,-0.0741674995637206
19512,1685922900000,862784.567,0.036457400916930505,67.77777777777779,6,-0.04113406048534485,-0.02978180142287301,-0.07201241702997785
19513,1686009300000,880672.58,0.05848193323313322,74.44444444444444,7,0.03995955979846211,0.019269866525236434,-0.037827057367630146
19514,1686095700000,798821.559,-0.06445547566529086,27.77777777777778,2,-0.027039805355900226,-0.022577440621331157,-0.07641799607949396
19515,1686182100000,770437.992,-0.09423829977387399,21.11111111111111,2,0.007343667247244001,-0.044100223313004006,-0.09939885668109916
19516,1686268500000,771982.097,-0.058600094755317356,30.0,2,-0.0027371867140750794,-0.05049973983175793,-0.09665792212297286
19517,1686354900000,786566.575,-0.09749329768792114,18.88888888888889,1,-0.04846432705947579,-0.05342652629748201,-0.06648151268268565
19518,1686441300000,848636.405,-0.004546796109194395,54.44444444444444,5,0.0005997463929539038,-0.0069570581582645286,-0.013657082148120225
19519,1686527700000,828342.816,-0.0399192942448634,37.77777777777778,3,-0.00581119883091008,-0.05841453598890278,-0.01830128040461465
19520,1686614100000,855909.306,-0.028118593177954954,42.22222222222222,4,-0.0017512531508201423,-0.04305211844213097,-0.004082429476174321
19521,1686700500000,857776.439,0.07380231459176234,77.77777777777779,7,-0.051249309773605645,-0.012061706239646641,0.029944321737529922
19522,1686786900000,847859.247,0.10048992365890497,84.44444444444444,8,0.010409467340826817,0.046906260230620944,0.14686624713542606
