symbol,horizon,n_events,mean_net_bp,t_stat,null_mean_bp,null_percentile,inference_scope
ETHUSDT,24h,223,36.62096849868945,1.9539128033892734,-23.76874538078893,100.0,exploratory_uncorrected
ETHUSDT,72h,223,74.92179519006602,2.0365493628443776,-41.1054488263642,100.0,exploratory_uncorrected
ETHUSDT,168h,223,138.21914300160574,2.77003189029202,-68.65068505636127,100.0,exploratory_uncorrected
