t_stat,p_value,n_top,n_bottom,horizon,mean_diff_top_minus_bottom,inference_scope
-0.3156199810100903,0.7523736928687303,350,1098,8h,-0.0004278008970737717,exploratory_uncorrected
-0.740743656087791,0.4590623263331616,350,1098,24h,-0.0017518179449659773,exploratory_uncorrected
-1.4627855067394882,0.14393802706753095,350,1098,72h,-0.005824834566284867,exploratory_uncorrected
