ts,leg,net_bp,year
1702051200000,top,-65.51738170483533,2023
1702080000000,top,98.01721394474174,2023
1702108800000,top,35.25050143703924,2023
1702137600000,top,21.430768324030694,2023
1702166400000,top,-24.44628733919195,2023
1702195200000,top,413.5868024388074,2023
1702224000000,top,469.23509539809794,2023
1702252800000,top,566.7281022439514,2023
1702425600000,top,-357.66331598950194,2023
1702454400000,top,-445.193886600818,2023
1702483200001,top,-145.0907388122473,2023
1702857600000,top,-307.1914431534377,2023
1702915200000,top,-301.9015535892737,2023
1703088000000,top,35.65250054438597,2023
1703116800000,top,-66.85189561521797,2023
1703145600000,top,14.212994412183392,2023
1703174400000,top,24.205961132956602,2023
1703203200000,top,-37.416856492028955,2023
1703232000000,top,7.631644004944661,2023
1703260800000,top,-34.84672962638257,2023
1703289600000,top,50.45044406265143,2023
1703347200000,top,11.484688634650475,2023
1703404800000,top,84.53378612008635,2023
1703433600000,top,-9.99353470972618,2023
1703520000000,top,261.1140009940023,2023
1703548800000,top,234.4597330203897,2023
1703577600000,top,53.18045455501698,2023
1703606400000,top,-141.50614097271074,2023
1703635200000,top,-219.7360711532308,2023
1703664000000,top,-154.5175923507218,2023
1703692800000,top,117.87728041188618,2023
1703750400000,top,158.87073566952915,2023
1703779200000,top,7.420996818664051,2023
1703808000001,top,124.05536280264818,2023
1703836800000,top,69.92942748983944,2023
1703865600000,top,-43.21304266710223,2023
1703894400001,top,-47.11313376707537,2023
1703923200000,top,-155.7490479808148,2023
1703952000000,top,-25.608795369666414,2023
1703980800000,top,-44.61415501851794,2023
1704009600001,top,-5.970624694790359,2023
1704038400000,top,-89.49903450611683,2023
1704067200000,top,-463.2120599358862,2024
1704096000000,top,-719.3930201335957,2024
1704124800000,top,-588.4419103555009,2024
1704153600000,top,-195.28793787514087,2024
1704182400000,top,89.35815158902695,2024
1704211200000,top,496.58634977891313,2024
1705190400000,bottom,-265.6957895867089,2024
1705219200000,bottom,-84.58653998122,2024
1705248000001,bottom,-160.06833129619966,2024
1705276800000,bottom,170.6366768750407,2024
1705305600000,bottom,-5.924440855306511,2024
1705334400000,bottom,222.79537711112087,2024
1705363200000,bottom,131.45941853849388,2024
1705392000000,bottom,-41.62185424267871,2024
1705420800001,bottom,-223.08950542600334,2024
1705449600000,bottom,-105.92893177515371,2024
1705478400000,bottom,52.46668808735879,2024
1705507200000,bottom,7.720713512496381,2024
1705536000001,bottom,-367.8624863206519,2024
1705564800000,bottom,-392.693096434638,2024
1705593600000,bottom,-406.6145262678371,2024
1705622400000,bottom,84.5212125911361,2024
1705651200000,bottom,71.67436476744517,2024
1705680000002,bottom,153.10095968163864,2024
1705708800000,bottom,-10.544848585187104,2024
1705737600003,bottom,-6.652179133150181,2024
1705766400000,bottom,7.41296711545726,2024
1705795200000,bottom,-36.90645770220645,2024
1705824000000,bottom,-172.32971274534978,2024
1705852800000,bottom,-231.8975622170043,2024
1705881600000,bottom,-495.03414287019365,2024
1705910400000,bottom,-307.485657422019,2024
1705939200000,bottom,-391.24874217695435,2024
1705968000000,bottom,58.50933832387396,2024
1705996800000,bottom,36.53144709400215,2024
1706025600000,bottom,195.1670301138282,2024
1706054400000,bottom,28.400080236697505,2024
1706083200000,bottom,17.801510571753955,2024
1706112000000,bottom,-67.18776856200746,2024
1706140800000,bottom,-36.84581447201228,2024
1706169600001,bottom,-52.296801457123884,2024
1706198400000,bottom,385.2957445793177,2024
1706227200001,bottom,446.14243338297956,2024
1706256000000,bottom,410.9054375888095,2024
1706284800000,bottom,81.64085410180834,2024
1706313600000,bottom,65.01117549767855,2024
1706342400000,bottom,160.19328519561185,2024
1706371200000,bottom,96.47609022772242,2024
1706400000000,bottom,-44.91975587166562,2024
1706428800000,bottom,-95.37176281900138,2024
1706457600000,bottom,73.71327908534188,2024
1706486400000,bottom,290.0105958245576,2024
1706515200001,bottom,287.8587996975697,2024
1706544000000,bottom,159.5962883560771,2024
1706572800000,bottom,-79.19477517050065,2024
1706601600000,bottom,-79.55947081668955,2024
1706630400001,bottom,-18.129638345190536,2024
1706659200000,bottom,-95.53957135876078,2024
1706688000000,bottom,-217.8066832982588,2024
1706716800000,bottom,-203.2801955764656,2024
1706745600000,bottom,94.90935794625412,2024
1706774400000,bottom,199.83248129143607,2024
1706803200002,bottom,175.41663905319928,2024
1706832000000,bottom,9.000083552271455,2024
1706860800000,bottom,-19.59489262913493,2024
1706889600000,bottom,-51.29274108578595,2024
