ts,entry_ts,exit_ts,leg,net_bp,year
1618012800011,1618012860000,1618272060000,bottom,-386.5122333326891,2021
1618041600005,1618041660000,1618300860000,top,-29.77236295747797,2021
1618214400001,1618214460000,1618473660000,top,1326.7936195802783,2021
1618329600008,1618329660000,1618588860000,top,616.3399183216585,2021
1618387200000,1618387260000,1618646460000,top,360.2436974789931,2021
1618790400000,1618790460000,1619049660000,bottom,-566.4044609400414,2021
1618819200000,1618819260000,1619078460000,bottom,-926.1834501782433,2021
1618876800004,1618876860000,1619136060000,bottom,-1064.508117458171,2021
1618934400001,1618934460000,1619193660000,bottom,-637.3712984054662,2021
1618963200013,1618963260000,1619222460000,bottom,-141.54381912900791,2021
1618992000001,1618992060000,1619251260000,bottom,113.21573196871394,2021
1619020800002,1619020860000,1619280060000,bottom,817.4219011288693,2021
1619107200001,1619107260000,1619366460000,bottom,995.0999154652658,2021
1619193600001,1619193660000,1619452860000,bottom,-796.9472989025787,2021
1619280000011,1619280060000,1619539260000,bottom,-1931.7153661603775,2021
1619308800000,1619308860000,1619568060000,bottom,-2044.9418534494393,2021
1619337600010,1619337660000,1619596860000,bottom,-1906.3016682450623,2021
1619366400000,1619366460000,1619625660000,bottom,-1477.5184003403533,2021
1619395200003,1619395260000,1619654460000,bottom,-1837.132177728075,2021
1619424000002,1619424060000,1619683260000,bottom,-1136.5802773773742,2021
1619452800004,1619452860000,1619712060000,bottom,-1077.3153038498256,2021
1619481600000,1619481660000,1619740860000,bottom,-900.9472604630979,2021
1619510400000,1619510460000,1619769660000,bottom,-917.3369433849737,2021
1619625600001,1619625660000,1619884860000,bottom,-677.7966227500458,2021
1619654400004,1619654460000,1619913660000,bottom,-732.6876991807201,2021
1619683200013,1619683260000,1619942460000,bottom,-630.6828357525933,2021
1619712000003,1619712060000,1619971260000,bottom,-575.4431151501198,2021
1619827200002,1619827260000,1620086460000,bottom,-2438.3124483230495,2021
1619971200007,1619971260000,1620230460000,bottom,-1327.1650067734536,2021
1620000000003,1620000060000,1620259260000,bottom,-1968.303287711132,2021
1620028800000,1620028860000,1620288060000,bottom,-958.1571773170909,2021
1620777600004,1620777660000,1621036860000,bottom,207.7280005374067,2021
1620921600008,1620921660000,1621180860000,bottom,394.2432822653925,2021
1620950400007,1620950460000,1621209660000,bottom,329.79356745489196,2021
1620979200001,1620979260000,1621238460000,bottom,895.5587289334873,2021
1621008000004,1621008060000,1621267260000,bottom,2087.345369158518,2021
1621324800001,1621324860000,1621584060000,bottom,2326.5835030665767,2021
1621382400000,1621382460000,1621641660000,bottom,2778.394376189857,2021
1621440000018,1621440060000,1621699260000,bottom,1289.903475556405,2021
1621497600000,1621497660000,1621756860000,bottom,2028.1065099270086,2021
1621526400005,1621526460000,1621785660000,bottom,3361.529914589216,2021
1621555200000,1621555260000,1621814460000,bottom,2381.1254314973226,2021
1621584000000,1621584060000,1621843260000,bottom,1498.2208480499755,2021
1621612800001,1621612860000,1621872060000,bottom,-570.5179641093488,2021
1621641600001,1621641660000,1621900860000,bottom,-811.5686583325125,2021
1621670400002,1621670460000,1621929660000,bottom,-1838.8408633579284,2021
1621699200005,1621699260000,1621958460000,bottom,-931.4536876548323,2021
1621728000006,1621728060000,1621987260000,bottom,-1903.6846007887148,2021
1621756800004,1621756860000,1622016060000,bottom,-3482.9302325581407,2021
1621785600002,1621785660000,1622044860000,bottom,-4417.020638586459,2021
1621814400007,1621814460000,1622073660000,bottom,-3655.7565339347634,2021
1621843200005,1621843260000,1622102460000,bottom,-1974.0413064024935,2021
1621872000005,1621872060000,1622131260000,bottom,-1137.5186422716326,2021
1621900800000,1621900860000,1622160060000,bottom,-399.12964271334437,2021
1621929600014,1621929660000,1622188860000,bottom,381.6769671151983,2021
1621958400000,1621958460000,1622217660000,bottom,111.77057711966822,2021
1621987200022,1621987260000,1622246460000,bottom,1136.8450144880633,2021
1622016000018,1622016060000,1622275260000,bottom,1390.0582632898456,2021
1622044800004,1622044860000,1622304060000,bottom,1586.8799040104716,2021
1622073600000,1622073660000,1622332860000,bottom,2063.370863319348,2021
1622102400017,1622102460000,1622361660000,bottom,989.6219953901882,2021
1622131200000,1622131260000,1622390460000,bottom,1496.0637739685608,2021
1622160000005,1622160060000,1622419260000,bottom,1307.611844872551,2021
1622188800009,1622188860000,1622448060000,bottom,409.98570026088487,2021
1622217600000,1622217660000,1622476860000,bottom,-376.1176470588239,2021
1622246400006,1622246460000,1622505660000,bottom,-1197.0410012840152,2021
1622275200000,1622275260000,1622534460000,bottom,-688.6262900575673,2021
1622304000000,1622304060000,1622563260000,bottom,-1071.4413097778802,2021
1622332800003,1622332860000,1622592060000,bottom,-1602.8944419601758,2021
1622361600004,1622361660000,1622620860000,bottom,-989.9737777452426,2021
1622390400018,1622390460000,1622649660000,bottom,-1719.7535370791422,2021
1622419200002,1622419260000,1622678460000,bottom,-1381.9889407758328,2021
1622448000000,1622448060000,1622707260000,bottom,-1504.6730820286818,2021
1622476800000,1622476860000,1622736060000,bottom,-598.6333174383323,2021
1622505600001,1622505660000,1622764860000,bottom,-613.0613887433516,2021
1622534400010,1622534460000,1622793660000,bottom,166.94506917159637,2021
1622563200010,1622563260000,1622822460000,bottom,-394.1071143335877,2021
1622592000008,1622592060000,1622851260000,bottom,-221.72097070116845,2021
1622620800000,1622620860000,1622880060000,bottom,-331.343282807887,2021
1622649600007,1622649660000,1622908860000,bottom,530.4172196090369,2021
1622678400019,1622678460000,1622937660000,bottom,227.5784907647034,2021
1622707200002,1622707260000,1622966460000,bottom,400.5738914067365,2021
1622736000003,1622736060000,1622995260000,bottom,221.55323546027296,2021
1622764800003,1622764860000,1623024060000,bottom,459.3507921316216,2021
1622793600006,1622793660000,1623052860000,bottom,-625.2116148220847,2021
1622822400002,1622822460000,1623081660000,bottom,-531.5814767459852,2021
1622851200000,1622851260000,1623110460000,bottom,313.0134452037543,2021
1622880000004,1622880060000,1623139260000,bottom,945.2332167405237,2021
1622908800020,1622908860000,1623168060000,bottom,1031.9437477538813,2021
1622937600000,1622937660000,1623196860000,bottom,427.96649063485415,2021
1622966400004,1622966460000,1623225660000,bottom,745.7288457402229,2021
1622995200000,1622995260000,1623254460000,bottom,563.859638073337,2021
1623024000007,1623024060000,1623283260000,bottom,403.2723291663749,2021
