ts,oi_signal_ts,funding_pctile,oi_chg_7d_pctile,entry_ts,exit_ts,net_bp,year
1688169600000,1688169300000,77.77777777777779,87.77777777777777,1688169660000,1688428860000,-112.76224191839533,2023
1688198400000,1688169300000,77.4074074074074,87.77777777777777,1688198460000,1688457660000,-170.32976672952603,2023
1688227200000,1688169300000,77.03703703703704,87.77777777777777,1688227260000,1688486460000,-179.77545670175996,2023
1688256000000,1688255700000,76.66666666666667,90.0,1688256060000,1688515260000,-76.11793570923606,2023
1688284800000,1688255700000,76.29629629629629,90.0,1688284860000,1688544060000,-125.12852664576734,2023
1688313600001,1688255700000,75.92592592592592,90.0,1688313660000,1688572860000,75.67627906006803,2023
1690272000000,1690242900000,77.4074074074074,78.88888888888889,1690272060000,1690531260000,-60.698916304082076,2023
1690588800000,1690588500000,76.66666666666667,92.22222222222223,1690588860000,1690848060000,81.8278835117321,2023
1690646400001,1690588500000,76.29629629629629,92.22222222222223,1690646460000,1690905660000,189.61507563456226,2023
1690675200000,1690674900000,75.92592592592592,82.22222222222221,1690675260000,1690934460000,21.475138150932175,2023
1694822400000,1694822100000,76.29629629629629,92.22222222222223,1694822460000,1695081660000,22.79113114454458,2023
1695772800000,1695772500000,80.74074074074075,93.33333333333333,1695772860000,1696032060000,-474.54449104653725,2023
1696924800000,1696895700000,80.37037037037037,97.77777777777777,1696924860000,1697184060000,244.21788155685476,2023
1697472000000,1697414100000,80.0,75.55555555555556,1697472060000,1697731260000,82.57271487904629,2023
1698796800000,1698796500000,83.7037037037037,87.77777777777777,1698796860000,1699056060000,-110.07126340593241,2023
1698825600000,1698796500000,83.7037037037037,87.77777777777777,1698825660000,1699084860000,-160.874013873588,2023
1698854400000,1698796500000,83.7037037037037,87.77777777777777,1698854460000,1699113660000,-227.6864111498249,2023
1698883200001,1698882900000,100.0,95.55555555555556,1698883260000,1699142460000,-56.82238442822495,2023
1698912000000,1698882900000,99.62962962962963,95.55555555555556,1698912060000,1699171260000,-290.50724250535717,2023
1698940800000,1698882900000,83.33333333333334,95.55555555555556,1698940860000,1699200060000,-394.89804870753863,2023
1699142400000,1699142100000,81.85185185185185,93.33333333333333,1699142460000,1699401660000,-169.2152986400479,2023
1699171200000,1699142100000,81.85185185185185,93.33333333333333,1699171260000,1699430460000,42.869121446343485,2023
1699200000000,1699142100000,81.48148148148148,93.33333333333333,1699200060000,1699459260000,-91.20462694212004,2023
1699228800000,1699228500000,81.48148148148148,87.77777777777777,1699228860000,1699488060000,4.871116091723206,2023
1699257600001,1699228500000,81.11111111111111,87.77777777777777,1699257660000,1699516860000,-204.26730053609108,2023
1699286400000,1699228500000,81.11111111111111,87.77777777777777,1699286460000,1699545660000,-784.5049060334223,2023
1699315200001,1699314900000,80.74074074074075,81.11111111111111,1699315260000,1699574460000,-1177.0878270379408,2023
1699344000000,1699314900000,80.74074074074075,81.11111111111111,1699344060000,1699603260000,-1148.4009301833923,2023
1699372800000,1699314900000,80.37037037037037,81.11111111111111,1699372860000,1699632060000,-1240.0468512582622,2023
1699574400000,1699574100000,99.62962962962963,88.88888888888889,1699574460000,1699833660000,345.6576752247871,2023
1699603200000,1699574100000,99.62962962962963,88.88888888888889,1699603260000,1699862460000,251.43379819056747,2023
1699632000000,1699574100000,98.14814814814815,88.88888888888889,1699632060000,1699891260000,-94.9244131545217,2023
1699660800000,1699660500000,98.14814814814815,81.11111111111111,1699660860000,1699920060000,80.51213643625667,2023
1699689600000,1699660500000,97.77777777777777,81.11111111111111,1699689660000,1699948860000,-37.375840752692945,2023
1699718400000,1699660500000,98.88888888888889,81.11111111111111,1699718460000,1699977660000,136.21656100163705,2023
1703289600000,1703289300000,91.11111111111111,82.22222222222221,1703289660000,1703548860000,216.6403094112597,2023
1703318400001,1703289300000,87.03703703703704,82.22222222222221,1703318460000,1703577660000,180.83303150398478,2023
1703347200000,1703289300000,90.74074074074075,82.22222222222221,1703347260000,1703606460000,220.94597335384836,2023
1703721600000,1703721300000,93.33333333333333,76.66666666666667,1703721660000,1703980860000,346.20215684379855,2023
1703750400000,1703721300000,99.62962962962963,76.66666666666667,1703750460000,1704009660000,345.771397880142,2023
1703779200000,1703721300000,98.51851851851852,76.66666666666667,1703779260000,1704038460000,228.84703179897616,2023
1708185600000,1708090200000,81.11111111111111,86.66666666666667,1708185660000,1708444860000,-637.5744483024131,2024
1708905600000,1708905300000,99.62962962962963,91.11111111111111,1708905660000,1709164860000,-890.7000112397438,2024
1708934400000,1708905300000,81.48148148148148,91.11111111111111,1708934460000,1709193660000,-1258.9007980796912,2024
1708963200000,1708905300000,82.22222222222221,91.11111111111111,1708963260000,1709222460000,-1065.9733848410694,2024
1710201600000,1710201300000,98.51851851851852,75.55555555555556,1710201660000,1710460860000,444.43768166420995,2024
1710230400000,1710201300000,82.5925925925926,75.55555555555556,1710230460000,1710489660000,668.4693414230343,2024
1710259200000,1710201300000,89.62962962962962,75.55555555555556,1710259260000,1710518460000,737.2174126290605,2024
1710288000000,1710287700000,88.88888888888889,92.22222222222223,1710288060000,1710547260000,591.2593950917994,2024
1710316800001,1710287700000,96.29629629629629,92.22222222222223,1710316860000,1710576060000,746.8445866640301,2024
1710345600000,1710287700000,87.77777777777777,92.22222222222223,1710345660000,1710604860000,714.1596228745724,2024
1710374400001,1710374100000,84.07407407407408,85.55555555555556,1710374460000,1710633660000,1154.061253756656,2024
1710403200000,1710374100000,92.22222222222223,85.55555555555556,1710403260000,1710662460000,1231.7712444623437,2024
1710432000000,1710374100000,78.14814814814814,85.55555555555556,1710432060000,1710691260000,585.7169752638465,2024
1710460800000,1710460500000,82.5925925925926,88.88888888888889,1710460860000,1710720060000,618.4694922094909,2024
