symbol,regime,start_date,end_date,observations,calendar_days,cumulative_next_return,max_drawdown
ETHUSDT,uptrend_low_vol,2023-11-04 00:00:00+00:00,2023-11-21 00:00:00+00:00,18,18,0.1119725443,-0.08925442315
ETHUSDT,uptrend_high_vol,2023-11-22 00:00:00+00:00,2023-11-25 00:00:00+00:00,4,4,-0.0009399634674,-0.01003423161
ETHUSDT,uptrend_low_vol,2023-11-26 00:00:00+00:00,2023-11-26 00:00:00+00:00,1,1,-0.01668307492,-0.01668307492
ETHUSDT,uptrend_high_vol,2023-11-27 00:00:00+00:00,2023-12-08 00:00:00+00:00,12,12,0.1552745405,-0.02645195883
ETHUSDT,uptrend_low_vol,2023-12-09 00:00:00+00:00,2024-01-09 00:00:00+00:00,32,32,0.1039190574,-0.07432125303
ETHUSDT,uptrend_high_vol,2024-01-10 00:00:00+00:00,2024-02-01 00:00:00+00:00,23,23,-0.1074436736,-0.1529716374
ETHUSDT,uptrend_low_vol,2024-02-02 00:00:00+00:00,2024-02-05 00:00:00+00:00,4,4,0.02762143683,-0.008375252926
ETHUSDT,uptrend_high_vol,2024-02-06 00:00:00+00:00,2024-02-06 00:00:00+00:00,1,1,0.02212721462,0
ETHUSDT,uptrend_low_vol,2024-02-07 00:00:00+00:00,2024-03-17 00:00:00+00:00,40,40,0.4534283192,-0.1344029755
ETHUSDT,uptrend_high_vol,2024-03-18 00:00:00+00:00,2024-05-11 00:00:00+00:00,55,55,-0.1690682091,-0.2133140415
ETHUSDT,uptrend_low_vol,2024-05-12 00:00:00+00:00,2024-05-19 00:00:00+00:00,8,8,0.2516147322,-0.02885180126
ETHUSDT,uptrend_high_vol,2024-05-20 00:00:00+00:00,2024-06-03 00:00:00+00:00,15,15,0.04058792869,-0.03739646671
ETHUSDT,downtrend_high_vol,2024-06-04 00:00:00+00:00,2024-06-15 00:00:00+00:00,12,12,-0.04986992279,-0.1032489706
ETHUSDT,uptrend_high_vol,2024-06-16 00:00:00+00:00,2024-06-17 00:00:00+00:00,2,2,-0.03881356681,-0.03881356681
ETHUSDT,downtrend_high_vol,2024-06-18 00:00:00+00:00,2024-06-18 00:00:00+00:00,1,1,0.02197085868,0
ETHUSDT,uptrend_low_vol,2024-06-19 00:00:00+00:00,2024-06-22 00:00:00+00:00,4,4,-0.03918962586,-0.03918962586
ETHUSDT,downtrend_low_vol,2024-06-23 00:00:00+00:00,2024-06-30 00:00:00+00:00,8,8,0.006164860296,-0.0210761838
ETHUSDT,uptrend_low_vol,2024-07-01 00:00:00+00:00,2024-07-02 00:00:00+00:00,2,2,-0.0423518948,-0.0423518948
ETHUSDT,downtrend_low_vol,2024-07-03 00:00:00+00:00,2024-07-11 00:00:00+00:00,9,9,-0.04902041126,-0.1106335837
ETHUSDT,uptrend_low_vol,2024-07-12 00:00:00+00:00,2024-07-23 00:00:00+00:00,12,12,0.06415084705,-0.05660259911
ETHUSDT,uptrend_high_vol,2024-07-24 00:00:00+00:00,2024-07-26 00:00:00+00:00,3,3,-0.0258139786,-0.04815790105
ETHUSDT,downtrend_high_vol,2024-07-27 00:00:00+00:00,2024-07-27 00:00:00+00:00,1,1,0.006114212002,0
ETHUSDT,uptrend_high_vol,2024-07-28 00:00:00+00:00,2024-08-01 00:00:00+00:00,5,5,-0.08565404846,-0.09911754154
ETHUSDT,downtrend_high_vol,2024-08-02 00:00:00+00:00,2024-09-25 00:00:00+00:00,55,55,-0.1194735134,-0.2558172223
ETHUSDT,downtrend_low_vol,2024-09-26 00:00:00+00:00,2024-09-29 00:00:00+00:00,4,4,-0.01125760611,-0.03417077218
ETHUSDT,downtrend_high_vol,2024-09-30 00:00:00+00:00,2024-10-02 00:00:00+00:00,3,3,-0.09715586068,-0.09715586068
ETHUSDT,downtrend_low_vol,2024-10-03 00:00:00+00:00,2024-10-03 00:00:00+00:00,1,1,0.02752113899,0
ETHUSDT,downtrend_high_vol,2024-10-04 00:00:00+00:00,2024-10-04 00:00:00+00:00,1,1,1.657426514e-05,0
ETHUSDT,downtrend_low_vol,2024-10-05 00:00:00+00:00,2024-11-02 00:00:00+00:00,29,29,0.01817752401,-0.1117154111
ETHUSDT,uptrend_low_vol,2024-11-03 00:00:00+00:00,2024-11-03 00:00:00+00:00,1,1,-0.02438458627,-0.02438458627
ETHUSDT,downtrend_low_vol,2024-11-04 00:00:00+00:00,2024-11-04 00:00:00+00:00,1,1,0.01003182654,0
ETHUSDT,uptrend_low_vol,2024-11-05 00:00:00+00:00,2024-11-05 00:00:00+00:00,1,1,0.1243361333,0
ETHUSDT,uptrend_high_vol,2024-11-06 00:00:00+00:00,2025-02-04 00:00:00+00:00,91,91,0.02369522018,-0.3187358072
ETHUSDT,downtrend_high_vol,2025-02-05 00:00:00+00:00,2025-05-21 00:00:00+00:00,106,106,-0.04423394331,-0.4775060847
ETHUSDT,uptrend_high_vol,2025-05-22 00:00:00+00:00,2025-05-22 00:00:00+00:00,1,1,-0.0519311339,-0.0519311339
ETHUSDT,downtrend_high_vol,2025-05-23 00:00:00+00:00,2025-05-24 00:00:00+00:00,2,2,0.009756908834,0
ETHUSDT,uptrend_high_vol,2025-05-25 00:00:00+00:00,2025-06-08 00:00:00+00:00,15,15,0.05062293385,-0.09979853753
ETHUSDT,uptrend_low_vol,2025-06-09 00:00:00+00:00,2025-06-09 00:00:00+00:00,1,1,0.05099435636,0
ETHUSDT,uptrend_high_vol,2025-06-10 00:00:00+00:00,2025-06-11 00:00:00+00:00,2,2,-0.06192333099,-0.06192333099
ETHUSDT,uptrend_low_vol,2025-06-12 00:00:00+00:00,2025-06-19 00:00:00+00:00,8,8,-0.08933209156,-0.08933209156
ETHUSDT,uptrend_high_vol,2025-06-20 00:00:00+00:00,2025-06-20 00:00:00+00:00,1,1,-0.04605848459,-0.04605848459
ETHUSDT,uptrend_low_vol,2025-06-21 00:00:00+00:00,2025-06-22 00:00:00+00:00,2,2,0.05044822041,-0.02976514732
ETHUSDT,uptrend_high_vol,2025-06-23 00:00:00+00:00,2025-07-11 00:00:00+00:00,19,19,0.2204954385,-0.03825147544
ETHUSDT,uptrend_low_vol,2025-07-12 00:00:00+00:00,2025-07-15 00:00:00+00:00,4,4,0.14571684,0
ETHUSDT,uptrend_high_vol,2025-07-16 00:00:00+00:00,2025-07-20 00:00:00+00:00,5,5,0.1158297607,0
ETHUSDT,uptrend_low_vol,2025-07-21 00:00:00+00:00,2025-08-06 00:00:00+00:00,17,17,0.03920275674,-0.1237385283
ETHUSDT,uptrend_high_vol,2025-08-07 00:00:00+00:00,2025-08-07 00:00:00+00:00,1,1,0.02575222597,0
ETHUSDT,uptrend_low_vol,2025-08-08 00:00:00+00:00,2025-08-11 00:00:00+00:00,4,4,0.1447375313,-0.008872766547
ETHUSDT,uptrend_high_vol,2025-08-12 00:00:00+00:00,2025-09-20 00:00:00+00:00,40,40,-0.03187843053,-0.1420340032
ETHUSDT,uptrend_low_vol,2025-09-21 00:00:00+00:00,2025-10-09 00:00:00+00:00,19,19,-0.1402247575,-0.184186416
ETHUSDT,uptrend_high_vol,2025-10-10 00:00:00+00:00,2025-11-02 00:00:00+00:00,24,24,-0.05702632729,-0.1503762059
ETHUSDT,downtrend_high_vol,2025-11-03 00:00:00+00:00,2025-11-10 00:00:00+00:00,8,8,-0.05158863457,-0.08796690865
ETHUSDT,downtrend_low_vol,2025-11-11 00:00:00+00:00,2025-11-12 00:00:00+00:00,2,2,-0.05450309105,-0.05450309105
ETHUSDT,downtrend_high_vol,2025-11-13 00:00:00+00:00,2025-12-12 00:00:00+00:00,30,30,-0.03625561899,-0.144090622
ETHUSDT,downtrend_low_vol,2025-12-13 00:00:00+00:00,2025-12-16 00:00:00+00:00,4,4,-0.09026954619,-0.09026954619
ETHUSDT,downtrend_high_vol,2025-12-17 00:00:00+00:00,2025-12-17 00:00:00+00:00,1,1,-0.00165960452,-0.00165960452
ETHUSDT,downtrend_low_vol,2025-12-18 00:00:00+00:00,2025-12-18 00:00:00+00:00,1,1,0.05341845577,0
ETHUSDT,downtrend_high_vol,2025-12-19 00:00:00+00:00,2025-12-19 00:00:00+00:00,1,1,-0.0006010079474,-0.0006010079474
ETHUSDT,downtrend_low_vol,2025-12-20 00:00:00+00:00,2026-01-30 00:00:00+00:00,42,42,-0.1767690002,-0.2692565764
ETHUSDT,downtrend_high_vol,2026-01-31 00:00:00+00:00,2026-03-12 00:00:00+00:00,41,41,-0.1466588856,-0.2552379631
ETHUSDT,downtrend_low_vol,2026-03-13 00:00:00+00:00,2026-03-15 00:00:00+00:00,3,3,0.1246526798,0
ETHUSDT,downtrend_high_vol,2026-03-16 00:00:00+00:00,2026-03-16 00:00:00+00:00,1,1,-0.01497240247,-0.01497240247
ETHUSDT,downtrend_low_vol,2026-03-17 00:00:00+00:00,2026-03-17 00:00:00+00:00,1,1,-0.0494290833,-0.0494290833
ETHUSDT,downtrend_high_vol,2026-03-18 00:00:00+00:00,2026-03-26 00:00:00+00:00,9,9,-0.09553804582,-0.09553804582
ETHUSDT,downtrend_low_vol,2026-03-27 00:00:00+00:00,2026-05-01 00:00:00+00:00,36,36,0.1628455799,-0.06871934019
ETHUSDT,uptrend_low_vol,2026-05-02 00:00:00+00:00,2026-05-02 00:00:00+00:00,1,1,0.002491471998,0
ETHUSDT,downtrend_low_vol,2026-05-03 00:00:00+00:00,2026-05-03 00:00:00+00:00,1,1,0.0105269052,0
ETHUSDT,uptrend_low_vol,2026-05-04 00:00:00+00:00,2026-05-26 00:00:00+00:00,23,23,-0.137423224,-0.1461937972
ETHUSDT,downtrend_low_vol,2026-05-27 00:00:00+00:00,2026-05-27 00:00:00+00:00,1,1,-0.007303454069,-0.007303454069
ETHUSDT,uptrend_low_vol,2026-05-28 00:00:00+00:00,2026-05-30 00:00:00+00:00,3,3,-0.001299205543,-0.007553497759
ETHUSDT,downtrend_low_vol,2026-05-31 00:00:00+00:00,2026-05-31 00:00:00+00:00,1,1,-0.000154512513,-0.000154512513
ETHUSDT,uptrend_low_vol,2026-06-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,1,1,-0.0733000997,-0.0733000997
ETHUSDT,downtrend_low_vol,2026-06-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,29,29,-0.1345322116,-0.157071696
ETHUSDT,downtrend_high_vol,2026-07-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,1,1,0.05658008416,0
ETHUSDT,downtrend_low_vol,2026-07-02 00:00:00+00:00,2026-07-02 00:00:00+00:00,1,1,0.03383140185,0
ETHUSDT,downtrend_high_vol,2026-07-03 00:00:00+00:00,2026-07-03 00:00:00+00:00,1,1,0.01282000216,0
ETHUSDT,downtrend_low_vol,2026-07-04 00:00:00+00:00,2026-07-31 00:00:00+00:00,28,28,0.04592289628,-0.04714426832
