window_days,count,mean,p50,p90,p99,max
7,9432,0.10820601713334684,0.07397343637940301,0.24359006562684876,0.5446190694377001,0.6896484848484847
30,9432,0.23943400463506137,0.17311107734955045,0.562612890985388,0.8382375228742202,0.9770777375022817
