detect_ts,entry_px,exit_px,net_ret_bp
1673660400000,1562.52,1552.19,-80.11115377723075
1674057720000,1540.73,1525.45,-113.17376827867308
1674599400000,1556.47,1543.64,-96.43011429709513
1674687960000,1611.01,1614.0,4.559785476190971
1675971000000,1570.01,1550.35,-139.22213234310686
1677807000000,1565.03,1569.44,14.17837357750319
1678394700000,1439.84,1428.51,-92.68929881097885
1678521840000,1432.0,1428.75,-36.69553072625663
1678821960000,1715.54,1695.28,-132.09692574932694
1681892520000,1978.53,1979.99,-6.620784117500765
1682537640000,1838.41,1931.34,491.4911581203303
1683738960000,1827.29,1835.89,33.06423173114427
1685981100000,1805.41,1802.46,-30.339778776012224
1686773400000,1648.67,1652.3,8.017747639004881
1688132820000,1846.14,1918.99,380.60712622011226
1689361440000,1910.0,1934.9,116.36649214659636
1692308460000,1639.01,1684.96,266.3521638062012
1698161940000,1788.47,1777.51,-75.28143049645817
1699988100000,1974.98,1980.49,13.89901669890238
1702260900000,2238.96,2248.23,27.403151463179633
1704283260000,2234.12,2230.03,-32.30698440549172
1704989400000,2612.31,2614.6,-5.2338122198351975
1705080240000,2601.34,2477.4,-490.44675436505855
1706002500000,2232.8,2182.81,-237.8892869939102
1709143440000,3329.45,3349.29,45.58942167625381
1709655300000,3645.67,3478.33,-473.01027794616687
1709730480000,3860.0,3859.67,-14.85492227979267
1709913840000,3906.7,3950.53,98.19187549594389
1710118320000,3815.24,3856.35,93.7520680219335
1710470700000,3746.77,3777.89,69.05820746936644
1710838260000,3286.56,3269.31,-66.4864904337663
1710909000000,3072.68,3229.34,495.8480805030148
1711549500000,3515.05,3499.21,-59.063370364575306
1712025420000,3372.68,3377.91,1.5069558926435036
1712943000000,3303.6,3225.38,-250.7720062961609
1713037980000,2915.59,2973.11,183.28425464485832
1714547280000,2859.3,2916.0,184.30028328611914
1715352720000,2910.71,2901.0,-47.35955832082238
1716470280000,3806.06,3721.92,-235.06850653957122
1717783440000,3666.62,3693.6,59.58275468960507
1718674980000,3422.75,3436.92,27.399459498940857
1719221760000,3317.26,3314.02,-23.76709694145206
1720148220000,2919.47,2874.33,-168.617105159498
1720401000000,2855.05,2904.51,159.23689602633863
1720449060000,3001.29,3000.69,-15.999140369640662
1721869740000,3205.49,3167.23,-133.35772689978697
1722611700000,3039.79,3024.6,-63.97055717664733
1722791400000,2705.09,2740.61,117.30801562979411
1722834720000,2291.14,2290.15,-18.320993042763455
1722883320000,2390.49,2436.83,179.85146978234678
1722934020000,2456.21,2429.06,-124.53615122485483
1723041900000,2393.2,2348.47,-200.90456292829728
1723744920000,2551.48,2575.24,79.12242306426022
1724795220000,2440.5,2454.68,44.102847777095064
1725413400000,2361.3,2377.06,52.74289586244831
1729898400000,2442.02,2459.14,56.10589593860806
1731370740000,3323.92,3341.39,38.558424992177336
1731526860000,3198.62,3192.28,-33.82104782687455
1732547460000,3526.8,3481.93,-141.22581376885643
1733437680000,3808.19,3878.67,171.07479931410887
1733778180000,3701.37,3748.62,113.65543569002836
1733844600000,3572.26,3653.38,213.08313504615995
1734551940000,3693.99,3654.0,-122.25692543834697
1734621840000,3613.66,3393.08,-624.406070299917
1734690180000,3143.35,3378.12,732.8783304436344
1736262900000,3464.24,3394.9,-214.1593423088466
1736356980000,3314.2,3318.37,-1.4177780459838516
1736778780000,3059.67,3013.12,-166.14059032510053
1737322020000,3281.8,3266.72,-59.95039307697113
1738536000000,2849.31,2515.27,-1186.3540085143425
1738700400000,2711.64,2742.69,100.50635040049617
1739809560000,2736.93,2750.69,36.27530846605677
1740152580000,2742.39,2645.33,-367.92486116124996
1740435780000,2530.48,2493.48,-160.21731845341546
1740594540000,2278.4,2335.49,236.5705758426946
1740706200000,2196.51,2117.6,-373.25172204998023
1741013700000,2298.0,2114.07,-814.3916449086157
1741540860000,2012.0,2024.31,47.18290258449343
1741773900000,1904.46,1849.59,-302.1131659368019
1743137040000,1915.41,1910.32,-40.57394500394261
1743962460000,1626.46,1575.04,-330.14672355914087
1744008300000,1460.41,1477.3,101.65245376298438
1744299600000,1501.5,1525.94,148.77056277056224
1744573260000,1592.0,1618.69,153.6507537688443
1744645740000,1631.67,1635.54,9.718031219548408
1746782820000,2333.36,2317.49,-82.01350841704857
1747591080000,2461.33,2450.28,-58.89442699678548
1747848600000,2476.52,2523.61,176.1458498215236
1748000880000,2543.11,2563.17,64.8797967842525
1749155580000,2432.07,2423.99,-47.222727964246076
1749773460000,2469.4,2508.1,142.71823114926653
1750113840000,2568.03,2605.29,131.09176294669413
1750440360000,2420.14,2402.89,-85.27686828034774
1750541040000,2299.83,2265.51,-163.22842123113344
1750598820000,2165.02,2187.3,88.90898005561155
1750695720000,2255.84,2356.19,430.8453791049012
1755176160000,4602.58,4530.63,-170.325365338571
1756064220000,4795.29,4713.89,-183.74990042312288
1758521100000,4196.19,4176.65,-60.5660515848898
1759849740000,4494.39,4502.69,4.4674672202445045
1760129940000,3941.17,3732.11,-544.4516171593709
1762183800000,3612.83,3612.64,-14.52590351607984
1762235700000,3505.33,3475.5,-99.0989778423139
1762281060000,3285.21,3273.86,-48.54878074765411
1763095140000,3174.7,3160.37,-59.13812328723943
