detect_ts,entry_px,exit_px,net_ret_bp
1741109700000,2131.99,2175.26,-212.91874994253712
1744035180000,1567.34,1551.88,85.62110472458986
1744219440000,1663.89,1644.15,106.06203813520688
1746776520000,2417.44,2568.44,-601.9054990577937
1752183720000,2962.03,2968.0,-34.11455525606443
1755871560000,4656.02,4649.42,0.1953189860255513
1760134560000,3837.63,4256.73,-998.5585696062453
1760280900000,4028.82,3977.39,115.30590160884492
1762295640000,3270.6,3445.39,-521.3155724025435
1765296780000,3389.2,3084.26,974.6974509282597
1769888580000,2371.32,2298.81,301.42406723478854
1770150660000,2303.17,2051.33,1213.6913027157987
1770340140000,1927.02,2071.24,-710.29786987505
1772331120000,2037.76,1972.04,319.25896026449755
1772464380000,2067.91,2063.78,6.011822965624315
1774264080000,2122.5,2069.33,242.94306852942714
1775604540000,2239.32,2238.4,-9.889921372409503
