detect_ts,entry_ts,exit_ts,entry_px,exit_px,net_ret_bp
1673656740000,1673656740000,1673743140000,1574.78,1523.1,314.17282414051573
1681432920000,1681432920000,1681519320000,2120.91,2090.44,129.6647476790609
1692312240000,1692312240000,1692398640000,1639.5,1663.19,-158.49527294907006
1693320180000,1693320180000,1693406580000,1729.57,1708.4,108.40036540874245
1722823860000,1722823860000,1722910260000,2287.87,2507.64,-974.5877956352415
1722867660000,1722867660000,1722954060000,2398.75,2542.07,-611.4778530484625
1738552080000,1738552080000,1738638480000,2515.78,2803.6,-1158.0587014762805
1738596300000,1738596300000,1738682700000,2674.26,2768.23,-365.386925728987
1740936960000,1740936960000,1741023360000,2465.27,2282.4,727.7848754903112
1741109760000,1741109760000,1741196160000,2115.45,2208.54,-454.0482166914843
1744221960000,1744221960000,1744308360000,1620.29,1515.49,632.7977954563686
1752183780000,1752183780000,1752270180000,2969.28,2969.88,-16.020691884900838
1760134620000,1760134620000,1760221020000,3899.54,3732.79,413.6145391507713
1769888640000,1769888640000,1769975040000,2385.94,2337.49,189.06462023353623
1770150720000,1770150720000,1770237120000,2315.74,2162.9,646.0050091979226
1770340560000,1770340560000,1770426960000,1900.66,2037.33,-733.066008649627
