variant,symbol,direction,ret_threshold,oi_threshold,entry_delay_min,exit_hold_h,n_events,mean_net_bp,median_net_bp,win_rate,std_bp,t_stat,null_percentile,edge_vs_null_bp,significant,year_breakdown
btc_long_ret-2_oi-2_entry0_exit24h,BTCUSDT,long,-0.02,-0.02,0,24,121,53.1520957380409,44.73509824260603,0.5950413223140496,284.6450813941804,2.0540423542706034,98.5,54.18716168804512,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 42, ""mean_bp"": 18.89867820425563}, ""2024"": {""n"": 47, ""mean_bp"": 58.729501694604956}, ""2025"": {""n"": 25, ""mean_bp"": 61.18087065887954}, ""2026"": {""n"": 7, ""mean_bp"": 192.55010765796993}}"
btc_long_ret-2_oi-2_entry0_exit72h,BTCUSDT,long,-0.02,-0.02,0,72,121,98.79273629582853,79.31644749997592,0.6198347107438017,419.3661211468845,2.5913397493391845,94.5,71.56217465368694,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 42, ""mean_bp"": 129.54332939459508}, ""2024"": {""n"": 47, ""mean_bp"": 91.43106500581143}, ""2025"": {""n"": 25, ""mean_bp"": 72.79720761248075}, ""2026"": {""n"": 7, ""mean_bp"": 56.55871594815751}}"
btc_long_ret-2_oi-2_entry30_exit4h,BTCUSDT,long,-0.02,-0.02,30,4,121,3.190169190147552,2.11085277586799,0.5206611570247934,129.80633949556312,0.2703401176552131,97.5,15.474510770738133,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 42, ""mean_bp"": 10.539777136649432}, ""2024"": {""n"": 47, ""mean_bp"": -7.149376118631855}, ""2025"": {""n"": 25, ""mean_bp"": -16.303919301817505}, ""2026"": {""n"": 7, ""mean_bp"": 98.13692748424464}}"
btc_long_ret-2_oi-2_entry30_exit24h,BTCUSDT,long,-0.02,-0.02,30,24,121,40.328300605908794,18.206046015126333,0.5785123966942148,281.3372921693991,1.5767952525749378,96.0,41.27813805754751,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 42, ""mean_bp"": 33.6714103901916}, ""2024"": {""n"": 47, ""mean_bp"": 40.727395890783455}, ""2025"": {""n"": 25, ""mean_bp"": 14.339688752748327}, ""2026"": {""n"": 7, ""mean_bp"": 170.40647303448398}}"
btc_long_ret-2_oi-2_entry30_exit72h,BTCUSDT,long,-0.02,-0.02,30,72,121,85.11255869099983,59.03496108150841,0.6115702479338843,430.07218538262345,2.176932564862461,94.0,63.04760202113562,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 42, ""mean_bp"": 136.91062197188103}, ""2024"": {""n"": 47, ""mean_bp"": 77.78448932470047}, ""2025"": {""n"": 25, ""mean_bp"": 29.47539549973468}, ""2026"": {""n"": 7, ""mean_bp"": 22.231084719669905}}"
btc_long_ret-2_oi-2_entry60_exit4h,BTCUSDT,long,-0.02,-0.02,60,4,121,-1.5869838630412687,8.464765604803816,0.5371900826446281,140.13408202910534,-0.12457228277863366,89.5,9.626795825521127,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 42, ""mean_bp"": 7.14860017341659}, ""2024"": {""n"": 47, ""mean_bp"": -6.758880627727195}, ""2025"": {""n"": 25, ""mean_bp"": -22.34970562341013}, ""2026"": {""n"": 7, ""mean_bp"": 54.87768219670584}}"
btc_long_ret-2_oi-2_entry60_exit24h,BTCUSDT,long,-0.02,-0.02,60,24,121,28.61095364148867,22.13827024058658,0.5454545454545454,282.7650739317203,1.1130104778512053,87.5,26.467389299324108,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 42, ""mean_bp"": 20.55206477893089}, ""2024"": {""n"": 47, ""mean_bp"": 36.097958811044414}, ""2025"": {""n"": 25, ""mean_bp"": -2.0062901908641653}, ""2026"": {""n"": 7, ""mean_bp"": 136.0416943653639}}"
btc_long_ret-2_oi-2_entry60_exit72h,BTCUSDT,long,-0.02,-0.02,60,72,121,70.11987899898581,73.86381109280539,0.5950413223140496,436.37781658840487,1.7675478442488246,90.5,46.01935564011376,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 42, ""mean_bp"": 119.69745417683247}, ""2024"": {""n"": 47, ""mean_bp"": 72.51734520500645}, ""2025"": {""n"": 25, ""mean_bp"": 21.306372173065352}, ""2026"": {""n"": 7, ""mean_bp"": -69.10889221594564}}"
btc_long_ret-2_oinone_entry0_exit4h,BTCUSDT,long,-0.02,,0,4,670,-7.427158341032453,1.502560940234833,0.5044776119402985,230.7820091746242,-0.8330251897768141,85.5,5.353851104416919,False,"{""2021"": {""n"": 240, ""mean_bp"": 1.1470483846805584}, ""2022"": {""n"": 146, ""mean_bp"": -45.05825178940078}, ""2023"": {""n"": 59, ""mean_bp"": 16.245116963011707}, ""2024"": {""n"": 112, ""mean_bp"": 7.4640827395574}, ""2025"": {""n"": 72, ""mean_bp"": -16.687632608141627}, ""2026"": {""n"": 41, ""mean_bp"": 17.90457172135399}}"
btc_long_ret-2_oinone_entry0_exit24h,BTCUSDT,long,-0.02,,0,24,670,18.498777058703855,16.26466125037097,0.5253731343283582,423.2740440156421,1.1312504950974063,99.5,24.798331090614507,True,"{""2021"": {""n"": 240, ""mean_bp"": 48.92596113389316}, ""2022"": {""n"": 146, ""mean_bp"": -71.77813689345722}, ""2023"": {""n"": 59, ""mean_bp"": 68.36294664980146}, ""2024"": {""n"": 112, ""mean_bp"": 46.74824318440723}, ""2025"": {""n"": 72, ""mean_bp"": 28.991477801021954}, ""2026"": {""n"": 41, ""mean_bp"": -5.488915781060975}}"
btc_long_ret-2_oinone_entry0_exit72h,BTCUSDT,long,-0.02,,0,72,670,59.67596132765407,56.897131722050815,0.5462686567164179,654.4925012719099,2.3601094842099486,100.0,49.92995976216358,True,"{""2021"": {""n"": 240, ""mean_bp"": 135.0669664236962}, ""2022"": {""n"": 146, ""mean_bp"": -126.5262217040518}, ""2023"": {""n"": 59, ""mean_bp"": 222.7035215177993}, ""2024"": {""n"": 112, ""mean_bp"": 63.68849716736522}, ""2025"": {""n"": 72, ""mean_bp"": 51.27981096793}, ""2026"": {""n"": 41, ""mean_bp"": 50.606943284065636}}"
btc_long_ret-2_oinone_entry30_exit4h,BTCUSDT,long,-0.02,,30,4,670,-7.334791410578112,-3.565878721313741,0.4925373134328358,206.08624235930913,-0.9212471735207548,89.5,5.412550687402228,False,"{""2021"": {""n"": 240, ""mean_bp"": -9.797537723537987}, ""2022"": {""n"": 146, ""mean_bp"": -27.378488618911117}, ""2023"": {""n"": 59, ""mean_bp"": 22.04658917084879}, ""2024"": {""n"": 112, ""mean_bp"": -4.35144106303119}, ""2025"": {""n"": 72, ""mean_bp"": -12.295062299363114}, ""2026"": {""n"": 41, ""mean_bp"": 36.7369578160089}}"
btc_long_ret-2_oinone_entry30_exit24h,BTCUSDT,long,-0.02,,30,24,670,13.375184310167294,13.289092559836803,0.5208955223880597,416.18762250739536,0.8318557378951443,98.0,19.676340863622734,True,"{""2021"": {""n"": 240, ""mean_bp"": 29.304435986913585}, ""2022"": {""n"": 146, ""mean_bp"": -57.25847767727038}, ""2023"": {""n"": 59, ""mean_bp"": 75.5874552314421}, ""2024"": {""n"": 112, ""mean_bp"": 40.56318360848162}, ""2025"": {""n"": 72, ""mean_bp"": 14.555383192690751}, ""2026"": {""n"": 41, ""mean_bp"": 5.788355589159518}}"
btc_long_ret-2_oinone_entry30_exit72h,BTCUSDT,long,-0.02,,30,72,670,61.431528739712974,44.06334015381554,0.5462686567164179,644.6878027734145,2.46648949850296,100.0,53.683629954464095,True,"{""2021"": {""n"": 240, ""mean_bp"": 127.64947908937218}, ""2022"": {""n"": 146, ""mean_bp"": -109.20818307909389}, ""2023"": {""n"": 59, ""mean_bp"": 229.0699341833127}, ""2024"": {""n"": 112, ""mean_bp"": 60.412331693229085}, ""2025"": {""n"": 72, ""mean_bp"": 46.18108107352863}, ""2026"": {""n"": 41, ""mean_bp"": 69.78777804768043}}"
btc_long_ret-2_oinone_entry60_exit4h,BTCUSDT,long,-0.02,,60,4,670,4.725282751047935,7.511229463094805,0.5283582089552239,196.6600225080434,0.6219408999193266,100.0,17.31513544944636,True,"{""2021"": {""n"": 240, ""mean_bp"": 20.49056998182332}, ""2022"": {""n"": 146, ""mean_bp"": -22.475670689881365}, ""2023"": {""n"": 59, ""mean_bp"": 30.876655161415854}, ""2024"": {""n"": 112, ""mean_bp"": -3.032989179701623}, ""2025"": {""n"": 72, ""mean_bp"": -12.592342101466755}, ""2026"": {""n"": 41, ""mean_bp"": 23.274910565752485}}"
btc_long_ret-2_oinone_entry60_exit24h,BTCUSDT,long,-0.02,,60,24,670,18.40081383402971,24.225758288146224,0.5313432835820896,413.6598099549829,1.1514129368947656,97.5,24.998966160979876,True,"{""2021"": {""n"": 240, ""mean_bp"": 48.677898793573576}, ""2022"": {""n"": 146, ""mean_bp"": -59.21544278294307}, ""2023"": {""n"": 59, ""mean_bp"": 75.72332676504655}, ""2024"": {""n"": 112, ""mean_bp"": 43.30306666236743}, ""2025"": {""n"": 72, ""mean_bp"": 14.340168059478863}, ""2026"": {""n"": 41, ""mean_bp"": -25.824576608620557}}"
btc_long_ret-2_oinone_entry60_exit72h,BTCUSDT,long,-0.02,,60,72,670,65.83568540409053,36.98836487616998,0.5388059701492537,643.9581491884651,2.646312444713457,100.0,57.03498573506418,True,"{""2021"": {""n"": 240, ""mean_bp"": 141.29642134280166}, ""2022"": {""n"": 146, ""mean_bp"": -97.15702528474527}, ""2023"": {""n"": 59, ""mean_bp"": 222.1547524037069}, ""2024"": {""n"": 112, ""mean_bp"": 55.057620050390675}, ""2025"": {""n"": 72, ""mean_bp"": 45.138349121516235}, ""2026"": {""n"": 41, ""mean_bp"": 45.36948331291286}}"
btc_long_ret-3_oi-1_entry0_exit4h,BTCUSDT,long,-0.03,-0.01,0,4,72,31.64407963194366,48.641793941872194,0.5833333333333334,185.13915427360794,1.450308664092943,100.0,43.41667012553507,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 21, ""mean_bp"": 85.13355675549276}, ""2024"": {""n"": 29, ""mean_bp"": 32.43527817439111}, ""2025"": {""n"": 16, ""mean_bp"": -33.411204270856146}, ""2026"": {""n"": 6, ""mean_bp"": 14.08754048515865}}"
btc_long_ret-3_oi-1_entry0_exit24h,BTCUSDT,long,-0.03,-0.01,0,24,72,90.89652947845993,101.77608146581153,0.6111111111111112,269.8052329842278,2.858664452262831,100.0,91.63979663589511,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 21, ""mean_bp"": 102.92683856170726}, ""2024"": {""n"": 29, ""mean_bp"": 62.7750447694457}, ""2025"": {""n"": 16, ""mean_bp"": 97.19582384384671}, ""2026"": {""n"": 6, ""mean_bp"": 167.91283880629814}}"
btc_long_ret-3_oi-1_entry0_exit72h,BTCUSDT,long,-0.03,-0.01,0,72,72,168.74772363597498,149.84126751913698,0.6944444444444444,485.7495234369623,2.9477577377372683,100.0,132.358190947933,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 21, ""mean_bp"": 265.1020310089828}, ""2024"": {""n"": 29, ""mean_bp"": 73.38747660293008}, ""2025"": {""n"": 16, ""mean_bp"": 233.314923871054}, ""2026"": {""n"": 6, ""mean_bp"": 120.23630786328778}}"
btc_long_ret-3_oi-1_entry30_exit4h,BTCUSDT,long,-0.03,-0.01,30,4,72,10.374042192091089,5.574590335970088,0.5138888888888888,155.67351715907992,0.5654569164655202,93.5,21.10199638665658,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 21, ""mean_bp"": 59.95328668034919}, ""2024"": {""n"": 29, ""mean_bp"": 21.496892990875647}, ""2025"": {""n"": 16, ""mean_bp"": -68.81294797566218}, ""2026"": {""n"": 6, ""mean_bp"": -5.748451930262206}}"
btc_long_ret-3_oi-1_entry30_exit24h,BTCUSDT,long,-0.03,-0.01,30,24,72,74.38945757597568,42.09940347741538,0.6111111111111112,283.4909008933654,2.2265810889167383,100.0,77.42524208744294,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 21, ""mean_bp"": 107.65910231772175}, ""2024"": {""n"": 29, ""mean_bp"": 58.497368942184764}, ""2025"": {""n"": 16, ""mean_bp"": 45.88374833322459}, ""2026"": {""n"": 6, ""mean_bp"": 110.77268735719046}}"
btc_long_ret-3_oi-1_entry30_exit72h,BTCUSDT,long,-0.03,-0.01,30,72,72,157.48342735652463,160.5375948203132,0.6805555555555556,502.772721870761,2.6578434643935758,100.0,131.39443924910913,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 21, ""mean_bp"": 253.1669720585603}, ""2024"": {""n"": 29, ""mean_bp"": 78.50432147478013}, ""2025"": {""n"": 16, ""mean_bp"": 201.4512129725304}, ""2026"": {""n"": 6, ""mean_bp"": 87.07593768514927}}"
btc_long_ret-3_oi-1_entry60_exit4h,BTCUSDT,long,-0.03,-0.01,60,4,72,9.50724637144411,5.4326679763556776,0.5555555555555556,183.54346831471318,0.43952346164445416,96.5,20.26359538052706,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 21, ""mean_bp"": 50.94504544695953}, ""2024"": {""n"": 29, ""mean_bp"": 37.11705214567316}, ""2025"": {""n"": 16, ""mean_bp"": -71.43096105234513}, ""2026"": {""n"": 6, ""mean_bp"": -53.137225171529025}}"
btc_long_ret-3_oi-1_entry60_exit24h,BTCUSDT,long,-0.03,-0.01,60,24,72,66.71385481804016,25.48121834566165,0.5138888888888888,295.9034488803894,1.913076146402053,99.0,62.65039427258264,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 21, ""mean_bp"": 78.27796395804188}, ""2024"": {""n"": 29, ""mean_bp"": 48.16993572536077}, ""2025"": {""n"": 16, ""mean_bp"": 53.37370336669747}, ""2026"": {""n"": 6, ""mean_bp"": 151.4421523128985}}"
btc_long_ret-3_oi-1_entry60_exit72h,BTCUSDT,long,-0.03,-0.01,60,72,72,149.11492917311645,146.265756490251,0.6805555555555556,503.92809771896606,2.510838623329115,99.0,119.47955136520248,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 21, ""mean_bp"": 217.81543000778063}, ""2024"": {""n"": 29, ""mean_bp"": 86.56488428746917}, ""2025"": {""n"": 16, ""mean_bp"": 205.68571375922411}, ""2026"": {""n"": 6, ""mean_bp"": 60.132967636133515}}"
btc_long_ret-3_oi-2_entry0_exit4h,BTCUSDT,long,-0.03,-0.02,0,4,59,35.53006714406428,43.54471333574651,0.576271186440678,175.42454045740044,1.5557209011551523,100.0,47.10207785390742,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": 64.28509343340245}, ""2024"": {""n"": 25, ""mean_bp"": 18.627649644151546}, ""2025"": {""n"": 11, ""mean_bp"": 0.2296579708722778}, ""2026"": {""n"": 3, ""mean_bp"": 114.1182046827867}}"
btc_long_ret-3_oi-2_entry0_exit24h,BTCUSDT,long,-0.03,-0.02,0,24,59,71.83014917975517,37.59439807264299,0.5932203389830508,302.2872121399036,1.8252106697966788,99.0,70.56532743959474,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": 57.96317908235394}, ""2024"": {""n"": 25, ""mean_bp"": 32.01668576922266}, ""2025"": {""n"": 11, ""mean_bp"": 73.32911396377047}, ""2026"": {""n"": 3, ""mean_bp"": 490.5592740421445}}"
btc_long_ret-3_oi-2_entry0_exit72h,BTCUSDT,long,-0.03,-0.02,0,72,59,127.48037718681819,125.50741414671785,0.6271186440677966,440.48544507941887,2.222991402107889,96.0,105.86544267732502,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": 240.85857769639262}, ""2024"": {""n"": 25, ""mean_bp"": 58.50321811050053}, ""2025"": {""n"": 11, ""mean_bp"": 68.27937147057384}, ""2026"": {""n"": 3, ""mean_bp"": 163.5057203851982}}"
btc_long_ret-3_oi-2_entry30_exit4h,BTCUSDT,long,-0.03,-0.02,30,4,59,27.911278794352157,19.392587177911714,0.5423728813559322,147.11502996401427,1.4572990977281879,100.0,38.54666786446551,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": 64.43860665294362}, ""2024"": {""n"": 25, ""mean_bp"": 22.968189303927403}, ""2025"": {""n"": 11, ""mean_bp"": -50.79181777741453}, ""2026"": {""n"": 3, ""mean_bp"": 114.16619292042661}}"
btc_long_ret-3_oi-2_entry30_exit24h,BTCUSDT,long,-0.03,-0.02,30,24,59,66.47893432607876,16.176885044927992,0.5423728813559322,319.54441993467935,1.5980075127770315,97.0,66.59501972913526,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": 91.89147417249201}, ""2024"": {""n"": 25, ""mean_bp"": 36.75969437859263}, ""2025"": {""n"": 11, ""mean_bp"": -7.823948253295555}, ""2026"": {""n"": 3, ""mean_bp"": 417.16623770341386}}"
btc_long_ret-3_oi-2_entry30_exit72h,BTCUSDT,long,-0.03,-0.02,30,72,59,118.79408416367023,111.24213748731805,0.6440677966101694,458.21601441141286,1.9913635616114642,93.0,92.83753821410238,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": 255.33152997133874}, ""2024"": {""n"": 25, ""mean_bp"": 73.56844654796267}, ""2025"": {""n"": 11, ""mean_bp"": -6.751661292699918}, ""2026"": {""n"": 3, ""mean_bp"": 45.75915891680044}}"
btc_long_ret-3_oi-2_entry60_exit4h,BTCUSDT,long,-0.03,-0.02,60,4,59,18.842570458877056,8.21435961285989,0.576271186440678,147.1848909490019,0.9833382287130715,99.0,29.397223741212493,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": 46.67852571700122}, ""2024"": {""n"": 25, ""mean_bp"": 24.810092499291386}, ""2025"": {""n"": 11, ""mean_bp"": -52.69156520843075}, ""2026"": {""n"": 3, ""mean_bp"": 45.832015848058454}}"
btc_long_ret-3_oi-2_entry60_exit24h,BTCUSDT,long,-0.03,-0.02,60,24,59,43.89495168889014,-1.4599735393920774,0.4915254237288136,303.48974744352284,1.1109552278393195,91.5,46.10820363328675,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": 52.51801535364147}, ""2024"": {""n"": 25, ""mean_bp"": 23.375399854477596}, ""2025"": {""n"": 11, ""mean_bp"": -13.91474177381818}, ""2026"": {""n"": 3, ""mean_bp"": 369.3730019072494}}"
btc_long_ret-3_oi-2_entry60_exit72h,BTCUSDT,long,-0.03,-0.02,60,72,59,95.41753705912059,112.78624432854058,0.6271186440677966,451.37345219038025,1.6237463800698455,92.0,71.22137700340599,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": 210.46287194960937}, ""2024"": {""n"": 25, ""mean_bp"": 80.6473514938943}, ""2025"": {""n"": 11, ""mean_bp"": -14.41473632794175}, ""2026"": {""n"": 3, ""mean_bp"": -145.7481467480234}}"
btc_long_ret-3_oinone_entry0_exit4h,BTCUSDT,long,-0.03,,0,4,266,35.96930957117794,35.374566146365154,0.5451127819548872,291.9496777258641,2.009393160883801,100.0,47.68252091530954,True,"{""2021"": {""n"": 111, ""mean_bp"": 61.15975374419958}, ""2022"": {""n"": 58, ""mean_bp"": -11.102912720904266}, ""2023"": {""n"": 23, ""mean_bp"": 70.70744303878749}, ""2024"": {""n"": 39, ""mean_bp"": 59.171194570706916}, ""2025"": {""n"": 22, ""mean_bp"": -51.68739852711674}, ""2026"": {""n"": 13, ""mean_bp"": 48.172892891270145}}"
btc_long_ret-3_oinone_entry0_exit24h,BTCUSDT,long,-0.03,,0,24,266,48.342913865700865,56.06170643985455,0.5601503759398496,490.3816097817167,1.6078275547548644,100.0,56.88764256291468,True,"{""2021"": {""n"": 111, ""mean_bp"": 69.104834055638}, ""2022"": {""n"": 58, ""mean_bp"": -65.37625203206969}, ""2023"": {""n"": 23, ""mean_bp"": 81.40201653947044}, ""2024"": {""n"": 39, ""mean_bp"": 97.3395107301243}, ""2025"": {""n"": 22, ""mean_bp"": 67.27598654291907}, ""2026"": {""n"": 13, ""mean_bp"": 140.91093254875145}}"
btc_long_ret-3_oinone_entry0_exit72h,BTCUSDT,long,-0.03,,0,72,266,91.33013419518083,131.381481768142,0.5864661654135338,687.0893546415455,2.1679122240419075,100.0,84.61538694742472,True,"{""2021"": {""n"": 111, ""mean_bp"": 153.74843309917281}, ""2022"": {""n"": 58, ""mean_bp"": -144.33702799950868}, ""2023"": {""n"": 23, ""mean_bp"": 244.5970333030879}, ""2024"": {""n"": 39, ""mean_bp"": 120.55575989558409}, ""2025"": {""n"": 22, ""mean_bp"": 166.15587442527632}, ""2026"": {""n"": 13, ""mean_bp"": 124.34243127896409}}"
btc_long_ret-3_oinone_entry30_exit4h,BTCUSDT,long,-0.03,,30,4,266,19.072853659561094,1.4360483185767006,0.5037593984962406,236.40776676291227,1.3158147621975034,100.0,30.625699544816722,True,"{""2021"": {""n"": 111, ""mean_bp"": 41.043683458736055}, ""2022"": {""n"": 58, ""mean_bp"": -22.07995548590524}, ""2023"": {""n"": 23, ""mean_bp"": 47.23043742898717}, ""2024"": {""n"": 39, ""mean_bp"": 56.191259553810596}, ""2025"": {""n"": 22, ""mean_bp"": -69.080397851651}, ""2026"": {""n"": 13, ""mean_bp"": 3.09055361361977}}"
btc_long_ret-3_oinone_entry30_exit24h,BTCUSDT,long,-0.03,,30,24,266,27.83404144683439,16.246867338871162,0.5263157894736842,476.85248369847045,0.9519914302164739,95.0,32.08500178505388,True,"{""2021"": {""n"": 111, ""mean_bp"": 43.26778066742786}, ""2022"": {""n"": 58, ""mean_bp"": -81.20009018421024}, ""2023"": {""n"": 23, ""mean_bp"": 80.63509330455462}, ""2024"": {""n"": 39, ""mean_bp"": 99.43375355243595}, ""2025"": {""n"": 22, ""mean_bp"": 29.355164925882818}, ""2026"": {""n"": 13, ""mean_bp"": 71.72303373372841}}"
btc_long_ret-3_oinone_entry30_exit72h,BTCUSDT,long,-0.03,,30,72,266,63.8920499398622,103.29893938624669,0.5789473684210527,699.9365404500489,1.4887746804434807,94.0,54.67852650699635,False,"{""2021"": {""n"": 111, ""mean_bp"": 111.37127989114123}, ""2022"": {""n"": 58, ""mean_bp"": -164.3087056903119}, ""2023"": {""n"": 23, ""mean_bp"": 227.59197982742623}, ""2024"": {""n"": 39, ""mean_bp"": 126.38368620954763}, ""2025"": {""n"": 22, ""mean_bp"": 148.49936559640463}, ""2026"": {""n"": 13, ""mean_bp"": 56.33944652312997}}"
btc_long_ret-3_oinone_entry60_exit4h,BTCUSDT,long,-0.03,,60,4,266,18.687470366646007,13.294590098889682,0.5338345864661654,231.92315895210908,1.3141568935502108,100.0,31.0280068212245,True,"{""2021"": {""n"": 111, ""mean_bp"": 41.128581706700906}, ""2022"": {""n"": 58, ""mean_bp"": -8.046729533207708}, ""2023"": {""n"": 23, ""mean_bp"": 46.08075419520974}, ""2024"": {""n"": 39, ""mean_bp"": 34.796524058293585}, ""2025"": {""n"": 22, ""mean_bp"": -66.44003063543242}, ""2026"": {""n"": 13, ""mean_bp"": -6.379711521052025}}"
btc_long_ret-3_oinone_entry60_exit24h,BTCUSDT,long,-0.03,,60,24,266,21.855729395537615,26.138688565432012,0.5338345864661654,481.10419929425353,0.7409125915722953,93.5,28.045121042651317,False,"{""2021"": {""n"": 111, ""mean_bp"": 34.29904907898641}, ""2022"": {""n"": 58, ""mean_bp"": -75.15358868007253}, ""2023"": {""n"": 23, ""mean_bp"": 71.4301104299297}, ""2024"": {""n"": 39, ""mean_bp"": 74.98283695073465}, ""2025"": {""n"": 22, ""mean_bp"": 32.02482996317032}, ""2026"": {""n"": 13, ""mean_bp"": 84.12063651791838}}"
btc_long_ret-3_oinone_entry60_exit72h,BTCUSDT,long,-0.03,,60,72,266,60.20567635361021,88.53007446119233,0.5864661654135338,697.4767421733033,1.4078245284138682,92.5,49.3621986177387,False,"{""2021"": {""n"": 111, ""mean_bp"": 108.9833161575924}, ""2022"": {""n"": 58, ""mean_bp"": -147.7603624220871}, ""2023"": {""n"": 23, ""mean_bp"": 205.1331301054276}, ""2024"": {""n"": 39, ""mean_bp"": 102.25293703323314}, ""2025"": {""n"": 22, ""mean_bp"": 142.43568102081824}, ""2026"": {""n"": 13, ""mean_bp"": 49.85779368228288}}"
btc_long_ret-5_oi-1_entry0_exit4h,BTCUSDT,long,-0.05,-0.01,0,4,19,172.71603336318822,153.15824130598912,0.8947368421052632,208.77958350463294,3.6059643511197574,100.0,186.1933462699622,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 7, ""mean_bp"": 177.37001504319423}, ""2024"": {""n"": 8, ""mean_bp"": 99.46381022476592}, ""2025"": {""n"": 3, ""mean_bp"": 247.41237240717263}, ""2026"": {""n"": 1, ""mean_bp"": 502.0669295785714}}"
btc_long_ret-5_oi-1_entry0_exit24h,BTCUSDT,long,-0.05,-0.01,0,24,19,358.5959681745852,192.3079813628943,1.0,408.77564746469,3.8238177751749842,100.0,365.99290205150436,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 7, ""mean_bp"": 235.54630625676458}, ""2024"": {""n"": 8, ""mean_bp"": 255.86877050817316}, ""2025"": {""n"": 3, ""mean_bp"": 550.9580850434314}, ""2026"": {""n"": 1, ""mean_bp"": 1464.6748323240872}}"
