variant,symbol,direction,ret_threshold,oi_threshold,entry_delay_min,exit_hold_h,n_events,mean_net_bp,median_net_bp,win_rate,std_bp,t_stat,null_percentile,edge_vs_null_bp,significant,year_breakdown
btc_short_ret2_oi-2_entry60_exit4h,BTCUSDT,short,0.02,-0.02,60,4,81,-46.60962063276591,-36.426189067528135,0.37037037037037035,159.14479671604732,-2.635879993257702,0.0,-31.778768107675706,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -54.239454073190664}, ""2024"": {""n"": 24, ""mean_bp"": -53.06155209252049}, ""2025"": {""n"": 11, ""mean_bp"": -24.4509423473962}, ""2026"": {""n"": 8, ""mean_bp"": -21.48030005386785}}"
btc_short_ret2_oi-2_entry60_exit24h,BTCUSDT,short,0.02,-0.02,60,24,81,-85.78662285986962,-46.47015610651993,0.38271604938271603,279.83281761999336,-2.759074551389084,1.0,-62.70213568030721,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -62.34517193466947}, ""2024"": {""n"": 24, ""mean_bp"": -131.3325655391578}, ""2025"": {""n"": 11, ""mean_bp"": -57.75062183172407}, ""2026"": {""n"": 8, ""mean_bp"": -99.04518813040583}}"
btc_short_ret2_oi-2_entry60_exit72h,BTCUSDT,short,0.02,-0.02,60,72,81,-194.73171587558215,-158.3477892776257,0.3333333333333333,475.82291392995967,-3.6832724771598895,0.0,-157.85011450304316,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 38, ""mean_bp"": -283.64008391485527}, ""2024"": {""n"": 24, ""mean_bp"": -156.53706777294346}, ""2025"": {""n"": 11, ""mean_bp"": -148.7221850273794}, ""2026"": {""n"": 8, ""mean_bp"": 49.73598308677023}}"
btc_short_ret2_oinone_entry0_exit4h,BTCUSDT,short,0.02,,0,4,692,-17.7963537288116,-14.14155033125296,0.4667630057803468,215.79109715770846,-2.1694545369967986,25.0,-3.952755403021378,False,"{""2021"": {""n"": 266, ""mean_bp"": -12.085162288510567}, ""2022"": {""n"": 143, ""mean_bp"": 5.915728421290897}, ""2023"": {""n"": 69, ""mean_bp"": -40.63757195433764}, ""2024"": {""n"": 109, ""mean_bp"": -49.029540622516485}, ""2025"": {""n"": 63, ""mean_bp"": -20.29578371907373}, ""2026"": {""n"": 42, ""mean_bp"": -12.369666876980405}}"
btc_short_ret2_oinone_entry0_exit24h,BTCUSDT,short,0.02,,0,24,692,-25.96225227815542,-26.882653712516515,0.4552023121387283,419.68382153015955,-1.6273208358545073,15.0,-12.134491587892352,False,"{""2021"": {""n"": 266, ""mean_bp"": -12.651278020297285}, ""2022"": {""n"": 143, ""mean_bp"": 19.195510974199344}, ""2023"": {""n"": 69, ""mean_bp"": -76.10788430203522}, ""2024"": {""n"": 109, ""mean_bp"": -92.3510575673218}, ""2025"": {""n"": 63, ""mean_bp"": -20.651743962559905}, ""2026"": {""n"": 42, ""mean_bp"": -17.305417406552433}}"
btc_short_ret2_oinone_entry0_exit72h,BTCUSDT,short,0.02,,0,72,692,-28.566721700433376,-46.837423058844074,0.4638728323699422,654.2933222489984,-1.1485263494438904,15.0,-17.746255028236448,False,"{""2021"": {""n"": 266, ""mean_bp"": -2.625372980257873}, ""2022"": {""n"": 143, ""mean_bp"": 104.23664734167433}, ""2023"": {""n"": 69, ""mean_bp"": -249.98762068940508}, ""2024"": {""n"": 109, ""mean_bp"": -121.0101838977006}, ""2025"": {""n"": 63, ""mean_bp"": -68.74902543155815}, ""2026"": {""n"": 42, ""mean_bp"": 18.923373828470364}}"
btc_short_ret2_oinone_entry30_exit4h,BTCUSDT,short,0.02,,30,4,692,-13.548926116618839,-14.826446285357996,0.4508670520231214,197.8791578262513,-1.8011831206631836,48.5,0.31219763103674225,False,"{""2021"": {""n"": 266, ""mean_bp"": -11.188084701313114}, ""2022"": {""n"": 143, ""mean_bp"": 15.590766112936087}, ""2023"": {""n"": 69, ""mean_bp"": -50.04695861679293}, ""2024"": {""n"": 109, ""mean_bp"": -35.927534862039046}, ""2025"": {""n"": 63, ""mean_bp"": -12.733725488379322}, ""2026"": {""n"": 42, ""mean_bp"": -10.89856538123679}}"
btc_short_ret2_oinone_entry30_exit24h,BTCUSDT,short,0.02,,30,24,692,-18.03137566842934,-32.27665674926149,0.4552023121387283,413.70884382175836,-1.1465344379820552,35.0,-4.115688828241648,False,"{""2021"": {""n"": 266, ""mean_bp"": -0.10049359483940164}, ""2022"": {""n"": 143, ""mean_bp"": 27.938423843369204}, ""2023"": {""n"": 69, ""mean_bp"": -85.59194343104271}, ""2024"": {""n"": 109, ""mean_bp"": -76.10302919153642}, ""2025"": {""n"": 63, ""mean_bp"": -20.538302289264763}, ""2026"": {""n"": 42, ""mean_bp"": -22.64733221629811}}"
btc_short_ret2_oinone_entry30_exit72h,BTCUSDT,short,0.02,,30,72,692,-26.83139975960182,-59.0059925248486,0.4508670520231214,642.8124495260968,-1.0980246700382754,20.5,-14.237931613460747,False,"{""2021"": {""n"": 266, ""mean_bp"": -5.355296655698925}, ""2022"": {""n"": 143, ""mean_bp"": 108.24885541545531}, ""2023"": {""n"": 69, ""mean_bp"": -257.90099317422886}, ""2024"": {""n"": 109, ""mean_bp"": -111.42991660880485}, ""2025"": {""n"": 63, ""mean_bp"": -63.4463820625437}, ""2026"": {""n"": 42, ""mean_bp"": 31.327272897217096}}"
btc_short_ret2_oinone_entry60_exit4h,BTCUSDT,short,0.02,,60,4,692,-13.347879757821072,-23.176110957921924,0.4263005780346821,189.0824744257992,-1.857009202446477,52.0,0.2004380444163889,False,"{""2021"": {""n"": 266, ""mean_bp"": -13.254050815586677}, ""2022"": {""n"": 143, ""mean_bp"": 30.624243633983102}, ""2023"": {""n"": 69, ""mean_bp"": -49.295479463121694}, ""2024"": {""n"": 109, ""mean_bp"": -45.68401904630382}, ""2025"": {""n"": 63, ""mean_bp"": -20.435981026673772}, ""2026"": {""n"": 42, ""mean_bp"": -10.047836939113031}}"
btc_short_ret2_oinone_entry60_exit24h,BTCUSDT,short,0.02,,60,24,692,-13.215654911000499,-32.859973875443025,0.4595375722543353,414.04596400957325,-0.8396401187140257,47.5,-0.3388908631636056,False,"{""2021"": {""n"": 266, ""mean_bp"": 8.296845739207154}, ""2022"": {""n"": 143, ""mean_bp"": 30.589629707547925}, ""2023"": {""n"": 69, ""mean_bp"": -80.7021884324226}, ""2024"": {""n"": 109, ""mean_bp"": -71.06729152061733}, ""2025"": {""n"": 63, ""mean_bp"": -29.718374322419084}, ""2026"": {""n"": 42, ""mean_bp"": -12.844472698189279}}"
btc_short_ret2_oinone_entry60_exit72h,BTCUSDT,short,0.02,,60,72,692,-24.04910956903284,-64.73366220116392,0.44508670520231214,633.694454594075,-0.9983254476950881,28.999999999999996,-11.592401336886892,False,"{""2021"": {""n"": 266, ""mean_bp"": 0.8267325554823785}, ""2022"": {""n"": 143, ""mean_bp"": 110.51141810132813}, ""2023"": {""n"": 69, ""mean_bp"": -250.55657361275613}, ""2024"": {""n"": 109, ""mean_bp"": -109.48462551151647}, ""2025"": {""n"": 63, ""mean_bp"": -71.77625311550644}, ""2026"": {""n"": 42, ""mean_bp"": 25.692958006986206}}"
btc_short_ret3_oi-1_entry0_exit4h,BTCUSDT,short,0.03,-0.01,0,4,50,-22.346684282926216,-14.154705930431875,0.46,193.7437298962366,-0.8155872709767061,36.0,-5.4168527302868625,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -34.56606528293781}, ""2024"": {""n"": 15, ""mean_bp"": 61.280429154748866}, ""2025"": {""n"": 10, ""mean_bp"": -129.10950182147172}, ""2026"": {""n"": 5, ""mean_bp"": -10.824865518814107}}"
btc_short_ret3_oi-1_entry0_exit24h,BTCUSDT,short,0.03,-0.01,0,24,50,-107.03731528791154,-64.35275412559714,0.42,334.87823025069133,-2.260129343834184,0.5,-84.48347610414582,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -67.87952790289481}, ""2024"": {""n"": 15, ""mean_bp"": -113.82265434633078}, ""2025"": {""n"": 10, ""mean_bp"": -128.76324251225466}, ""2026"": {""n"": 5, ""mean_bp"": -199.8605932040347}}"
btc_short_ret3_oi-1_entry0_exit72h,BTCUSDT,short,0.03,-0.01,0,72,50,-188.15944558889652,-196.32279769723303,0.4,414.39769955145687,-3.210655369569418,0.0,-150.83562197664133,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -177.09265442710864}, ""2024"": {""n"": 15, ""mean_bp"": -274.65520025365237}, ""2025"": {""n"": 10, ""mean_bp"": -115.85161012766397}, ""2026"": {""n"": 5, ""mean_bp"": -117.55501716424587}}"
btc_short_ret3_oi-1_entry30_exit4h,BTCUSDT,short,0.03,-0.01,30,4,50,-34.32383485319486,-18.59993964914751,0.42,178.46352102090532,-1.3599763269367626,10.0,-17.955069900331857,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -45.534130371758785}, ""2024"": {""n"": 15, ""mean_bp"": 21.849525938241353}, ""2025"": {""n"": 10, ""mean_bp"": -119.14800164126162}, ""2026"": {""n"": 5, ""mean_bp"": 11.645598422885612}}"
btc_short_ret3_oi-1_entry30_exit24h,BTCUSDT,short,0.03,-0.01,30,24,50,-106.49636454388465,-99.5762464894211,0.42,330.2217504817278,-2.2804161576528945,0.5,-84.93957880875331,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -71.34927821196933}, ""2024"": {""n"": 15, ""mean_bp"": -125.64721650824725}, ""2025"": {""n"": 10, ""mean_bp"": -105.28855813368652}, ""2026"": {""n"": 5, ""mean_bp"": -192.04776679885424}}"
btc_short_ret3_oi-1_entry30_exit72h,BTCUSDT,short,0.03,-0.01,30,72,50,-200.99993632818519,-189.59358643229274,0.34,411.82503393790483,-3.451184514857691,0.5,-164.05481398442274,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -183.37643590111637}, ""2024"": {""n"": 15, ""mean_bp"": -299.18583353516345}, ""2025"": {""n"": 10, ""mean_bp"": -127.31835380884715}, ""2026"": {""n"": 5, ""mean_bp"": -124.29941145420176}}"
btc_short_ret3_oi-1_entry60_exit4h,BTCUSDT,short,0.03,-0.01,60,4,50,-45.730704342140655,-30.020534605086233,0.34,166.069235759444,-1.947169263523623,1.5,-29.38426942115936,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -79.42099660019745}, ""2024"": {""n"": 15, ""mean_bp"": 0.2077480302983048}, ""2025"": {""n"": 10, ""mean_bp"": -86.56937561971377}, ""2026"": {""n"": 5, ""mean_bp"": 32.892450127915986}}"
btc_short_ret3_oi-1_entry60_exit24h,BTCUSDT,short,0.03,-0.01,60,24,50,-113.89952379770295,-92.1678995129026,0.34,317.01698188736754,-2.5405303265390664,0.0,-91.73226459376423,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -78.74317262203455}, ""2024"": {""n"": 15, ""mean_bp"": -168.61215564394035}, ""2025"": {""n"": 10, ""mean_bp"": -92.87741206694321}, ""2026"": {""n"": 5, ""mean_bp"": -132.43125642318375}}"
btc_short_ret3_oi-1_entry60_exit72h,BTCUSDT,short,0.03,-0.01,60,72,50,-200.48852444256786,-183.83371955767822,0.34,415.4743045717925,-3.412167578679413,0.0,-161.35572575956513,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 20, ""mean_bp"": -189.77610489413112}, ""2024"": {""n"": 15, ""mean_bp"": -319.34592657035466}, ""2025"": {""n"": 10, ""mean_bp"": -106.59380243807736}, ""2026"": {""n"": 5, ""mean_bp"": -74.55544026193549}}"
btc_short_ret3_oi-2_entry0_exit4h,BTCUSDT,short,0.03,-0.02,0,4,29,-16.318478700210054,-26.198219274618396,0.4482758620689655,205.99807025783122,-0.4265947593215594,42.0,-2.6818201918339177,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": -24.169363602751247}, ""2024"": {""n"": 7, ""mean_bp"": 60.14213448720809}, ""2025"": {""n"": 4, ""mean_bp"": -118.77897732702388}, ""2026"": {""n"": 2, ""mean_bp"": -16.202548382216335}}"
btc_short_ret3_oi-2_entry0_exit24h,BTCUSDT,short,0.03,-0.02,0,24,29,-51.54292997404098,-5.382319758097541,0.4827586206896552,306.7215739529389,-0.9049483183579108,22.5,-29.748941738894892,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": 44.95413560137917}, ""2024"": {""n"": 7, ""mean_bp"": -162.83981835522133}, ""2025"": {""n"": 4, ""mean_bp"": 26.45370106266737}, ""2026"": {""n"": 2, ""mean_bp"": -589.9736073166877}}"
btc_short_ret3_oi-2_entry0_exit72h,BTCUSDT,short,0.03,-0.02,0,72,29,-166.77203796454623,-193.90320996890463,0.41379310344827586,408.4695818696224,-2.1986824711648483,3.0,-140.69543025219082,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": -67.43348926213346}, ""2024"": {""n"": 7, ""mean_bp"": -448.2070560203564}, ""2025"": {""n"": 4, ""mean_bp"": 60.56542184841708}, ""2026"": {""n"": 2, ""mean_bp"": -431.13278401443955}}"
btc_short_ret3_oi-2_entry30_exit4h,BTCUSDT,short,0.03,-0.02,30,4,29,-48.71687977350984,-19.38500875548298,0.4482758620689655,179.19688994856656,-1.4640233239818372,3.0,-34.08050290679811,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": -33.32894920240673}, ""2024"": {""n"": 7, ""mean_bp"": -25.155434214380794}, ""2025"": {""n"": 4, ""mean_bp"": -157.76414082773684}, ""2026"": {""n"": 2, ""mean_bp"": -36.19086169083228}}"
btc_short_ret3_oi-2_entry30_exit24h,BTCUSDT,short,0.03,-0.02,30,24,29,-68.01221515412534,-39.556165569928794,0.41379310344827586,303.650284922496,-1.2061802859718693,13.0,-46.889213070978684,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": 45.050452889110936}, ""2024"": {""n"": 7, ""mean_bp"": -228.55152678096198}, ""2025"": {""n"": 4, ""mean_bp"": 24.518842523383455}, ""2026"": {""n"": 2, ""mean_bp"": -595.6880841611049}}"
btc_short_ret3_oi-2_entry30_exit72h,BTCUSDT,short,0.03,-0.02,30,72,29,-200.8662365369995,-182.83263463398856,0.3103448275862069,398.1501092308378,-2.7168089694368573,2.5,-159.23281112236867,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": -75.27849414666784}, ""2024"": {""n"": 7, ""mean_bp"": -545.4258941829436}, ""2025"": {""n"": 4, ""mean_bp"": 22.53998533312525}, ""2026"": {""n"": 2, ""mean_bp"": -446.4218176390981}}"
btc_short_ret3_oi-2_entry60_exit4h,BTCUSDT,short,0.03,-0.02,60,4,29,-68.51966739135433,-59.117645187626735,0.3103448275862069,141.74227447753006,-2.603243829637979,0.5,-54.195006434471864,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": -73.89799093846372}, ""2024"": {""n"": 7, ""mean_bp"": -43.109542342485064}, ""2025"": {""n"": 4, ""mean_bp"": -120.12867235844539}, ""2026"": {""n"": 2, ""mean_bp"": -11.21050675133948}}"
btc_short_ret3_oi-2_entry60_exit24h,BTCUSDT,short,0.03,-0.02,60,24,29,-78.81766318413183,-63.68614699796703,0.3793103448275862,278.1340598332302,-1.5260486479587088,7.000000000000001,-61.784160418998965,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": 13.221408701637722}, ""2024"": {""n"": 7, ""mean_bp"": -256.98422139591867}, ""2025"": {""n"": 4, ""mean_bp"": 78.24696314205914}, ""2026"": {""n"": 2, ""mean_bp"": -505.67653718141634}}"
btc_short_ret3_oi-2_entry60_exit72h,BTCUSDT,short,0.03,-0.02,60,72,29,-202.05794658643396,-190.27568567802453,0.3103448275862069,409.39047804014825,-2.657891185374414,1.5,-170.39405468291784,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 16, ""mean_bp"": -91.00176213495037}, ""2024"": {""n"": 7, ""mean_bp"": -581.8445619610164}, ""2025"": {""n"": 4, ""mean_bp"": 86.78223714684589}, ""2026"": {""n"": 2, ""mean_bp"": -338.9346358538235}}"
btc_short_ret3_oinone_entry0_exit4h,BTCUSDT,short,0.03,,0,4,281,-13.677736857879541,-9.057204337729484,0.49110320284697506,260.47203240780954,-0.8802505506190641,51.5,0.18231049827115164,False,"{""2021"": {""n"": 128, ""mean_bp"": -25.272630055161578}, ""2022"": {""n"": 61, ""mean_bp"": 32.29248640207939}, ""2023"": {""n"": 26, ""mean_bp"": -30.039470103524653}, ""2024"": {""n"": 35, ""mean_bp"": 3.8176043358134297}, ""2025"": {""n"": 19, ""mean_bp"": -99.22614540048937}, ""2026"": {""n"": 12, ""mean_bp"": -3.806853915236912}}"
btc_short_ret3_oinone_entry0_exit24h,BTCUSDT,short,0.03,,0,24,281,-21.722650175152342,-45.23385198369522,0.4555160142348754,492.0309860180362,-0.7400712182764143,36.0,-7.42170846278475,False,"{""2021"": {""n"": 128, ""mean_bp"": -28.80833507774254}, ""2022"": {""n"": 61, ""mean_bp"": 44.34108851681107}, ""2023"": {""n"": 26, ""mean_bp"": -58.48835609362862}, ""2024"": {""n"": 35, ""mean_bp"": -69.63871745652473}, ""2025"": {""n"": 19, ""mean_bp"": -53.556339127008115}, ""2026"": {""n"": 12, ""mean_bp"": -12.148449663864518}}"
btc_short_ret3_oinone_entry0_exit72h,BTCUSDT,short,0.03,,0,72,281,-23.804608981307897,-49.170413343003084,0.47330960854092524,725.6222439095874,-0.5499252038833824,34.5,-11.828007240629264,False,"{""2021"": {""n"": 128, ""mean_bp"": -77.1548742939064}, ""2022"": {""n"": 61, ""mean_bp"": 221.22053576401981}, ""2023"": {""n"": 26, ""mean_bp"": -192.76544899172453}, ""2024"": {""n"": 35, ""mean_bp"": -158.83359624615363}, ""2025"": {""n"": 19, ""mean_bp"": -47.950420837915715}, ""2026"": {""n"": 12, ""mean_bp"": 97.86763688232543}}"
btc_short_ret3_oinone_entry30_exit4h,BTCUSDT,short,0.03,,30,4,281,-5.008838755535912,-6.570474822737303,0.47686832740213525,238.66947529321362,-0.3517979729490732,88.0,8.416795080216177,False,"{""2021"": {""n"": 128, ""mean_bp"": -7.417134309763752}, ""2022"": {""n"": 61, ""mean_bp"": 50.75011971949473}, ""2023"": {""n"": 26, ""mean_bp"": -53.28784106590396}, ""2024"": {""n"": 35, ""mean_bp"": -19.12129235723276}, ""2025"": {""n"": 19, ""mean_bp"": -81.20562859296354}, ""2026"": {""n"": 12, ""mean_bp"": 3.6490201614956668}}"
btc_short_ret3_oinone_entry30_exit24h,BTCUSDT,short,0.03,,30,24,281,-14.265577427998162,-35.7804414559275,0.45907473309608543,482.7538803930505,-0.4953552177240004,49.0,-0.6613051867685886,False,"{""2021"": {""n"": 128, ""mean_bp"": -12.856279983298398}, ""2022"": {""n"": 61, ""mean_bp"": 46.795155635652335}, ""2023"": {""n"": 26, ""mean_bp"": -71.40471265222142}, ""2024"": {""n"": 35, ""mean_bp"": -69.74814615428356}, ""2025"": {""n"": 19, ""mean_bp"": -31.687389221610303}, ""2026"": {""n"": 12, ""mean_bp"": -26.47998946765019}}"
btc_short_ret3_oinone_entry30_exit72h,BTCUSDT,short,0.03,,30,72,281,-25.69195150496327,-59.173627469999865,0.45907473309608543,707.7109255094028,-0.6085473188281141,32.5,-15.297572475665223,False,"{""2021"": {""n"": 128, ""mean_bp"": -66.58512730697363}, ""2022"": {""n"": 61, ""mean_bp"": 200.87993725350378}, ""2023"": {""n"": 26, ""mean_bp"": -204.71820561499396}, ""2024"": {""n"": 35, ""mean_bp"": -170.20368171996637}, ""2025"": {""n"": 19, ""mean_bp"": -43.442998999899885}, ""2026"": {""n"": 12, ""mean_bp"": 96.25007809341514}}"
btc_short_ret3_oinone_entry60_exit4h,BTCUSDT,short,0.03,,60,4,281,8.16471067286182,-5.571428724570492,0.48398576512455516,251.89096384419727,0.5433521267690586,100.0,21.632302721732206,True,"{""2021"": {""n"": 128, ""mean_bp"": 14.878195566772249}, ""2022"": {""n"": 61, ""mean_bp"": 78.54061241498384}, ""2023"": {""n"": 26, ""mean_bp"": -71.9997151493756}, ""2024"": {""n"": 35, ""mean_bp"": -35.43130931296673}, ""2025"": {""n"": 19, ""mean_bp"": -62.600216628041714}, ""2026"": {""n"": 12, ""mean_bp"": -8.3008462513581}}"
btc_short_ret3_oinone_entry60_exit24h,BTCUSDT,short,0.03,,60,24,281,-6.125727266054987,-43.31736876181424,0.45907473309608543,471.9956536272408,-0.2175568777459897,67.0,8.826935836270819,False,"{""2021"": {""n"": 128, ""mean_bp"": 0.2219163404857909}, ""2022"": {""n"": 61, ""mean_bp"": 60.3092747615156}, ""2023"": {""n"": 26, ""mean_bp"": -63.01901911441827}, ""2024"": {""n"": 35, ""mean_bp"": -88.39948012674505}, ""2025"": {""n"": 19, ""mean_bp"": -20.101990186439508}, ""2026"": {""n"": 12, ""mean_bp"": -26.18219157023184}}"
btc_short_ret3_oinone_entry60_exit72h,BTCUSDT,short,0.03,,60,72,281,-15.277496029219943,-63.61958221221363,0.46619217081850534,702.5169877625106,-0.3645427865343335,49.0,-1.3546522259070723,False,"{""2021"": {""n"": 128, ""mean_bp"": -47.9486673991822}, ""2022"": {""n"": 61, ""mean_bp"": 217.43714431450374}, ""2023"": {""n"": 26, ""mean_bp"": -194.43423485181768}, ""2024"": {""n"": 35, ""mean_bp"": -191.56697901675093}, ""2025"": {""n"": 19, ""mean_bp"": -40.50201253159804}, ""2026"": {""n"": 12, ""mean_bp"": 92.5383207944746}}"
btc_short_ret5_oi-1_entry0_exit4h,BTCUSDT,short,0.05,-0.01,0,4,10,50.576335052877084,-35.081807347734795,0.4,297.29116674324075,0.5379790332251454,97.5,66.04417208201191,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 5, ""mean_bp"": -39.278907190578344}, ""2024"": {""n"": 3, ""mean_bp"": 233.11561343508126}, ""2025"": {""n"": 1, ""mean_bp"": 99.50241114484794}, ""2026"": {""n"": 1, ""mean_bp"": -96.6913649684291}}"
btc_short_ret5_oi-1_entry0_exit24h,BTCUSDT,short,0.05,-0.01,0,24,10,-129.23449250595405,-36.364624577722594,0.5,446.5400903633671,-0.9152041605989314,6.5,-116.03140224867563,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 5, ""mean_bp"": -61.975830955888185}, ""2024"": {""n"": 3, ""mean_bp"": -138.35749819747596}, ""2025"": {""n"": 1, ""mean_bp"": 209.45153314309974}, ""2026"": {""n"": 1, ""mean_bp"": -776.8448088307715}}"
btc_short_ret5_oi-1_entry0_exit72h,BTCUSDT,short,0.05,-0.01,0,72,10,-210.37153306929775,-207.2036188462477,0.3,415.14965247300745,-1.6024419035342148,9.5,-167.45915625240684,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 5, ""mean_bp"": -62.48102617515606}, ""2024"": {""n"": 3, ""mean_bp"": -240.1727898654849}, ""2025"": {""n"": 1, ""mean_bp"": -226.30257329905135}, ""2026"": {""n"": 1, ""mean_bp"": -844.4892569216915}}"
btc_short_ret5_oi-1_entry30_exit4h,BTCUSDT,short,0.05,-0.01,30,4,10,-39.628050348754485,11.731541111794769,0.5,199.55287936552327,-0.627978402177567,18.0,-22.69631506053862,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 5, ""mean_bp"": -81.67756335567876}, ""2024"": {""n"": 3, ""mean_bp"": 64.69599918781076}, ""2025"": {""n"": 1, ""mean_bp"": 52.946843409874106}, ""2026"": {""n"": 1, ""mean_bp"": -234.92752768245737}}"
btc_short_ret5_oi-1_entry30_exit24h,BTCUSDT,short,0.05,-0.01,30,24,10,-218.0023651328676,-142.85215719099173,0.3,394.70052891130194,-1.7466001655104377,0.5,-197.8852680571095,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 5, ""mean_bp"": -143.37528464593885}, ""2024"": {""n"": 3, ""mean_bp"": -277.6593466096556}, ""2025"": {""n"": 1, ""mean_bp"": 224.10423810423754}, ""2026"": {""n"": 1, ""mean_bp"": -854.2734263742528}}"
btc_short_ret5_oi-1_entry30_exit72h,BTCUSDT,short,0.05,-0.01,30,72,10,-291.6313069365182,-216.07414049039528,0.1,338.2068219538259,-2.7267905526073815,3.5000000000000004,-239.61449884509196,True,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 5, ""mean_bp"": -128.11376363406058}, ""2024"": {""n"": 3, ""mean_bp"": -413.71697294434944}, ""2025"": {""n"": 1, ""mean_bp"": -157.56206163057107}, ""2026"": {""n"": 1, ""mean_bp"": -877.0312707312593}}"
btc_short_ret5_oi-1_entry60_exit4h,BTCUSDT,short,0.05,-0.01,60,4,10,-54.95974449199191,-85.59175873642565,0.3,255.152506855891,-0.6811533006561777,8.0,-42.51953128388054,False,"{""2021"": {""n"": 0, ""mean_bp"": null}, ""2022"": {""n"": 0, ""mean_bp"": null}, ""2023"": {""n"": 5, ""mean_bp"": -132.7426512738943}, ""2024"": {""n"": 3, ""mean_bp"": 96.14765052932826}, ""2025"": {""n"": 1, ""mean_bp"": 35.6516990302065}, ""2026"": {""n"": 1, ""mean_bp"": -209.978839168639}}"
